datum,ags,intensivbetten_frei,intensivbetten_belegt
2024-05-31,01001,7.0,30.0
2024-05-31,01002,23.0,114.0
2024-05-31,01003,7.0,101.0
2024-05-31,01004,1.0,22.0
2024-05-31,01051,2.0,38.0
2024-05-31,01053,1.0,6.0
2024-05-31,01054,7.0,15.0
2024-05-31,01055,4.0,20.0
2024-05-31,01056,1.0,24.0
2024-05-31,01057,0.0,8.0
2024-05-31,01058,7.0,25.0
2024-05-31,01060,21.0,56.0
2024-05-31,01061,11.0,33.0
2024-05-31,01062,4.0,26.0
2024-05-31,02000,65.0,336.0
2024-05-31,03101,32.0,94.0
2024-05-31,03102,1.0,5.0
2024-05-31,03103,5.0,27.0
2024-05-31,03151,2.0,4.0
2024-05-31,03155,4.0,4.0
2024-05-31,03157,1.0,5.0
2024-05-31,03158,5.0,11.0
2024-05-31,03159,15.0,98.0
2024-05-31,03241,13.0,59.0
2024-05-31,03251,5.0,7.0
2024-05-31,03252,7.0,31.0
2024-05-31,03254,12.0,53.0
2024-05-31,03256,5.0,7.0
2024-05-31,03257,2.0,9.0
2024-05-31,03351,3.0,28.0
2024-05-31,03353,12.0,16.0
2024-05-31,03355,11.0,18.0
2024-05-31,03356,1.0,3.0
2024-05-31,03357,8.0,22.0
2024-05-31,03358,3.0,9.0
2024-05-31,03359,7.0,4.0
2024-05-31,03360,2.0,52.0
2024-05-31,03361,3.0,14.0
2024-05-31,03402,1.0,9.0
2024-05-31,03403,3.0,102.0
2024-05-31,03404,10.0,76.0
2024-05-31,03405,13.0,5.0
2024-05-31,03451,3.0,26.0
2024-05-31,03452,1.0,17.0
2024-05-31,03453,3.0,19.0
2024-05-31,03454,19.0,45.0
2024-05-31,03455,4.0,14.0
2024-05-31,03456,4.0,14.0
2024-05-31,03457,5.0,12.0
2024-05-31,03459,13.0,56.0
2024-05-31,03460,2.0,18.0
2024-05-31,03461,0.0,6.0
2024-05-31,04011,0.0,98.0
2024-05-31,04012,9.0,18.0
2024-05-31,05111,25.0,151.0
2024-05-31,05112,20.0,75.0
2024-05-31,05113,20.0,120.0
2024-05-31,05114,23.0,47.0
2024-05-31,05116,6.0,73.0
