datum,ags,intensivbetten_frei,intensivbetten_belegt
2020-06-16,01001,50.0,33.0
2020-06-16,01002,137.0,112.0
2020-06-16,01003,119.0,118.0
2020-06-16,01004,20.0,20.0
2020-06-16,01051,12.0,42.0
2020-06-16,01053,5.0,19.0
2020-06-16,01054,22.0,22.0
2020-06-16,01055,15.0,38.0
2020-06-16,01056,9.0,26.0
2020-06-16,01057,5.0,7.0
2020-06-16,01058,15.0,33.0
2020-06-16,01059,10.0,13.0
2020-06-16,01060,56.0,76.0
2020-06-16,01061,13.0,25.0
2020-06-16,01062,24.0,36.0
2020-06-16,02000,384.0,554.0
2020-06-16,03101,58.0,92.0
2020-06-16,03102,12.0,15.0
2020-06-16,03103,30.0,18.0
2020-06-16,03151,3.0,33.0
2020-06-16,03153,46.0,44.0
2020-06-16,03154,13.0,21.0
2020-06-16,03155,7.0,16.0
2020-06-16,03157,4.0,18.0
2020-06-16,03158,5.0,11.0
2020-06-16,03159,59.0,144.0
2020-06-16,03241,120.0,345.0
2020-06-16,03251,11.0,3.0
2020-06-16,03252,8.0,66.0
2020-06-16,03254,48.0,50.0
2020-06-16,03255,4.0,10.0
2020-06-16,03256,22.0,12.0
2020-06-16,03257,2.0,21.0
2020-06-16,03351,6.0,35.0
2020-06-16,03352,7.0,11.0
2020-06-16,03353,26.0,40.0
2020-06-16,03354,9.0,6.0
2020-06-16,03355,12.0,26.0
2020-06-16,03356,4.0,11.0
2020-06-16,03357,11.0,21.0
2020-06-16,03358,14.0,13.0
2020-06-16,03359,16.0,21.0
2020-06-16,03360,21.0,51.0
2020-06-16,03361,5.0,12.0
2020-06-16,03401,10.0,19.0
2020-06-16,03402,10.0,10.0
2020-06-16,03403,100.0,111.0
2020-06-16,03404,88.0,19.0
2020-06-16,03405,9.0,25.0
2020-06-16,03451,16.0,24.0
2020-06-16,03452,17.0,25.0
2020-06-16,03453,12.0,34.0
2020-06-16,03454,40.0,43.0
2020-06-16,03455,17.0,20.0
2020-06-16,03456,7.0,23.0
2020-06-16,03457,27.0,14.0
2020-06-16,03458,7.0,8.0
2020-06-16,03459,63.0,56.0
2020-06-16,03460,40.0,16.0
2020-06-16,03461,8.0,8.0
2020-06-16,03462,6.0,7.0
2020-06-16,04011,89.0,99.0
2020-06-16,04012,19.0,51.0
2020-06-16,05111,78.0,223.0
2020-06-16,05112,85.0,174.0
2020-06-16,05113,79.0,262.0
2020-06-16,05114,28.0,72.0
2020-06-16,05116,32.0,85.0
2020-06-16,05117,18.0,36.0
2020-06-16,05119,34.0,49.0
2020-06-16,05120,20.0,16.0
2020-06-16,05122,34.0,56.0
2020-06-16,05124,67.0,122.0
2020-06-16,05154,23.0,45.0
2020-06-16,05158,37.0,39.0
2020-06-16,05162,48.0,72.0
2020-06-16,05166,21.0,37.0
2020-06-16,05170,59.0,111.0
2020-06-16,05314,54.0,215.0
2020-06-16,05315,84.0,371.0
2020-06-16,05316,38.0,49.0
2020-06-16,05334,48.0,250.0
2020-06-16,05358,36.0,41.0
2020-06-16,05362,37.0,46.0
2020-06-16,05366,8.0,37.0
2020-06-16,05370,13.0,23.0
2020-06-16,05374,37.0,81.0
2020-06-16,05378,18.0,34.0
2020-06-16,05382,18.0,71.0
2020-06-16,05512,31.0,34.0
2020-06-16,05513,48.0,68.0
2020-06-16,05515,33.0,215.0
2020-06-16,05554,40.0,41.0
2020-06-16,05558,24.0,20.0
2020-06-16,05562,99.0,181.0
2020-06-16,05566,32.0,57.0
2020-06-16,05570,20.0,35.0
2020-06-16,05711,28.0,118.0
2020-06-16,05754,19.0,28.0
2020-06-16,05758,19.0,47.0
2020-06-16,05762,19.0,23.0
2020-06-16,05766,27.0,53.0
2020-06-16,05770,45.0,98.0
2020-06-16,05774,50.0,66.0
2020-06-16,05911,85.0,156.0
2020-06-16,05913,70.0,237.0
2020-06-16,05914,37.0,50.0
2020-06-16,05915,37.0,59.0
2020-06-16,05916,22.0,45.0
2020-06-16,05954,36.0,106.0
2020-06-16,05958,45.0,64.0
2020-06-16,05962,55.0,71.0
2020-06-16,05966,27.0,12.0
2020-06-16,05970,40.0,98.0
2020-06-16,05974,24.0,51.0
2020-06-16,05978,35.0,102.0
2020-06-16,06411,38.0,74.0
2020-06-16,06412,81.0,228.0
2020-06-16,06413,50.0,64.0
2020-06-16,06414,28.0,90.0
2020-06-16,06431,20.0,28.0
2020-06-16,06432,4.0,24.0
2020-06-16,06433,5.0,23.0
2020-06-16,06434,17.0,13.0
2020-06-16,06435,31.0,68.0
2020-06-16,06436,20.0,17.0
2020-06-16,06437,7.0,117.0
2020-06-16,06438,22.0,27.0
2020-06-16,06439,15.0,7.0
2020-06-16,06440,55.0,68.0
2020-06-16,06531,45.0,208.0
2020-06-16,06532,9.0,49.0
2020-06-16,06533,24.0,38.0
2020-06-16,06534,39.0,139.0
2020-06-16,06535,22.0,17.0
2020-06-16,06611,40.0,143.0
2020-06-16,06631,17.0,63.0
2020-06-16,06632,35.0,39.0
2020-06-16,06633,15.0,22.0
2020-06-16,06634,33.0,18.0
2020-06-16,06635,43.0,81.0
2020-06-16,06636,32.0,26.0
2020-06-16,07111,38.0,69.0
2020-06-16,07131,11.0,14.0
2020-06-16,07132,13.0,8.0
2020-06-16,07133,26.0,25.0
2020-06-16,07134,10.0,18.0
2020-06-16,07135,11.0,6.0
2020-06-16,07137,30.0,17.0
2020-06-16,07138,35.0,43.0
2020-06-16,07140,8.0,9.0
2020-06-16,07141,20.0,27.0
2020-06-16,07143,14.0,25.0
2020-06-16,07211,45.0,70.0
2020-06-16,07231,20.0,18.0
2020-06-16,07232,5.0,12.0
2020-06-16,07233,15.0,1.0
2020-06-16,07235,4.0,12.0
2020-06-16,07311,9.0,13.0
2020-06-16,07312,59.0,102.0
2020-06-16,07313,11.0,4.0
2020-06-16,07314,61.0,80.0
2020-06-16,07315,16.0,21.0
2020-06-16,07316,5.0,16.0
2020-06-16,07317,5.0,11.0
2020-06-16,07318,12.0,26.0
2020-06-16,07319,6.0,28.0
2020-06-16,07320,7.0,9.0
2020-06-16,07331,2.0,6.0
2020-06-16,07332,11.0,8.0
2020-06-16,07333,5.0,7.0
2020-06-16,07334,20.0,9.0
2020-06-16,07335,7.0,7.0
2020-06-16,07336,2.0,14.0
2020-06-16,07337,6.0,11.0
2020-06-16,07339,11.0,9.0
2020-06-16,07340,7.0,2.0
2020-06-16,08111,215.0,295.0
2020-06-16,08115,15.0,37.0
2020-06-16,08116,34.0,36.0
2020-06-16,08117,35.0,40.0
2020-06-16,08118,126.0,74.0
2020-06-16,08119,56.0,50.0
2020-06-16,08121,28.0,36.0
2020-06-16,08125,13.0,39.0
2020-06-16,08126,4.0,8.0
2020-06-16,08127,22.0,31.0
2020-06-16,08128,33.0,35.0
2020-06-16,08135,10.0,14.0
2020-06-16,08136,22.0,32.0
2020-06-16,08211,14.0,19.0
2020-06-16,08212,53.0,118.0
2020-06-16,08215,19.0,40.0
2020-06-16,08216,0.0,15.0
2020-06-16,08221,86.0,227.0
2020-06-16,08222,4.0,119.0
2020-06-16,08225,7.0,10.0
2020-06-16,08226,10.0,38.0
2020-06-16,08231,27.0,45.0
2020-06-16,08235,6.0,16.0
2020-06-16,08236,8.0,10.0
2020-06-16,08237,7.0,7.0
2020-06-16,08311,91.0,129.0
2020-06-16,08315,56.0,67.0
2020-06-16,08316,8.0,26.0
2020-06-16,08317,63.0,57.0
2020-06-16,08325,7.0,9.0
2020-06-16,08326,55.0,50.0
2020-06-16,08327,5.0,7.0
2020-06-16,08335,22.0,67.0
2020-06-16,08336,1.0,20.0
2020-06-16,08337,9.0,27.0
2020-06-16,08415,14.0,26.0
2020-06-16,08416,18.0,104.0
2020-06-16,08417,11.0,19.0
2020-06-16,08421,50.0,78.0
2020-06-16,08425,25.0,5.0
2020-06-16,08426,17.0,9.0
2020-06-16,08435,42.0,32.0
2020-06-16,08436,18.0,42.0
2020-06-16,08437,16.0,11.0
2020-06-16,09161,8.0,32.0
2020-06-16,09162,182.0,530.0
2020-06-16,09163,35.0,35.0
2020-06-16,09171,18.0,23.0
2020-06-16,09172,4.0,20.0
2020-06-16,09173,4.0,24.0
2020-06-16,09174,36.0,32.0
2020-06-16,09175,12.0,6.0
2020-06-16,09176,25.0,51.0
2020-06-16,09177,11.0,16.0
2020-06-16,09178,5.0,17.0
2020-06-16,09179,5.0,10.0
2020-06-16,09180,54.0,60.0
2020-06-16,09181,2.0,8.0
2020-06-16,09182,21.0,9.0
2020-06-16,09183,12.0,14.0
2020-06-16,09184,10.0,6.0
2020-06-16,09185,4.0,13.0
2020-06-16,09186,4.0,9.0
2020-06-16,09187,20.0,45.0
2020-06-16,09188,49.0,40.0
2020-06-16,09189,21.0,47.0
2020-06-16,09190,18.0,26.0
2020-06-16,09261,19.0,48.0
2020-06-16,09262,22.0,31.0
2020-06-16,09263,29.0,14.0
2020-06-16,09271,8.0,27.0
2020-06-16,09272,10.0,12.0
2020-06-16,09273,21.0,11.0
2020-06-16,09274,4.0,6.0
2020-06-16,09275,2.0,16.0
2020-06-16,09276,18.0,7.0
2020-06-16,09277,25.0,12.0
2020-06-16,09278,20.0,4.0
2020-06-16,09279,8.0,18.0
2020-06-16,09361,24.0,15.0
2020-06-16,09362,93.0,180.0
2020-06-16,09363,22.0,48.0
2020-06-16,09371,9.0,5.0
2020-06-16,09372,13.0,9.0
2020-06-16,09373,8.0,22.0
2020-06-16,09375,1.0,10.0
2020-06-16,09376,30.0,16.0
2020-06-16,09377,2.0,10.0
2020-06-16,09461,33.0,25.0
2020-06-16,09462,5.0,50.0
2020-06-16,09463,7.0,36.0
2020-06-16,09464,11.0,31.0
2020-06-16,09471,15.0,5.0
2020-06-16,09472,6.0,3.0
2020-06-16,09474,11.0,10.0
2020-06-16,09475,5.0,12.0
2020-06-16,09476,2.0,13.0
2020-06-16,09477,9.0,28.0
2020-06-16,09478,13.0,34.0
2020-06-16,09479,9.0,11.0
2020-06-16,09561,5.0,18.0
2020-06-16,09562,43.0,114.0
2020-06-16,09563,9.0,29.0
2020-06-16,09564,106.0,143.0
2020-06-16,09565,5.0,2.0
2020-06-16,09571,9.0,15.0
2020-06-16,09572,2.0,4.0
2020-06-16,09574,4.0,20.0
2020-06-16,09575,26.0,44.0
2020-06-16,09576,2.0,8.0
2020-06-16,09577,5.0,11.0
2020-06-16,09661,10.0,43.0
2020-06-16,09662,7.0,44.0
2020-06-16,09663,44.0,99.0
2020-06-16,09671,2.0,6.0
2020-06-16,09672,8.0,45.0
2020-06-16,09673,30.0,128.0
2020-06-16,09674,8.0,8.0
2020-06-16,09675,8.0,3.0
2020-06-16,09676,5.0,9.0
2020-06-16,09677,2.0,7.0
2020-06-16,09678,3.0,4.0
2020-06-16,09679,4.0,8.0
2020-06-16,09761,43.0,108.0
2020-06-16,09762,15.0,12.0
2020-06-16,09763,11.0,20.0
2020-06-16,09764,9.0,35.0
2020-06-16,09771,13.0,13.0
2020-06-16,09772,9.0,7.0
2020-06-16,09773,4.0,20.0
2020-06-16,09774,21.0,50.0
2020-06-16,09775,11.0,14.0
2020-06-16,09776,10.0,4.0
2020-06-16,09777,13.0,10.0
2020-06-16,09778,10.0,11.0
2020-06-16,09779,13.0,20.0
2020-06-16,09780,7.0,14.0
2020-06-16,10041,75.0,145.0
2020-06-16,10042,18.0,7.0
2020-06-16,10043,19.0,30.0
2020-06-16,10044,34.0,37.0
2020-06-16,10045,99.0,161.0
2020-06-16,10046,4.0,12.0
2020-06-16,11000,340.0,1078.0
2020-06-16,12051,11.0,48.0
2020-06-16,12052,37.0,64.0
2020-06-16,12053,12.0,29.0
2020-06-16,12054,30.0,54.0
2020-06-16,12060,32.0,64.0
2020-06-16,12061,18.0,53.0
2020-06-16,12062,21.0,25.0
2020-06-16,12063,14.0,15.0
2020-06-16,12064,20.0,19.0
2020-06-16,12065,25.0,35.0
2020-06-16,12066,21.0,24.0
2020-06-16,12067,76.0,72.0
2020-06-16,12068,23.0,43.0
2020-06-16,12069,34.0,66.0
2020-06-16,12070,17.0,8.0
2020-06-16,12071,7.0,16.0
2020-06-16,12072,9.0,13.0
2020-06-16,12073,14.0,29.0
2020-06-16,13003,28.0,86.0
2020-06-16,13004,4.0,48.0
2020-06-16,13071,34.0,51.0
2020-06-16,13072,42.0,24.0
2020-06-16,13073,16.0,53.0
2020-06-16,13074,19.0,30.0
2020-06-16,13075,57.0,167.0
2020-06-16,13076,29.0,160.0
2020-06-16,14511,17.0,159.0
2020-06-16,14521,26.0,62.0
2020-06-16,14522,39.0,32.0
2020-06-16,14523,45.0,47.0
2020-06-16,14524,45.0,73.0
2020-06-16,14612,53.0,221.0
2020-06-16,14625,15.0,49.0
2020-06-16,14626,23.0,43.0
2020-06-16,14627,53.0,40.0
2020-06-16,14628,58.0,68.0
2020-06-16,14713,108.0,304.0
2020-06-16,14729,22.0,43.0
2020-06-16,14730,28.0,52.0
2020-06-16,15001,28.0,22.0
2020-06-16,15002,70.0,229.0
2020-06-16,15003,58.0,166.0
2020-06-16,15081,10.0,10.0
2020-06-16,15082,27.0,41.0
2020-06-16,15083,19.0,20.0
2020-06-16,15084,32.0,27.0
2020-06-16,15085,30.0,22.0
2020-06-16,15086,12.0,21.0
2020-06-16,15087,18.0,19.0
2020-06-16,15088,8.0,14.0
2020-06-16,15089,25.0,48.0
2020-06-16,15090,30.0,18.0
2020-06-16,15091,30.0,30.0
2020-06-16,16051,30.0,60.0
2020-06-16,16052,10.0,36.0
2020-06-16,16053,17.0,92.0
2020-06-16,16054,10.0,12.0
2020-06-16,16055,6.0,10.0
2020-06-16,16061,13.0,17.0
2020-06-16,16062,43.0,37.0
2020-06-16,16063,40.0,88.0
2020-06-16,16064,48.0,25.0
2020-06-16,16065,4.0,12.0
2020-06-16,16066,22.0,26.0
2020-06-16,16067,8.0,33.0
2020-06-16,16068,3.0,11.0
2020-06-16,16069,3.0,4.0
2020-06-16,16070,7.0,9.0
2020-06-16,16071,47.0,73.0
2020-06-16,16072,3.0,5.0
2020-06-16,16073,11.0,11.0
2020-06-16,16074,16.0,6.0
2020-06-16,16075,3.0,3.0
2020-06-16,16076,4.0,8.0
2020-06-16,16077,25.0,35.0
