date,ags,age_group,stage,new
2022-01-01,01002,12-17,2,5
2022-01-01,01002,18-59,3,15
2022-01-01,01051,18-59,3,7
2022-01-01,01053,18-59,1,7
2022-01-01,01053,18-59,2,16
2022-01-01,01053,18-59,3,122
2022-01-01,01053,60+,3,56
2022-01-01,01054,05-11,1,62
2022-01-01,01054,12-17,2,8
2022-01-01,01054,12-17,3,11
2022-01-01,01054,18-59,2,25
2022-01-01,01054,18-59,3,246
2022-01-01,01054,60+,3,47
2022-01-01,01056,05-11,2,8
2022-01-01,01056,18-59,3,5
2022-01-01,01057,18-59,3,9
2022-01-01,01058,18-59,3,202
2022-01-01,01058,60+,1,6
2022-01-01,01058,60+,3,71
2022-01-01,01059,18-59,3,24
2022-01-01,01059,60+,3,8
2022-01-01,01061,18-59,2,5
2022-01-01,01061,18-59,3,31
2022-01-01,01061,60+,3,7
2022-01-01,02000,12-17,3,8
2022-01-01,02000,18-59,1,29
2022-01-01,02000,18-59,2,72
2022-01-01,02000,18-59,3,1046
2022-01-01,02000,60+,1,10
2022-01-01,02000,60+,2,17
2022-01-01,02000,60+,3,454
2022-01-01,03101,18-59,2,22
2022-01-01,03101,18-59,3,35
2022-01-01,03101,60+,2,12
2022-01-01,03101,60+,3,27
2022-01-01,03153,05-11,2,5
2022-01-01,03153,18-59,2,5
2022-01-01,03153,18-59,3,61
2022-01-01,03153,60+,3,6
2022-01-01,03155,18-59,3,55
2022-01-01,03155,60+,3,11
2022-01-01,03241,12-17,3,32
2022-01-01,03241,18-59,1,5
2022-01-01,03241,18-59,2,14
2022-01-01,03241,18-59,3,225
2022-01-01,03241,60+,3,40
2022-01-01,03357,12-17,1,10
2022-01-01,03357,12-17,2,8
2022-01-01,03357,18-59,2,58
2022-01-01,03357,18-59,3,1466
2022-01-01,03357,60+,1,9
2022-01-01,03357,60+,2,11
2022-01-01,03357,60+,3,235
2022-01-01,03358,18-59,3,6
2022-01-01,03403,12-17,3,30
2022-01-01,03403,18-59,3,136
2022-01-01,03403,60+,3,57
2022-01-01,03453,12-17,2,5
2022-01-01,03459,18-59,1,34
2022-01-01,03459,18-59,2,96
2022-01-01,03459,18-59,3,318
2022-01-01,03459,60+,1,5
2022-01-01,03459,60+,2,24
2022-01-01,03459,60+,3,529
2022-01-01,05113,18-59,2,5
2022-01-01,05113,18-59,3,81
2022-01-01,05113,60+,3,19
2022-01-01,05119,18-59,1,13
2022-01-01,05119,18-59,2,8
2022-01-01,05119,18-59,3,22
2022-01-01,05162,05-11,1,160
2022-01-01,05162,05-11,2,5
2022-01-01,05162,12-17,2,14
2022-01-01,05162,12-17,3,184
2022-01-01,05162,18-59,1,30
2022-01-01,05162,18-59,2,34
2022-01-01,05162,18-59,3,402
2022-01-01,05162,60+,3,66
2022-01-01,05170,18-59,3,12
2022-01-01,05315,18-59,1,5
2022-01-01,05315,18-59,3,224
2022-01-01,05315,60+,3,22
2022-01-01,05334,18-59,3,45
2022-01-01,05334,60+,3,7
2022-01-01,05358,12-17,1,5
2022-01-01,05358,12-17,2,13
2022-01-01,05358,12-17,3,86
2022-01-01,05358,18-59,1,9
2022-01-01,05358,18-59,2,38
2022-01-01,05358,18-59,3,158
2022-01-01,05358,60+,3,30
2022-01-01,05362,60+,3,5
2022-01-01,05378,05-11,1,5
2022-01-01,05378,12-17,3,9
2022-01-01,05378,18-59,1,7
2022-01-01,05378,18-59,3,46
2022-01-01,05382,05-11,1,11
2022-01-01,05382,05-11,2,16
