date,ags,age_group,stage,new
2022-11-13,1001,18-59,5,10
2022-11-13,1001,60+,4,6
2022-11-13,1001,60+,5,5
2022-11-13,1051,18-59,4,6
2022-11-13,1051,60+,4,11
2022-11-13,1051,60+,5,13
2022-11-13,1055,18-59,4,59
2022-11-13,1055,60+,4,6
2022-11-13,1056,18-59,4,11
2022-11-13,1056,60+,4,18
2022-11-13,1056,60+,5,16
2022-11-13,1059,60+,5,7
2022-11-13,1060,18-59,5,6
2022-11-13,1060,60+,5,11
2022-11-13,1061,18-59,3,5
2022-11-13,1061,18-59,4,12
2022-11-13,1061,60+,4,8
2022-11-13,1062,60+,4,5
2022-11-13,2000,12-17,2,5
2022-11-13,2000,18-59,3,32
2022-11-13,2000,18-59,4,31
2022-11-13,2000,18-59,5,7
2022-11-13,2000,60+,3,13
2022-11-13,2000,60+,4,24
2022-11-13,2000,60+,5,24
2022-11-13,2000,60+,6,6
2022-11-13,3102,60+,5,33
2022-11-13,3153,60+,4,12
2022-11-13,3241,05-11,1,7
2022-11-13,3241,18-59,4,11
2022-11-13,3241,60+,4,15
2022-11-13,3241,60+,5,31
2022-11-13,3254,60+,4,17
2022-11-13,3254,60+,5,6
2022-11-13,3351,18-59,1,5
2022-11-13,3351,18-59,4,14
2022-11-13,3351,60+,4,45
2022-11-13,3351,60+,5,16
2022-11-13,3354,18-59,4,5
2022-11-13,3355,18-59,4,6
2022-11-13,3355,60+,4,15
2022-11-13,3355,60+,5,8
2022-11-13,3356,18-59,4,10
2022-11-13,3356,60+,4,8
2022-11-13,3359,18-59,3,6
2022-11-13,3359,18-59,4,29
2022-11-13,3359,60+,4,54
2022-11-13,3359,60+,5,10
2022-11-13,3403,60+,5,18
2022-11-13,3452,18-59,3,6
2022-11-13,3452,60+,4,33
2022-11-13,3453,18-59,3,5
2022-11-13,3453,60+,4,5
2022-11-13,3454,18-59,4,7
2022-11-13,3454,60+,4,6
2022-11-13,3454,60+,5,10
2022-11-13,3457,60+,5,12
2022-11-13,5113,18-59,5,13
2022-11-13,5113,60+,5,8
2022-11-13,5114,12-17,4,5
2022-11-13,5114,18-59,4,6
2022-11-13,5117,18-59,4,33
2022-11-13,5117,60+,4,38
2022-11-13,5117,60+,5,27
2022-11-13,5119,18-59,3,7
2022-11-13,5119,18-59,4,19
2022-11-13,5119,18-59,5,12
2022-11-13,5119,60+,4,15
2022-11-13,5119,60+,5,18
2022-11-13,5119,60+,6,6
2022-11-13,5158,18-59,4,7
2022-11-13,5158,60+,4,26
2022-11-13,5158,60+,5,8
2022-11-13,5162,18-59,3,10
2022-11-13,5162,18-59,4,32
2022-11-13,5162,60+,4,48
2022-11-13,5162,60+,5,13
2022-11-13,5166,60+,6,12
2022-11-13,5170,60+,4,25
2022-11-13,5315,18-59,3,7
2022-11-13,5315,18-59,4,39
2022-11-13,5315,60+,1,5
2022-11-13,5315,60+,4,69
2022-11-13,5315,60+,5,9
2022-11-13,5316,18-59,3,5
2022-11-13,5316,60+,4,10
2022-11-13,5316,60+,5,18
2022-11-13,5362,18-59,4,16
2022-11-13,5362,60+,4,8
2022-11-13,5366,18-59,4,5
2022-11-13,5366,60+,5,12
2022-11-13,5378,60+,5,5
2022-11-13,5382,60+,4,21
2022-11-13,5515,18-59,4,50
2022-11-13,5515,18-59,5,5
2022-11-13,5515,60+,4,36
2022-11-13,5515,60+,5,17
2022-11-13,5554,12-17,5,13
2022-11-13,5554,18-59,4,5
2022-11-13,5554,60+,4,14
2022-11-13,5558,60+,4,18
2022-11-13,5558,60+,5,27
2022-11-13,5562,12-17,4,6
2022-11-13,5562,18-59,4,20
2022-11-13,5562,18-59,5,5
2022-11-13,5562,60+,4,37
2022-11-13,5566,18-59,4,28
2022-11-13,5566,60+,4,53
2022-11-13,5566,60+,5,12
2022-11-13,5570,18-59,4,12
2022-11-13,5570,60+,4,11
2022-11-13,5711,18-59,4,8
2022-11-13,5711,60+,4,8
2022-11-13,5711,60+,5,7
2022-11-13,5762,18-59,5,6
2022-11-13,5762,60+,4,9
2022-11-13,5762,60+,5,7
2022-11-13,5766,12-17,1,5
2022-11-13,5766,18-59,4,24
2022-11-13,5766,60+,4,14
2022-11-13,5766,60+,5,7
2022-11-13,5770,18-59,4,15
2022-11-13,5774,18-59,4,6
2022-11-13,5774,60+,4,10
2022-11-13,5774,60+,5,15
2022-11-13,5911,18-59,2,5
2022-11-13,5913,18-59,4,25
2022-11-13,5913,18-59,5,8
2022-11-13,5913,60+,4,35
2022-11-13,5913,60+,5,25
2022-11-13,5914,60+,4,8
2022-11-13,5915,18-59,3,9
2022-11-13,5915,18-59,4,11
2022-11-13,5915,60+,4,29
2022-11-13,5915,60+,5,63
2022-11-13,5916,60+,4,6
2022-11-13,5958,18-59,4,9
2022-11-13,5958,60+,4,17
2022-11-13,5958,60+,5,10
2022-11-13,5966,18-59,4,8
2022-11-13,5966,60+,4,6
2022-11-13,5974,18-59,4,7
2022-11-13,5974,60+,4,13
2022-11-13,5974,60+,5,6
2022-11-13,6412,18-59,1,7
2022-11-13,6412,18-59,3,5
2022-11-13,6412,18-59,4,30
2022-11-13,6412,60+,4,5
2022-11-13,6414,60+,4,9
2022-11-13,6432,18-59,4,11
2022-11-13,6433,18-59,2,5
2022-11-13,6433,18-59,4,29
2022-11-13,6433,18-59,5,13
2022-11-13,6433,60+,4,11
2022-11-13,6433,60+,5,11
2022-11-13,6434,18-59,4,22
2022-11-13,6434,60+,4,10
2022-11-13,6435,18-59,4,15
2022-11-13,6435,60+,4,25
2022-11-13,6438,12-17,2,5
2022-11-13,6438,18-59,4,9
2022-11-13,6438,60+,4,5
2022-11-13,6438,60+,5,10
2022-11-13,6440,18-59,4,10
2022-11-13,6440,60+,4,8
2022-11-13,6531,18-59,4,8
2022-11-13,6531,60+,4,15
2022-11-13,6532,60+,5,5
2022-11-13,6533,18-59,4,10
2022-11-13,6533,60+,4,39
2022-11-13,6533,60+,5,14
2022-11-13,6534,12-17,1,21
2022-11-13,6534,12-17,2,24
2022-11-13,6534,12-17,3,31
2022-11-13,6534,12-17,4,21
2022-11-13,6534,18-59,1,10
2022-11-13,6534,18-59,2,18
2022-11-13,6534,18-59,3,52
2022-11-13,6534,18-59,4,573
2022-11-13,6534,18-59,5,59
2022-11-13,6534,60+,3,25
2022-11-13,6534,60+,4,560
2022-11-13,6534,60+,5,117
2022-11-13,7140,18-59,4,6
2022-11-13,7314,60+,4,6
2022-11-13,7315,12-17,5,5
2022-11-13,7315,18-59,6,11
2022-11-13,7315,60+,4,12
2022-11-13,8111,05-11,3,5
2022-11-13,8111,12-17,4,13
2022-11-13,8111,18-59,1,10
2022-11-13,8111,18-59,2,5
2022-11-13,8111,18-59,3,20
2022-11-13,8111,18-59,4,283
2022-11-13,8111,18-59,5,12
2022-11-13,8111,60+,4,163
2022-11-13,8111,60+,5,21
2022-11-13,8115,05-11,2,5
2022-11-13,8115,05-11,3,5
2022-11-13,8115,18-59,4,23
2022-11-13,8115,60+,4,19
2022-11-13,8116,18-59,3,5
2022-11-13,8116,18-59,4,8
2022-11-13,8116,60+,4,17
2022-11-13,8118,05-11,1,6
2022-11-13,8118,12-17,3,8
2022-11-13,8118,18-59,4,33
2022-11-13,8118,60+,4,25
2022-11-13,8118,60+,5,6
2022-11-13,8119,18-59,3,5
2022-11-13,8119,18-59,4,44
2022-11-13,8119,18-59,5,6
2022-11-13,8125,18-59,1,5
2022-11-13,8125,18-59,4,16
2022-11-13,8125,60+,4,13
2022-11-13,8125,60+,5,5
2022-11-13,8126,60+,4,22
2022-11-13,8127,18-59,4,16
2022-11-13,8127,18-59,5,25
2022-11-13,8127,60+,4,34
2022-11-13,8127,60+,5,7
2022-11-13,8212,18-59,4,12
2022-11-13,8212,60+,4,11
2022-11-13,8216,60+,4,5
2022-11-13,8222,18-59,3,5
2022-11-13,8222,18-59,4,9
2022-11-13,8222,60+,4,47
2022-11-13,8222,60+,5,14
2022-11-13,8225,18-59,4,5
2022-11-13,8225,60+,4,15
2022-11-13,8225,60+,5,12
2022-11-13,8226,18-59,4,33
2022-11-13,8226,60+,3,7
2022-11-13,8226,60+,4,41
2022-11-13,8226,60+,5,6
2022-11-13,8231,00-04,2,6
2022-11-13,8231,18-59,3,8
2022-11-13,8231,18-59,4,15
2022-11-13,8231,18-59,5,8
2022-11-13,8231,60+,4,11
2022-11-13,8235,18-59,5,5
2022-11-13,8311,18-59,4,6
2022-11-13,8311,60+,4,36
2022-11-13,8311,60+,5,25
2022-11-13,8315,60+,4,18
2022-11-13,8315,60+,5,6
2022-11-13,8316,60+,4,10
2022-11-13,8317,18-59,4,9
2022-11-13,8317,60+,4,81
2022-11-13,8317,60+,5,12
2022-11-13,8326,18-59,4,7
2022-11-13,8326,60+,4,14
2022-11-13,8326,60+,5,14
2022-11-13,8336,18-59,3,6
2022-11-13,8336,18-59,4,17
2022-11-13,8336,60+,4,51
2022-11-13,8336,60+,5,20
2022-11-13,8337,60+,4,5
2022-11-13,8415,18-59,4,14
2022-11-13,8415,60+,4,47
2022-11-13,8415,60+,5,10
2022-11-13,8416,05-11,3,8
2022-11-13,8416,12-17,3,6
2022-11-13,8416,12-17,4,6
2022-11-13,8416,18-59,4,32
2022-11-13,8416,60+,4,42
2022-11-13,8417,18-59,4,11
2022-11-13,8417,60+,4,48
2022-11-13,8417,60+,5,6
2022-11-13,8421,18-59,2,8
2022-11-13,8421,18-59,3,14
2022-11-13,8425,18-59,4,14
2022-11-13,8425,60+,4,8
2022-11-13,8435,18-59,4,6
2022-11-13,8435,60+,4,54
2022-11-13,9162,18-59,6,5
2022-11-13,9162,60+,6,8
2022-11-13,9179,18-59,3,6
2022-11-13,9179,18-59,4,39
2022-11-13,9179,60+,4,23
2022-11-13,9179,60+,5,15
2022-11-13,9182,18-59,4,9
2022-11-13,9182,18-59,5,9
2022-11-13,9182,60+,4,11
2022-11-13,9184,18-59,3,10
2022-11-13,9184,18-59,4,125
2022-11-13,9184,60+,2,5
2022-11-13,9184,60+,4,26
2022-11-13,9184,60+,5,5
2022-11-13,9187,60+,4,34
2022-11-13,9188,18-59,4,13
2022-11-13,9188,60+,4,29
2022-11-13,9188,60+,5,17
2022-11-13,9189,18-59,4,5
2022-11-13,9272,60+,4,16
2022-11-13,9273,60+,4,31
2022-11-13,9277,18-59,3,5
2022-11-13,9362,05-11,1,5
2022-11-13,9373,60+,4,10
2022-11-13,9374,60+,4,5
2022-11-13,9376,18-59,3,7
2022-11-13,9376,18-59,4,22
2022-11-13,9376,60+,4,7
2022-11-13,9462,18-59,3,5
2022-11-13,9471,18-59,4,9
2022-11-13,9471,18-59,5,7
2022-11-13,9471,60+,4,12
2022-11-13,9471,60+,5,8
2022-11-13,9473,60+,4,5
2022-11-13,9474,18-59,3,5
2022-11-13,9479,18-59,4,17
2022-11-13,9479,60+,4,55
2022-11-13,9479,60+,5,8
2022-11-13,9562,18-59,3,5
2022-11-13,9562,18-59,4,20
2022-11-13,9562,60+,3,9
2022-11-13,9562,60+,4,35
2022-11-13,9562,60+,5,5
2022-11-13,9564,18-59,2,5
2022-11-13,9564,18-59,4,6
2022-11-13,9564,60+,4,8
2022-11-13,9564,60+,5,9
2022-11-13,9572,18-59,4,23
2022-11-13,9572,18-59,5,5
2022-11-13,9572,60+,3,8
2022-11-13,9572,60+,4,39
2022-11-13,9572,60+,5,14
2022-11-13,9577,60+,4,9
2022-11-13,9674,18-59,4,8
2022-11-13,9674,60+,4,8
2022-11-13,9674,60+,5,6
2022-11-13,9677,60+,4,12
2022-11-13,9761,60+,4,5
2022-11-13,9774,60+,4,17
2022-11-13,9775,18-59,4,8
2022-11-13,9775,60+,4,25
2022-11-13,9777,60+,4,8
2022-11-13,10045,05-11,2,5
2022-11-13,10045,18-59,4,17
2022-11-13,10045,60+,4,28
2022-11-13,10045,60+,5,5
2022-11-13,11000,18-59,3,9
2022-11-13,11000,18-59,4,86
2022-11-13,11000,60+,4,58
2022-11-13,11000,60+,5,29
2022-11-13,12054,18-59,4,5
2022-11-13,12063,18-59,4,7
2022-11-13,12063,18-59,5,6
2022-11-13,12063,60+,5,30
2022-11-13,12064,18-59,4,6
2022-11-13,12064,18-59,5,8
2022-11-13,12064,60+,4,7
2022-11-13,12065,60+,4,6
2022-11-13,13071,18-59,3,6
2022-11-13,13071,18-59,4,6
2022-11-13,13072,18-59,4,6
2022-11-13,14511,18-59,3,5
2022-11-13,14511,18-59,4,8
2022-11-13,14511,60+,4,71
2022-11-13,14612,18-59,4,12
2022-11-13,14612,60+,4,29
2022-11-13,14625,60+,4,10
2022-11-13,14627,18-59,3,5
2022-11-13,14627,60+,3,8
2022-11-13,14627,60+,4,11
2022-11-13,14628,60+,3,8
2022-11-13,14628,60+,4,18
2022-11-13,14713,18-59,4,12
2022-11-13,15003,60+,4,23
2022-11-13,15082,60+,4,10
2022-11-13,15087,60+,4,22
2022-11-13,15087,60+,5,5
2022-11-13,15088,60+,4,5
2022-11-13,16066,18-59,4,8
2022-11-13,16066,60+,4,19
2022-11-13,16073,60+,4,9
