date,ags,age_group,stage,new
2023-03-20,1002,60+,5,7
2023-03-20,1051,18-59,4,5
2023-03-20,1051,60+,5,23
2023-03-20,1053,60+,5,7
2023-03-20,1054,60+,4,5
2023-03-20,1055,18-59,4,6
2023-03-20,1058,18-59,3,5
2023-03-20,1058,18-59,4,8
2023-03-20,1060,60+,5,5
2023-03-20,2000,05-11,4,6
2023-03-20,2000,18-59,4,25
2023-03-20,2000,18-59,6,7
2023-03-20,2000,60+,2,5
2023-03-20,2000,60+,4,8
2023-03-20,2000,60+,5,21
2023-03-20,2000,60+,6,5
2023-03-20,3103,18-59,4,6
2023-03-20,3103,18-59,5,5
2023-03-20,3103,60+,5,12
2023-03-20,3151,18-59,4,5
2023-03-20,3241,12-17,3,5
2023-03-20,3241,18-59,4,17
2023-03-20,3241,18-59,5,13
2023-03-20,3241,60+,5,15
2023-03-20,3251,18-59,4,10
2023-03-20,3251,60+,5,7
2023-03-20,3255,60+,4,5
2023-03-20,3352,18-59,4,6
2023-03-20,3352,18-59,5,6
2023-03-20,3353,18-59,4,5
2023-03-20,3353,18-59,6,5
2023-03-20,3353,60+,5,9
2023-03-20,3355,18-59,3,5
2023-03-20,3357,60+,4,13
2023-03-20,3357,60+,5,5
2023-03-20,3359,60+,4,7
2023-03-20,3359,60+,5,17
2023-03-20,3360,18-59,5,5
2023-03-20,3403,18-59,6,5
2023-03-20,3404,18-59,3,5
2023-03-20,3454,60+,4,6
2023-03-20,3458,18-59,4,7
2023-03-20,3458,60+,5,13
2023-03-20,3459,60+,5,6
2023-03-20,4012,12-17,4,5
2023-03-20,4012,18-59,3,12
2023-03-20,4012,18-59,4,5
2023-03-20,4012,18-59,5,7
2023-03-20,4012,60+,4,7
2023-03-20,5111,18-59,3,6
2023-03-20,5111,60+,4,12
2023-03-20,5112,18-59,4,6
2023-03-20,5112,60+,4,5
2023-03-20,5113,18-59,3,5
2023-03-20,5113,18-59,4,6
2023-03-20,5113,60+,6,6
2023-03-20,5116,60+,1,5
2023-03-20,5119,18-59,4,5
2023-03-20,5120,60+,3,6
2023-03-20,5124,18-59,3,5
2023-03-20,5158,18-59,2,5
2023-03-20,5158,60+,4,14
2023-03-20,5158,60+,5,8
2023-03-20,5162,60+,5,10
2023-03-20,5170,18-59,4,12
2023-03-20,5170,60+,4,8
2023-03-20,5170,60+,5,11
2023-03-20,5314,60+,5,12
2023-03-20,5315,18-59,3,5
2023-03-20,5315,60+,2,5
2023-03-20,5334,60+,5,5
2023-03-20,5334,60+,6,5
2023-03-20,5358,18-59,6,7
2023-03-20,5358,60+,5,8
2023-03-20,5362,18-59,4,6
2023-03-20,5362,60+,4,6
2023-03-20,5362,60+,6,7
2023-03-20,5370,18-59,4,6
2023-03-20,5370,18-59,5,8
2023-03-20,5370,60+,4,5
2023-03-20,5370,60+,5,6
2023-03-20,5370,60+,6,8
2023-03-20,5378,18-59,3,5
2023-03-20,5382,18-59,4,7
2023-03-20,5382,18-59,5,5
2023-03-20,5382,60+,5,9
2023-03-20,5512,60+,5,7
2023-03-20,5515,18-59,4,7
2023-03-20,5558,60+,5,5
2023-03-20,5562,18-59,4,6
2023-03-20,5562,60+,5,9
2023-03-20,5566,18-59,4,5
2023-03-20,5566,60+,5,6
2023-03-20,5570,60+,4,10
2023-03-20,5570,60+,5,9
2023-03-20,5762,60+,4,6
2023-03-20,5913,18-59,2,5
2023-03-20,5913,60+,5,6
2023-03-20,5958,60+,4,8
2023-03-20,5970,60+,4,5
2023-03-20,6412,12-17,4,5
2023-03-20,6412,18-59,2,8
2023-03-20,6412,18-59,3,12
2023-03-20,6412,18-59,4,14
2023-03-20,6412,18-59,5,10
2023-03-20,6412,60+,5,22
2023-03-20,6413,60+,4,6
2023-03-20,6413,60+,5,7
2023-03-20,6434,18-59,4,7
2023-03-20,6434,18-59,5,6
2023-03-20,6434,60+,5,7
2023-03-20,6436,18-59,4,10
2023-03-20,6436,18-59,5,8
2023-03-20,6436,60+,4,5
2023-03-20,6436,60+,5,9
2023-03-20,6440,18-59,2,5
2023-03-20,6440,60+,1,5
2023-03-20,6440,60+,4,11
2023-03-20,6533,18-59,4,5
2023-03-20,6533,60+,4,6
2023-03-20,6636,18-59,4,6
2023-03-20,7131,18-59,4,6
2023-03-20,7131,60+,4,8
2023-03-20,7138,18-59,3,5
2023-03-20,7138,60+,5,9
2023-03-20,7143,60+,5,6
2023-03-20,7315,18-59,3,6
2023-03-20,7315,18-59,4,10
2023-03-20,7315,18-59,5,8
2023-03-20,7315,60+,4,12
2023-03-20,7315,60+,5,5
2023-03-20,7319,18-59,4,5
2023-03-20,7332,18-59,5,6
2023-03-20,7336,60+,5,5
2023-03-20,8111,18-59,4,5
2023-03-20,8111,60+,4,9
2023-03-20,8117,60+,4,9
2023-03-20,8118,05-11,1,5
2023-03-20,8126,18-59,2,5
2023-03-20,8127,60+,2,5
2023-03-20,8127,60+,5,5
2023-03-20,8212,18-59,4,7
2023-03-20,8215,18-59,4,5
2023-03-20,8215,60+,3,5
2023-03-20,8221,18-59,2,5
2023-03-20,8221,18-59,3,8
2023-03-20,8221,18-59,4,11
2023-03-20,8225,18-59,3,6
2023-03-20,8225,18-59,4,5
2023-03-20,8226,18-59,3,5
2023-03-20,8226,18-59,5,6
2023-03-20,8311,18-59,5,6
2023-03-20,8311,60+,4,5
2023-03-20,8311,60+,5,6
2023-03-20,8335,18-59,1,21
2023-03-20,8335,18-59,2,40
2023-03-20,8335,18-59,3,29
2023-03-20,8335,18-59,4,25
2023-03-20,8335,18-59,5,9
2023-03-20,8335,18-59,6,5
2023-03-20,8335,60+,1,17
2023-03-20,8335,60+,2,33
2023-03-20,8335,60+,3,31
2023-03-20,8335,60+,4,29
2023-03-20,8335,60+,5,14
2023-03-20,8335,60+,6,5
2023-03-20,8415,18-59,1,5
2023-03-20,8415,18-59,4,18
2023-03-20,8415,18-59,5,10
2023-03-20,8415,60+,4,20
2023-03-20,8415,60+,5,21
2023-03-20,8416,18-59,3,5
2023-03-20,8416,60+,6,11
2023-03-20,8436,18-59,4,5
2023-03-20,9162,05-11,1,5
2023-03-20,9162,18-59,3,6
2023-03-20,9162,18-59,4,22
2023-03-20,9162,18-59,5,8
2023-03-20,9162,60+,4,13
2023-03-20,9162,60+,5,26
2023-03-20,9162,60+,6,8
2023-03-20,9176,18-59,4,8
2023-03-20,9176,60+,4,5
2023-03-20,9178,60+,5,5
2023-03-20,9179,18-59,5,5
2023-03-20,9181,18-59,5,5
