date,ags,age_group,stage,new
2022-01-30,1002,12-17,3,9
2022-01-30,1002,18-59,1,32
2022-01-30,1002,18-59,2,17
2022-01-30,1002,18-59,3,103
2022-01-30,1002,60+,3,16
2022-01-30,1003,18-59,3,39
2022-01-30,1053,18-59,3,12
2022-01-30,1056,18-59,2,8
2022-01-30,1056,18-59,3,32
2022-01-30,1056,60+,3,6
2022-01-30,1057,18-59,3,8
2022-01-30,1058,18-59,3,12
2022-01-30,1058,60+,3,6
2022-01-30,1060,18-59,1,6
2022-01-30,1060,18-59,2,6
2022-01-30,1060,18-59,3,43
2022-01-30,1060,60+,3,14
2022-01-30,1061,00-04,1,7
2022-01-30,1061,00-04,2,15
2022-01-30,1061,05-11,2,43
2022-01-30,1061,12-17,3,20
2022-01-30,1061,18-59,1,11
2022-01-30,1061,18-59,2,35
2022-01-30,1061,18-59,3,123
2022-01-30,1061,60+,3,8
2022-01-30,2000,05-11,1,626
2022-01-30,2000,05-11,2,401
2022-01-30,2000,12-17,1,28
2022-01-30,2000,12-17,2,33
2022-01-30,2000,12-17,3,151
2022-01-30,2000,18-59,1,102
2022-01-30,2000,18-59,2,404
2022-01-30,2000,18-59,3,1974
2022-01-30,2000,60+,2,14
2022-01-30,2000,60+,3,267
2022-01-30,3153,12-17,2,5
2022-01-30,3153,12-17,3,12
2022-01-30,3153,18-59,2,11
2022-01-30,3153,18-59,3,78
2022-01-30,3153,60+,2,7
2022-01-30,3153,60+,3,78
2022-01-30,3155,05-11,1,10
2022-01-30,3157,60+,3,5
2022-01-30,3159,18-59,1,6
2022-01-30,3159,18-59,2,5
2022-01-30,3159,18-59,3,27
2022-01-30,3159,60+,1,6
2022-01-30,3159,60+,2,7
2022-01-30,3159,60+,3,59
2022-01-30,3241,05-11,1,218
2022-01-30,3241,05-11,2,215
2022-01-30,3241,12-17,1,19
2022-01-30,3241,12-17,2,13
2022-01-30,3241,12-17,3,129
2022-01-30,3241,18-59,1,45
2022-01-30,3241,18-59,2,179
2022-01-30,3241,18-59,3,577
2022-01-30,3241,60+,1,8
2022-01-30,3241,60+,2,23
2022-01-30,3241,60+,3,171
2022-01-30,3254,18-59,3,24
2022-01-30,3254,60+,3,7
2022-01-30,3255,18-59,1,5
2022-01-30,3255,18-59,3,5
2022-01-30,3255,60+,3,14
2022-01-30,3257,18-59,3,25
2022-01-30,3352,18-59,3,11
2022-01-30,3352,60+,3,11
2022-01-30,3353,05-11,1,17
2022-01-30,3353,12-17,2,7
2022-01-30,3353,12-17,3,42
2022-01-30,3353,18-59,1,9
2022-01-30,3353,18-59,2,9
2022-01-30,3353,18-59,3,67
2022-01-30,3353,60+,3,16
2022-01-30,3354,12-17,3,6
2022-01-30,3354,18-59,3,27
2022-01-30,3355,05-11,1,8
2022-01-30,3355,05-11,2,18
2022-01-30,3355,12-17,3,12
2022-01-30,3355,18-59,1,9
2022-01-30,3355,18-59,2,6
2022-01-30,3355,18-59,3,118
2022-01-30,3355,60+,3,46
2022-01-30,3359,18-59,3,11
2022-01-30,3359,60+,2,5
2022-01-30,3359,60+,3,6
2022-01-30,3401,18-59,3,13
2022-01-30,3404,05-11,1,67
2022-01-30,3404,05-11,2,15
2022-01-30,3404,12-17,3,14
2022-01-30,3404,18-59,1,9
2022-01-30,3404,18-59,2,26
2022-01-30,3404,18-59,3,60
2022-01-30,3404,60+,3,8
2022-01-30,3405,12-17,2,6
2022-01-30,3405,12-17,3,15
2022-01-30,3405,18-59,1,7
2022-01-30,3405,18-59,2,33
2022-01-30,3405,18-59,3,91
2022-01-30,3405,60+,2,5
2022-01-30,3405,60+,3,16
2022-01-30,3457,18-59,3,11
2022-01-30,3457,60+,3,9
2022-01-30,3459,12-17,3,17
2022-01-30,3460,05-11,1,52
2022-01-30,3460,05-11,2,6
2022-01-30,4011,05-11,1,111
2022-01-30,4011,05-11,2,38
2022-01-30,4011,12-17,1,5
2022-01-30,4011,12-17,2,7
2022-01-30,4011,12-17,3,64
2022-01-30,4011,18-59,1,32
2022-01-30,4011,18-59,2,122
2022-01-30,4011,18-59,3,404
2022-01-30,4011,18-59,4,5
2022-01-30,4011,60+,2,6
2022-01-30,4011,60+,3,43
2022-01-30,5111,05-11,1,12
2022-01-30,5111,05-11,2,24
2022-01-30,5111,12-17,2,10
2022-01-30,5111,12-17,3,43
2022-01-30,5111,18-59,1,8
2022-01-30,5111,18-59,2,29
2022-01-30,5111,18-59,3,165
2022-01-30,5111,60+,2,10
2022-01-30,5111,60+,3,34
2022-01-30,5112,05-11,1,23
2022-01-30,5112,05-11,2,87
2022-01-30,5112,12-17,1,15
2022-01-30,5112,12-17,2,14
2022-01-30,5112,12-17,3,52
2022-01-30,5112,18-59,1,50
2022-01-30,5112,18-59,2,162
2022-01-30,5112,18-59,3,416
2022-01-30,5112,60+,2,17
2022-01-30,5112,60+,3,29
2022-01-30,5113,12-17,3,18
2022-01-30,5113,18-59,1,9
2022-01-30,5113,18-59,2,22
2022-01-30,5113,18-59,3,183
2022-01-30,5113,60+,3,33
2022-01-30,5114,05-11,1,12
2022-01-30,5114,05-11,2,8
2022-01-30,5114,12-17,1,7
2022-01-30,5114,12-17,2,6
2022-01-30,5114,12-17,3,38
2022-01-30,5114,18-59,1,5
2022-01-30,5114,18-59,2,47
2022-01-30,5114,18-59,3,126
2022-01-30,5114,60+,3,21
2022-01-30,5116,05-11,1,145
2022-01-30,5116,05-11,2,233
2022-01-30,5116,12-17,1,6
2022-01-30,5116,12-17,2,11
2022-01-30,5116,12-17,3,74
2022-01-30,5116,18-59,1,25
2022-01-30,5116,18-59,2,53
2022-01-30,5116,18-59,3,295
2022-01-30,5116,60+,2,14
2022-01-30,5116,60+,3,28
2022-01-30,5117,05-11,2,8
2022-01-30,5117,12-17,1,5
2022-01-30,5117,12-17,3,41
2022-01-30,5117,18-59,2,10
2022-01-30,5117,18-59,3,199
2022-01-30,5117,60+,3,23
2022-01-30,5119,12-17,1,6
2022-01-30,5119,12-17,3,13
2022-01-30,5119,18-59,1,6
2022-01-30,5119,18-59,2,22
2022-01-30,5119,18-59,3,95
2022-01-30,5119,18-59,4,5
2022-01-30,5119,60+,3,8
2022-01-30,5120,12-17,3,12
2022-01-30,5120,18-59,3,16
2022-01-30,5120,60+,3,6
2022-01-30,5122,12-17,3,17
2022-01-30,5122,18-59,1,5
2022-01-30,5122,18-59,2,19
2022-01-30,5122,18-59,3,91
2022-01-30,5122,60+,1,5
2022-01-30,5122,60+,2,5
2022-01-30,5122,60+,3,9
2022-01-30,5124,18-59,3,28
2022-01-30,5154,05-11,1,29
2022-01-30,5154,05-11,2,78
2022-01-30,5154,12-17,1,5
2022-01-30,5154,12-17,2,12
2022-01-30,5154,12-17,3,47
2022-01-30,5154,18-59,1,22
2022-01-30,5154,18-59,2,65
2022-01-30,5154,18-59,3,317
2022-01-30,5154,60+,1,9
2022-01-30,5154,60+,3,27
2022-01-30,5158,05-11,1,70
2022-01-30,5158,05-11,2,94
2022-01-30,5158,12-17,2,20
2022-01-30,5158,12-17,3,74
2022-01-30,5158,18-59,1,15
2022-01-30,5158,18-59,2,80
2022-01-30,5158,18-59,3,265
2022-01-30,5158,60+,3,27
2022-01-30,5162,05-11,1,43
2022-01-30,5162,05-11,2,13
2022-01-30,5162,12-17,1,13
2022-01-30,5162,12-17,2,20
2022-01-30,5162,12-17,3,127
2022-01-30,5162,18-59,1,30
2022-01-30,5162,18-59,2,167
2022-01-30,5162,18-59,3,551
2022-01-30,5162,60+,1,5
2022-01-30,5162,60+,2,12
2022-01-30,5162,60+,3,61
2022-01-30,5166,05-11,1,223
2022-01-30,5166,05-11,2,163
2022-01-30,5166,12-17,3,16
2022-01-30,5166,18-59,2,5
2022-01-30,5166,18-59,3,37
2022-01-30,5166,60+,3,22
2022-01-30,5170,05-11,2,75
2022-01-30,5170,12-17,2,8
2022-01-30,5170,12-17,3,35
2022-01-30,5170,18-59,2,8
2022-01-30,5170,18-59,3,163
2022-01-30,5170,60+,3,92
2022-01-30,5314,12-17,3,12
2022-01-30,5314,18-59,2,5
2022-01-30,5314,18-59,3,30
2022-01-30,5314,60+,2,5
2022-01-30,5315,05-11,1,30
2022-01-30,5315,05-11,2,355
2022-01-30,5315,12-17,1,10
2022-01-30,5315,12-17,2,22
2022-01-30,5315,12-17,3,110
2022-01-30,5315,18-59,1,36
2022-01-30,5315,18-59,2,94
2022-01-30,5315,18-59,3,734
2022-01-30,5315,60+,2,7
2022-01-30,5315,60+,3,79
2022-01-30,5316,05-11,1,7
2022-01-30,5316,05-11,2,35
2022-01-30,5316,12-17,1,7
2022-01-30,5316,12-17,2,10
2022-01-30,5316,12-17,3,21
2022-01-30,5316,18-59,2,14
2022-01-30,5316,18-59,3,58
2022-01-30,5316,60+,3,16
2022-01-30,5334,05-11,1,35
2022-01-30,5334,05-11,2,9
2022-01-30,5334,12-17,1,7
2022-01-30,5334,12-17,2,17
2022-01-30,5334,12-17,3,83
2022-01-30,5334,18-59,1,22
2022-01-30,5334,18-59,2,101
2022-01-30,5334,18-59,3,349
2022-01-30,5334,60+,3,44
2022-01-30,5358,05-11,1,13
2022-01-30,5358,05-11,2,48
2022-01-30,5358,12-17,1,10
2022-01-30,5358,12-17,3,34
2022-01-30,5358,18-59,1,22
2022-01-30,5358,18-59,2,88
2022-01-30,5358,18-59,3,186
2022-01-30,5358,60+,1,5
2022-01-30,5358,60+,2,7
2022-01-30,5358,60+,3,25
2022-01-30,5362,05-11,1,11
2022-01-30,5362,12-17,3,17
2022-01-30,5362,18-59,2,31
2022-01-30,5362,18-59,3,87
2022-01-30,5362,18-59,4,7
2022-01-30,5362,60+,3,8
2022-01-30,5366,05-11,3,5
2022-01-30,5366,12-17,1,9
2022-01-30,5366,12-17,3,48
2022-01-30,5366,18-59,1,11
2022-01-30,5366,18-59,2,42
2022-01-30,5366,18-59,3,253
2022-01-30,5366,60+,1,6
2022-01-30,5366,60+,3,16
2022-01-30,5370,05-11,1,44
2022-01-30,5370,12-17,1,7
2022-01-30,5370,12-17,3,87
2022-01-30,5370,18-59,1,6
2022-01-30,5370,18-59,2,16
2022-01-30,5370,18-59,3,111
2022-01-30,5370,60+,3,41
2022-01-30,5374,05-11,1,16
2022-01-30,5374,05-11,2,57
2022-01-30,5374,12-17,2,7
2022-01-30,5374,12-17,3,29
2022-01-30,5374,18-59,1,14
2022-01-30,5374,18-59,2,58
2022-01-30,5374,18-59,3,245
2022-01-30,5374,60+,1,5
2022-01-30,5374,60+,2,21
2022-01-30,5374,60+,3,81
2022-01-30,5378,05-11,1,64
2022-01-30,5378,05-11,2,39
2022-01-30,5378,12-17,2,6
2022-01-30,5378,12-17,3,24
2022-01-30,5378,18-59,1,20
2022-01-30,5378,18-59,2,36
2022-01-30,5378,18-59,3,293
2022-01-30,5378,60+,3,39
2022-01-30,5382,05-11,1,28
2022-01-30,5382,05-11,2,38
2022-01-30,5382,12-17,3,28
2022-01-30,5382,18-59,2,27
2022-01-30,5382,18-59,3,93
2022-01-30,5382,60+,3,11
2022-01-30,5513,05-11,1,15
2022-01-30,5513,05-11,2,51
2022-01-30,5513,12-17,1,7
2022-01-30,5513,12-17,2,18
2022-01-30,5513,12-17,3,45
2022-01-30,5513,18-59,1,13
2022-01-30,5513,18-59,2,69
2022-01-30,5513,18-59,3,223
2022-01-30,5513,60+,2,8
2022-01-30,5513,60+,3,23
2022-01-30,5554,05-11,1,37
2022-01-30,5554,05-11,2,7
2022-01-30,5554,12-17,1,9
2022-01-30,5554,12-17,2,8
2022-01-30,5554,12-17,3,31
2022-01-30,5554,18-59,2,42
2022-01-30,5554,18-59,3,166
2022-01-30,5554,60+,3,6
2022-01-30,5558,05-11,1,13
2022-01-30,5558,05-11,2,16
2022-01-30,5558,12-17,1,6
2022-01-30,5558,12-17,3,48
2022-01-30,5558,18-59,1,9
2022-01-30,5558,18-59,2,39
2022-01-30,5558,18-59,3,121
2022-01-30,5558,60+,3,5
2022-01-30,5562,05-11,1,17
2022-01-30,5562,05-11,2,7
2022-01-30,5562,12-17,2,11
2022-01-30,5562,12-17,3,82
2022-01-30,5562,18-59,1,11
2022-01-30,5562,18-59,2,55
2022-01-30,5562,18-59,3,206
2022-01-30,5562,60+,3,35
2022-01-30,5566,05-11,1,35
2022-01-30,5566,05-11,2,214
2022-01-30,5566,12-17,1,6
2022-01-30,5566,12-17,2,7
2022-01-30,5566,12-17,3,92
2022-01-30,5566,18-59,1,6
2022-01-30,5566,18-59,2,34
2022-01-30,5566,18-59,3,178
2022-01-30,5566,60+,1,6
2022-01-30,5566,60+,3,14
