date,ags,age_group,stage,new
2023-01-02,01002,18-59,4,7
2023-01-02,01002,18-59,5,5
2023-01-02,01002,60+,4,5
2023-01-02,01002,60+,5,5
2023-01-02,01055,18-59,4,7
2023-01-02,01055,60+,5,6
2023-01-02,01057,60+,5,8
2023-01-02,01060,18-59,4,9
2023-01-02,01060,60+,4,6
2023-01-02,01060,60+,5,14
2023-01-02,01061,18-59,5,5
2023-01-02,01061,60+,4,5
2023-01-02,02000,18-59,4,17
2023-01-02,02000,18-59,5,5
2023-01-02,02000,60+,4,7
2023-01-02,02000,60+,5,25
2023-01-02,02000,60+,6,5
2023-01-02,03159,18-59,4,21
2023-01-02,03159,60+,5,6
2023-01-02,03241,60+,5,6
2023-01-02,03254,60+,5,5
2023-01-02,03256,60+,4,9
2023-01-02,03257,60+,5,5
2023-01-02,03351,18-59,4,20
2023-01-02,03351,18-59,5,5
2023-01-02,03351,60+,4,13
2023-01-02,03351,60+,5,7
2023-01-02,03352,18-59,2,13
2023-01-02,03352,60+,2,16
2023-01-02,03352,60+,5,23
2023-01-02,03353,18-59,6,6
2023-01-02,03353,60+,6,12
2023-01-02,03355,12-17,3,5
2023-01-02,03355,18-59,4,11
2023-01-02,03355,18-59,5,8
2023-01-02,03355,60+,1,5
2023-01-02,03355,60+,3,14
2023-01-02,03355,60+,4,16
2023-01-02,03355,60+,5,17
2023-01-02,03357,60+,4,5
2023-01-02,03358,60+,4,108
2023-01-02,03358,60+,5,6
2023-01-02,03359,18-59,4,5
2023-01-02,03359,18-59,5,6
2023-01-02,03361,18-59,4,15
2023-01-02,03361,60+,4,7
2023-01-02,03403,18-59,4,5
2023-01-02,03403,60+,4,8
2023-01-02,03404,18-59,4,10
2023-01-02,03404,60+,4,16
2023-01-02,03451,18-59,4,9
2023-01-02,03451,18-59,5,5
2023-01-02,03451,60+,5,5
2023-01-02,03453,18-59,5,6
2023-01-02,03454,60+,3,5
2023-01-02,03454,60+,4,7
2023-01-02,03455,60+,4,5
2023-01-02,03456,18-59,4,8
2023-01-02,03456,60+,4,5
2023-01-02,04012,18-59,3,11
2023-01-02,04012,18-59,4,22
2023-01-02,04012,18-59,6,5
2023-01-02,04012,60+,4,6
2023-01-02,05111,18-59,4,18
2023-01-02,05111,18-59,5,12
2023-01-02,05111,18-59,6,5
2023-01-02,05111,60+,4,14
2023-01-02,05111,60+,5,25
2023-01-02,05111,60+,6,15
2023-01-02,05113,18-59,4,6
2023-01-02,05114,18-59,4,8
2023-01-02,05124,18-59,4,5
2023-01-02,05124,60+,4,10
2023-01-02,05124,60+,5,9
2023-01-02,05154,18-59,4,8
2023-01-02,05154,60+,4,8
2023-01-02,05154,60+,5,5
2023-01-02,05158,18-59,4,5
2023-01-02,05158,18-59,5,9
2023-01-02,05158,60+,3,5
2023-01-02,05158,60+,5,54
2023-01-02,05158,60+,6,34
2023-01-02,05166,18-59,4,9
2023-01-02,05166,60+,5,6
2023-01-02,05170,18-59,4,5
2023-01-02,05170,60+,4,6
2023-01-02,05314,60+,2,7
2023-01-02,05315,18-59,3,7
2023-01-02,05315,18-59,4,25
2023-01-02,05315,18-59,5,5
