datum,ags,intensivbetten_frei,intensivbetten_belegt
2020-08-07,01001,13.0,36.0
2020-08-07,01002,117.0,112.0
2020-08-07,01003,97.0,120.0
2020-08-07,01004,4.0,21.0
2020-08-07,01051,12.0,42.0
2020-08-07,01053,11.0,13.0
2020-08-07,01054,14.0,25.0
2020-08-07,01055,17.0,34.0
2020-08-07,01056,15.0,24.0
2020-08-07,01057,5.0,7.0
2020-08-07,01058,21.0,35.0
2020-08-07,01059,12.0,12.0
2020-08-07,01060,46.0,70.0
2020-08-07,01061,24.0,27.0
2020-08-07,01062,23.0,32.0
2020-08-07,02000,259.0,623.0
2020-08-07,03101,51.0,99.0
2020-08-07,03102,11.0,18.0
2020-08-07,03103,9.0,25.0
2020-08-07,03151,15.0,21.0
2020-08-07,03153,36.0,46.0
2020-08-07,03154,13.0,21.0
2020-08-07,03155,4.0,19.0
2020-08-07,03157,13.0,9.0
2020-08-07,03158,10.0,6.0
2020-08-07,03159,67.0,128.0
2020-08-07,03241,151.0,346.0
2020-08-07,03251,12.0,5.0
2020-08-07,03252,17.0,61.0
2020-08-07,03254,39.0,53.0
2020-08-07,03255,5.0,9.0
2020-08-07,03256,7.0,19.0
2020-08-07,03257,4.0,19.0
2020-08-07,03351,15.0,26.0
2020-08-07,03352,15.0,11.0
2020-08-07,03353,10.0,32.0
2020-08-07,03354,8.0,7.0
2020-08-07,03355,22.0,21.0
2020-08-07,03356,8.0,7.0
2020-08-07,03357,15.0,21.0
2020-08-07,03358,4.0,20.0
2020-08-07,03359,14.0,19.0
2020-08-07,03360,34.0,48.0
2020-08-07,03361,7.0,8.0
2020-08-07,03401,5.0,17.0
2020-08-07,03402,10.0,10.0
2020-08-07,03403,50.0,108.0
2020-08-07,03404,31.0,95.0
2020-08-07,03405,11.0,26.0
2020-08-07,03451,7.0,26.0
2020-08-07,03452,13.0,19.0
2020-08-07,03453,20.0,16.0
2020-08-07,03454,38.0,66.0
2020-08-07,03455,11.0,26.0
2020-08-07,03456,11.0,19.0
2020-08-07,03457,18.0,25.0
2020-08-07,03458,1.0,9.0
2020-08-07,03459,53.0,65.0
2020-08-07,03460,16.0,25.0
2020-08-07,03461,4.0,13.0
2020-08-07,03462,0.0,8.0
2020-08-07,04011,46.0,130.0
2020-08-07,04012,24.0,45.0
2020-08-07,05111,50.0,241.0
2020-08-07,05112,83.0,171.0
2020-08-07,05113,75.0,335.0
2020-08-07,05114,20.0,75.0
2020-08-07,05116,24.0,75.0
2020-08-07,05117,34.0,21.0
2020-08-07,05119,37.0,55.0
2020-08-07,05120,15.0,21.0
2020-08-07,05122,32.0,54.0
2020-08-07,05124,52.0,108.0
2020-08-07,05154,22.0,50.0
2020-08-07,05158,27.0,37.0
2020-08-07,05162,30.0,89.0
2020-08-07,05166,17.0,27.0
2020-08-07,05170,78.0,89.0
2020-08-07,05314,48.0,246.0
2020-08-07,05315,81.0,406.0
2020-08-07,05316,26.0,82.0
2020-08-07,05334,28.0,264.0
2020-08-07,05358,36.0,43.0
2020-08-07,05362,32.0,53.0
2020-08-07,05366,4.0,28.0
2020-08-07,05370,2.0,34.0
2020-08-07,05374,39.0,78.0
2020-08-07,05378,27.0,25.0
2020-08-07,05382,16.0,73.0
2020-08-07,05512,43.0,24.0
2020-08-07,05513,48.0,78.0
2020-08-07,05515,44.0,234.0
2020-08-07,05554,32.0,44.0
2020-08-07,05558,22.0,14.0
2020-08-07,05562,72.0,170.0
2020-08-07,05566,27.0,81.0
2020-08-07,05570,38.0,35.0
2020-08-07,05711,29.0,145.0
2020-08-07,05754,11.0,31.0
2020-08-07,05758,23.0,53.0
2020-08-07,05762,17.0,31.0
2020-08-07,05766,26.0,51.0
2020-08-07,05770,73.0,206.0
2020-08-07,05774,67.0,78.0
2020-08-07,05911,68.0,157.0
2020-08-07,05913,59.0,232.0
2020-08-07,05914,31.0,48.0
2020-08-07,05915,53.0,61.0
2020-08-07,05916,14.0,52.0
2020-08-07,05954,27.0,101.0
2020-08-07,05958,35.0,88.0
2020-08-07,05962,41.0,75.0
2020-08-07,05966,18.0,20.0
2020-08-07,05970,30.0,89.0
2020-08-07,05974,31.0,67.0
2020-08-07,05978,39.0,88.0
2020-08-07,06411,37.0,72.0
2020-08-07,06412,70.0,249.0
2020-08-07,06413,29.0,75.0
2020-08-07,06414,24.0,79.0
2020-08-07,06431,33.0,16.0
2020-08-07,06432,2.0,27.0
2020-08-07,06433,3.0,19.0
2020-08-07,06434,15.0,14.0
2020-08-07,06435,19.0,70.0
2020-08-07,06436,0.0,28.0
2020-08-07,06437,16.0,110.0
2020-08-07,06438,4.0,28.0
2020-08-07,06439,6.0,12.0
2020-08-07,06440,33.0,66.0
2020-08-07,06531,55.0,208.0
2020-08-07,06532,19.0,42.0
2020-08-07,06533,21.0,38.0
2020-08-07,06534,23.0,130.0
2020-08-07,06535,15.0,16.0
2020-08-07,06611,48.0,157.0
2020-08-07,06631,17.0,80.0
2020-08-07,06632,34.0,42.0
2020-08-07,06633,14.0,25.0
2020-08-07,06634,25.0,18.0
2020-08-07,06635,48.0,79.0
2020-08-07,06636,18.0,26.0
2020-08-07,07111,61.0,77.0
2020-08-07,07131,7.0,19.0
2020-08-07,07132,9.0,7.0
2020-08-07,07133,23.0,32.0
2020-08-07,07134,8.0,16.0
2020-08-07,07135,10.0,3.0
2020-08-07,07137,18.0,28.0
2020-08-07,07138,34.0,54.0
2020-08-07,07140,4.0,10.0
2020-08-07,07141,19.0,28.0
2020-08-07,07143,17.0,24.0
2020-08-07,07211,39.0,78.0
2020-08-07,07231,5.0,19.0
2020-08-07,07232,3.0,12.0
2020-08-07,07233,12.0,9.0
2020-08-07,07235,10.0,6.0
2020-08-07,07311,4.0,18.0
2020-08-07,07312,63.0,106.0
2020-08-07,07313,11.0,18.0
2020-08-07,07314,47.0,74.0
