date,ags,age_group,stage,new
2022-06-16,01001,18-59,3,14
2022-06-16,01001,18-59,4,23
2022-06-16,01001,60+,4,33
2022-06-16,01002,05-11,1,9
2022-06-16,01002,05-11,2,6
2022-06-16,01002,12-17,1,6
2022-06-16,01002,12-17,3,5
2022-06-16,01002,18-59,2,5
2022-06-16,01002,18-59,3,23
2022-06-16,01002,18-59,4,86
2022-06-16,01002,60+,3,8
2022-06-16,01002,60+,4,174
2022-06-16,01003,05-11,1,5
2022-06-16,01003,05-11,2,5
2022-06-16,01003,18-59,2,5
2022-06-16,01003,18-59,3,21
2022-06-16,01003,18-59,4,92
2022-06-16,01003,18-59,5,7
2022-06-16,01003,60+,3,22
2022-06-16,01003,60+,4,167
2022-06-16,01004,12-17,3,9
2022-06-16,01004,18-59,3,16
2022-06-16,01004,18-59,4,35
2022-06-16,01004,60+,3,5
2022-06-16,01004,60+,4,71
2022-06-16,01004,60+,5,5
2022-06-16,01051,05-11,2,8
2022-06-16,01051,12-17,2,5
2022-06-16,01051,18-59,3,9
2022-06-16,01051,18-59,4,25
2022-06-16,01051,60+,4,68
2022-06-16,01053,12-17,3,6
2022-06-16,01053,18-59,2,6
2022-06-16,01053,18-59,3,31
2022-06-16,01053,18-59,4,62
2022-06-16,01053,60+,3,15
2022-06-16,01053,60+,4,153
2022-06-16,01054,05-11,2,6
2022-06-16,01054,12-17,1,5
2022-06-16,01054,12-17,2,6
2022-06-16,01054,18-59,3,17
2022-06-16,01054,18-59,4,46
2022-06-16,01054,60+,3,10
2022-06-16,01054,60+,4,166
2022-06-16,01055,05-11,1,5
2022-06-16,01055,12-17,2,5
2022-06-16,01055,12-17,3,7
2022-06-16,01055,18-59,1,5
2022-06-16,01055,18-59,3,12
2022-06-16,01055,18-59,4,76
2022-06-16,01055,60+,3,7
2022-06-16,01055,60+,4,174
2022-06-16,01056,12-17,1,6
2022-06-16,01056,12-17,2,8
2022-06-16,01056,12-17,3,16
2022-06-16,01056,12-17,4,12
2022-06-16,01056,18-59,3,43
2022-06-16,01056,18-59,4,83
2022-06-16,01056,60+,3,30
2022-06-16,01056,60+,4,212
2022-06-16,01057,05-11,1,5
2022-06-16,01057,05-11,2,11
2022-06-16,01057,12-17,3,5
2022-06-16,01057,18-59,1,5
2022-06-16,01057,18-59,3,12
2022-06-16,01057,18-59,4,27
2022-06-16,01057,60+,1,5
2022-06-16,01057,60+,4,76
2022-06-16,01058,05-11,1,15
2022-06-16,01058,05-11,2,13
2022-06-16,01058,12-17,2,7
2022-06-16,01058,12-17,3,15
2022-06-16,01058,18-59,2,8
2022-06-16,01058,18-59,3,19
2022-06-16,01058,18-59,4,62
2022-06-16,01058,60+,3,8
2022-06-16,01058,60+,4,180
2022-06-16,01059,12-17,3,6
2022-06-16,01059,18-59,3,22
