date,ags,age_group,stage,new
2022-09-11,1055,18-59,4,5
2022-09-11,1059,60+,4,10
2022-09-11,1061,60+,4,5
2022-09-11,2000,12-17,2,5
2022-09-11,2000,18-59,3,13
2022-09-11,2000,60+,3,8
2022-09-11,3153,12-17,3,5
2022-09-11,3153,60+,4,7
2022-09-11,3157,60+,4,15
2022-09-11,3241,05-11,2,6
2022-09-11,3241,05-11,3,5
2022-09-11,3241,12-17,4,5
2022-09-11,3241,18-59,4,17
2022-09-11,3241,60+,4,10
2022-09-11,3352,60+,4,14
2022-09-11,3360,18-59,2,6
2022-09-11,3451,18-59,2,5
2022-09-11,3454,18-59,4,9
2022-09-11,5117,12-17,3,7
2022-09-11,5117,18-59,3,5
2022-09-11,5117,18-59,4,12
2022-09-11,5117,60+,4,9
2022-09-11,5120,18-59,4,5
2022-09-11,5122,18-59,4,7
2022-09-11,5122,60+,4,12
2022-09-11,5154,12-17,2,5
2022-09-11,5154,18-59,3,7
2022-09-11,5154,60+,4,8
2022-09-11,5162,05-11,1,6
2022-09-11,5162,12-17,3,7
2022-09-11,5162,18-59,3,9
2022-09-11,5162,18-59,4,36
2022-09-11,5162,60+,3,5
2022-09-11,5162,60+,4,90
2022-09-11,5166,60+,4,9
2022-09-11,5315,18-59,3,5
2022-09-11,5315,60+,4,10
2022-09-11,5382,18-59,2,5
2022-09-11,5382,18-59,4,13
2022-09-11,5515,18-59,1,5
2022-09-11,5562,18-59,2,6
2022-09-11,5562,18-59,3,42
2022-09-11,5562,60+,4,71
2022-09-11,5913,18-59,3,8
2022-09-11,5978,18-59,4,6
2022-09-11,5978,60+,4,10
2022-09-11,6414,12-17,4,5
2022-09-11,6414,18-59,4,19
2022-09-11,6414,60+,4,30
2022-09-11,6433,18-59,4,5
2022-09-11,6433,60+,4,5
2022-09-11,6434,12-17,3,5
2022-09-11,6434,18-59,2,7
2022-09-11,6434,18-59,3,17
2022-09-11,6434,18-59,4,19
2022-09-11,6434,60+,1,6
2022-09-11,6434,60+,2,5
2022-09-11,6434,60+,3,7
2022-09-11,6434,60+,4,45
2022-09-11,6440,60+,4,6
2022-09-11,6531,18-59,4,8
2022-09-11,6531,60+,4,6
2022-09-11,7315,18-59,3,12
2022-09-11,7315,18-59,4,9
2022-09-11,7315,60+,4,10
2022-09-11,7318,18-59,3,15
2022-09-11,7318,18-59,4,17
2022-09-11,7318,60+,4,7
2022-09-11,8111,12-17,3,5
2022-09-11,8111,18-59,3,24
2022-09-11,8111,18-59,4,25
2022-09-11,8111,60+,3,8
2022-09-11,8111,60+,4,18
2022-09-11,8119,18-59,3,24
2022-09-11,8119,18-59,4,7
2022-09-11,8119,60+,1,5
2022-09-11,8127,60+,4,8
2022-09-11,8212,60+,4,5
2022-09-11,8216,18-59,4,9
2022-09-11,8216,60+,4,17
2022-09-11,8226,18-59,3,5
2022-09-11,8226,18-59,4,6
2022-09-11,8226,60+,4,11
2022-09-11,8235,12-17,3,5
2022-09-11,8235,18-59,3,5
2022-09-11,8235,18-59,4,7
2022-09-11,8235,60+,4,7
2022-09-11,8237,12-17,3,5
2022-09-11,8335,18-59,1,27
2022-09-11,8335,18-59,2,22
2022-09-11,8335,18-59,3,22
2022-09-11,8335,18-59,4,16
2022-09-11,8335,60+,1,21
2022-09-11,8335,60+,2,18
2022-09-11,8335,60+,3,23
2022-09-11,8335,60+,4,14
2022-09-11,8336,60+,4,29
2022-09-11,8415,18-59,1,6
2022-09-11,8415,18-59,2,5
2022-09-11,8415,60+,4,10
2022-09-11,8416,18-59,4,14
2022-09-11,8416,60+,4,7
2022-09-11,8417,18-59,2,7
2022-09-11,8417,18-59,3,10
2022-09-11,8417,18-59,4,7
2022-09-11,8417,60+,3,6
2022-09-11,8417,60+,4,6
2022-09-11,8421,18-59,4,6
2022-09-11,8425,05-11,2,5
2022-09-11,8425,18-59,4,9
2022-09-11,8435,60+,4,5
2022-09-11,9162,18-59,4,7
2022-09-11,9162,60+,4,18
2022-09-11,9179,18-59,4,13
2022-09-11,9179,60+,3,5
2022-09-11,9179,60+,4,9
2022-09-11,9181,18-59,4,6
2022-09-11,9181,60+,4,18
2022-09-11,9182,18-59,3,7
2022-09-11,9182,18-59,4,8
2022-09-11,9182,60+,4,5
2022-09-11,9184,12-17,2,6
2022-09-11,9184,18-59,2,5
2022-09-11,9184,18-59,3,9
2022-09-11,9184,18-59,4,22
2022-09-11,9184,60+,4,15
2022-09-11,9189,60+,3,5
2022-09-11,9464,18-59,2,13
2022-09-11,9464,18-59,3,28
2022-09-11,9474,18-59,4,8
2022-09-11,9474,60+,4,21
2022-09-11,9572,18-59,1,5
2022-09-11,9572,60+,4,12
2022-09-11,9676,12-17,3,5
2022-09-11,9774,18-59,3,6
2022-09-11,9774,60+,4,17
2022-09-11,9780,18-59,1,9
2022-09-11,9780,18-59,2,8
2022-09-11,11000,18-59,4,15
2022-09-11,11000,60+,4,49
2022-09-11,12053,18-59,3,6
2022-09-11,12053,60+,4,5
2022-09-11,12067,18-59,3,6
2022-09-11,13071,18-59,2,6
2022-09-11,13076,18-59,1,5
2022-09-11,13076,18-59,2,7
2022-09-11,13076,18-59,3,5
