IdLandkreis,Altersgruppe,Geschlecht,Refdatum,AnzahlFall,AnzahlTodesfall
1001,A15-A34,M,2021-07-12,1,0
1001,A15-A34,W,2021-07-18,1,0
1002,A05-A14,M,2021-07-17,3,0
1002,A05-A14,W,2021-07-17,1,0
1002,A15-A34,M,2021-07-17,1,0
1002,A15-A34,W,2021-07-15,2,0
1002,A15-A34,W,2021-07-17,1,0
1002,A15-A34,W,2021-07-18,1,0
1002,A35-A59,M,2021-07-17,1,0
1002,A35-A59,M,2021-07-18,1,0
1004,A15-A34,M,2021-07-12,1,0
1004,A15-A34,W,2021-07-17,1,0
1051,A15-A34,M,2021-07-18,1,0
1054,A15-A34,M,2021-07-15,1,0
1054,A15-A34,M,2021-07-17,1,0
1054,A15-A34,M,2021-07-18,1,0
1054,A15-A34,W,2021-07-18,1,0
1054,A35-A59,M,2021-07-16,1,0
1054,A35-A59,W,2021-07-18,1,0
1054,A60-A79,M,2021-07-18,2,0
1055,A35-A59,W,2021-07-16,1,0
1056,A15-A34,W,2021-07-12,1,0
1056,A15-A34,W,2021-07-18,1,0
1059,A15-A34,W,2021-07-13,1,0
1060,A15-A34,W,2021-07-14,1,0
1060,A15-A34,W,2021-07-18,1,0
1060,A35-A59,W,2021-07-11,1,0
1060,A35-A59,W,2021-07-17,1,0
2000,A00-A04,W,2021-07-17,1,0
2000,A05-A14,M,2021-07-16,1,0
2000,A05-A14,M,2021-07-17,2,0
2000,A05-A14,W,2021-07-13,1,0
2000,A05-A14,W,2021-07-16,1,0
2000,A05-A14,W,2021-07-17,3,0
2000,A15-A34,M,2021-07-13,1,0
2000,A15-A34,M,2021-07-15,1,0
2000,A15-A34,M,2021-07-16,2,0
2000,A15-A34,M,2021-07-17,3,0
2000,A15-A34,W,2021-07-17,6,0
2000,A35-A59,M,2021-07-17,5,0
2000,A35-A59,W,2021-07-16,2,0
2000,A35-A59,W,2021-07-17,4,0
3103,A15-A34,W,2021-07-14,1,0
3103,A35-A59,W,2021-07-16,1,0
3151,A15-A34,M,2021-07-18,1,0
3151,A35-A59,W,2021-07-18,1,0
3158,A00-A04,W,2021-07-18,1,0
3158,A15-A34,M,2021-07-14,2,0
3158,A15-A34,W,2021-07-14,1,0
3158,A15-A34,W,2021-07-18,1,0
3158,A35-A59,M,2021-07-15,1,0
3158,A35-A59,W,2021-07-12,1,0
3158,A35-A59,W,2021-07-16,1,0
3158,A35-A59,W,2021-07-18,1,0
3241,A05-A14,M,2021-07-18,1,0
3241,A15-A34,M,2021-07-13,1,0
3241,A15-A34,M,2021-07-15,1,0
3241,A15-A34,M,2021-07-18,3,0
3241,A15-A34,W,2021-07-14,1,0
3241,A15-A34,W,2021-07-17,1,0
3241,A15-A34,W,2021-07-18,4,0
3241,A35-A59,M,2021-07-18,2,0
3241,A35-A59,W,2021-07-17,1,0
3256,A15-A34,M,2021-07-13,1,0
3256,A15-A34,M,2021-07-15,1,0
3256,A15-A34,M,2021-07-17,1,0
3256,A15-A34,M,2021-07-18,1,0
3352,A05-A14,M,2021-07-18,1,0
3352,A15-A34,M,2021-07-18,1,0
3403,A15-A34,M,2021-07-16,1,0
3405,A00-A04,M,2021-07-18,1,0
3405,A35-A59,W,2021-07-15,1,0
3456,A15-A34,M,2021-07-18,4,0
3456,A15-A34,W,2021-07-18,1,0
4011,A15-A34,M,2021-07-18,2,0
4011,A35-A59,W,2021-07-18,1,0
4012,A60-A79,M,2021-07-18,1,0
5111,A00-A04,W,2021-07-18,1,0
5111,A15-A34,M,2021-07-14,1,0
5111,A15-A34,M,2021-07-15,1,0
5111,A15-A34,M,2021-07-16,0,0
5111,A15-A34,M,2021-07-17,1,0
5111,A15-A34,M,2021-07-18,6,0
5111,A15-A34,W,2021-07-10,1,0
5111,A15-A34,W,2021-07-16,2,0
5111,A15-A34,W,2021-07-18,3,0
5111,A35-A59,M,2021-07-13,1,0
5111,A35-A59,M,2021-07-17,1,0
5111,A35-A59,M,2021-07-18,2,0
5111,A35-A59,W,2021-07-18,2,0
5112,A15-A34,W,2021-07-18,1,0
5112,A35-A59,M,2021-07-18,1,0
5113,A05-A14,W,2021-07-18,1,0
5113,A15-A34,M,2021-07-18,3,0
5113,A15-A34,W,2021-07-18,4,0
5113,A35-A59,W,2021-07-18,1,0
5113,A60-A79,W,2021-07-18,1,0
5114,A15-A34,W,2021-07-17,1,0
5116,A05-A14,W,2021-04-07,1,0
5116,A15-A34,M,2021-07-17,1,0
5116,A60-A79,M,2021-07-17,1,0
5119,A05-A14,M,2021-07-18,1,0
5119,A15-A34,M,2021-07-11,1,0
5119,A35-A59,W,2021-07-08,1,0
5120,A15-A34,W,2021-07-18,1,0
5122,A05-A14,W,2021-07-17,1,0
5122,A15-A34,M,2021-07-17,2,0
5122,A15-A34,M,2021-07-18,1,0
5122,A35-A59,M,2021-07-18,2,0
5154,A15-A34,M,2021-07-17,1,0
5154,A35-A59,M,2021-03-09,-1,0
5154,A60-A79,M,2021-07-18,1,0
5158,A15-A34,M,2021-06-25,1,0
5158,A15-A34,M,2021-07-16,-1,0
5158,A15-A34,M,2021-07-17,-1,0
5158,A15-A34,W,2021-07-15,1,0
5158,A35-A59,M,2021-07-18,3,0
5158,A80+,W,2021-07-18,1,0
5162,A05-A14,M,2021-07-18,1,0
5162,A05-A14,W,2021-07-15,1,0
5162,A15-A34,M,2021-07-14,2,0
5162,A15-A34,M,2021-07-15,1,0
5162,A15-A34,M,2021-07-17,1,0
5162,A15-A34,W,2021-07-16,1,0
5162,A15-A34,W,2021-07-17,1,0
5162,A35-A59,M,2021-07-14,1,0
5162,A35-A59,M,2021-07-18,1,0
5166,A35-A59,M,2021-07-18,2,0
5170,A05-A14,M,2021-07-18,1,0
5170,A05-A14,W,2021-07-14,1,0
5170,A15-A34,M,2021-07-13,1,0
5170,A15-A34,M,2021-07-16,1,0
5170,A15-A34,W,2021-07-13,1,0
5170,A15-A34,W,2021-07-18,2,0
5170,A35-A59,M,2021-07-14,1,0
5170,A35-A59,M,2021-07-17,1,0
5170,A35-A59,M,2021-07-18,2,0
5170,A35-A59,W,2021-07-18,1,0
5315,A05-A14,M,2021-05-16,1,0
5315,A05-A14,M,2021-07-18,1,0
5315,A05-A14,W,2021-07-18,1,0
5315,A15-A34,M,2021-07-16,1,0
5315,A15-A34,M,2021-07-17,1,0
5315,A15-A34,M,2021-07-18,7,0
5315,A15-A34,W,2021-01-21,-1,0
5315,A15-A34,W,2021-07-17,1,0
5315,A15-A34,W,2021-07-18,7,0
5315,A35-A59,M,2021-07-17,1,0
5315,A35-A59,W,2021-04-05,-1,0
5315,A35-A59,W,2021-07-18,1,0
5315,A60-A79,M,2021-07-18,1,0
5316,A15-A34,M,2021-07-18,2,0
5334,A05-A14,W,2021-07-18,1,0
5334,A15-A34,M,2021-07-17,1,0
5334,A15-A34,W,2021-07-17,2,0
5334,A15-A34,W,2021-07-18,1,0
5334,A35-A59,M,2021-07-18,1,0
5334,A35-A59,W,2021-07-18,1,0
5334,A60-A79,W,2021-07-18,1,0
5334,A80+,M,2021-07-18,1,0
5512,A35-A59,M,2021-07-13,1,0
5515,A15-A34,M,2021-07-12,1,0
5515,A15-A34,M,2021-07-15,3,0
5515,A60-A79,M,2021-07-17,-1,0
5562,A00-A04,M,2021-07-18,1,0
5562,A05-A14,M,2021-07-18,1,0
5562,A35-A59,W,2021-07-18,1,0
5566,A15-A34,W,2021-07-18,2,0
5754,A15-A34,M,2021-07-17,1,0
5754,A35-A59,M,2021-07-17,1,0
5754,A35-A59,W,2021-07-17,1,0
5758,A35-A59,M,2021-07-18,1,0
5758,A35-A59,W,2021-07-18,2,0
5758,A80+,M,2021-07-18,1,0
5762,A15-A34,M,2021-07-17,1,0
5762,A15-A34,W,2021-07-17,1,0
5770,A05-A14,M,2021-07-18,1,0
5911,A15-A34,M,2021-07-17,1,0
5911,A15-A34,M,2021-07-18,2,0
5911,A15-A34,W,2021-07-17,1,0
5911,A15-A34,W,2021-07-18,1,0
5913,A00-A04,M,2021-07-18,1,0
5913,A15-A34,M,2021-07-18,3,0
5913,A15-A34,W,2021-07-18,1,0
5913,A35-A59,W,2021-07-18,1,0
5914,A05-A14,M,2021-07-18,2,0
5914,A05-A14,W,2021-07-18,1,0
5914,A15-A34,M,2021-07-18,1,0
5914,A60-A79,M,2021-07-18,1,0
5915,A05-A14,M,2021-07-17,3,0
5915,A15-A34,W,2021-07-15,1,0
5915,A35-A59,M,2021-07-01,1,0
5915,A35-A59,M,2021-07-10,1,0
5915,A35-A59,W,2021-07-13,1,0
5915,A35-A59,W,2021-07-17,1,0
5966,A15-A34,M,2021-07-13,1,0
5970,A15-A34,W,2021-07-15,2,0
6412,A05-A14,M,2021-07-18,1,0
6412,A15-A34,M,2021-07-17,0,0
6412,A15-A34,M,2021-07-18,4,0
6412,A15-A34,W,2021-07-16,1,0
6412,A15-A34,W,2021-07-17,2,0
6412,A15-A34,W,2021-07-18,5,0
6412,A35-A59,M,2021-07-17,1,0
6412,A35-A59,M,2021-07-18,3,0
6412,A35-A59,W,2021-07-18,1,0
6412,A60-A79,M,2021-06-17,1,1
6412,A60-A79,M,2021-07-17,1,0
6412,A60-A79,M,2021-07-18,1,0
6412,A60-A79,W,2021-07-18,1,0
6412,A80+,W,2021-07-17,1,0
6414,A05-A14,W,2021-07-18,1,0
6414,A15-A34,M,2021-07-18,2,0
6414,A15-A34,W,2021-07-18,1,0
6414,A35-A59,W,2021-07-18,2,0
6431,A15-A34,M,2021-07-18,1,0
6431,A60-A79,M,2021-07-18,1,0
6432,A60-A79,W,2021-07-18,1,0
6433,A35-A59,M,2021-07-17,1,0
6438,A15-A34,W,2021-07-18,1,0
6438,A35-A59,M,2021-07-18,1,0
6439,A35-A59,M,2021-07-18,1,0
6439,A35-A59,W,2021-07-18,1,0
6611,A15-A34,W,2021-07-18,1,0
6635,A15-A34,W,2021-07-18,1,0
7134,A15-A34,M,2021-07-18,3,0
7138,A15-A34,M,2021-07-09,1,0
7138,A60-A79,M,2021-07-15,1,0
7211,A00-A04,W,2021-07-18,1,0
7211,A15-A34,M,2021-07-17,1,0
7211,A15-A34,M,2021-07-18,1,0
7211,A15-A34,W,2021-07-18,1,0
7211,A60-A79,W,2021-07-17,1,0
7314,A05-A14,W,2021-07-16,2,0
7314,A15-A34,M,2021-07-17,1,0
7314,A35-A59,W,2021-07-16,1,0
7315,A15-A34,M,2021-07-18,1,0
7315,A35-A59,M,2021-07-18,1,0
7315,A35-A59,W,2021-07-18,1,0
7318,A05-A14,W,2021-07-13,1,0
7318,A15-A34,W,2021-07-12,1,0
7318,A15-A34,W,2021-07-16,1,0
7336,A15-A34,M,2021-07-15,1,0
7336,A35-A59,M,2021-07-16,1,0
7336,A35-A59,W,2021-07-16,1,0
7339,A15-A34,W,2021-07-18,1,0
7339,A35-A59,M,2021-07-18,1,0
8115,A35-A59,M,2021-07-17,1,0
8115,A35-A59,W,2021-07-16,1,0
8115,A35-A59,W,2021-07-17,1,0
8115,A60-A79,M,2021-07-17,1,0
8116,A05-A14,M,2021-07-18,1,0
8116,A15-A34,W,2021-07-13,1,0
8116,A35-A59,M,2021-07-14,1,0
8118,A15-A34,M,2021-07-11,1,0
8118,A15-A34,M,2021-07-17,1,0
8118,A15-A34,W,2021-07-14,1,0
8119,A35-A59,M,2021-07-18,1,0
8119,A35-A59,W,2021-07-18,1,0
8121,A05-A14,W,2021-07-18,1,0
8125,A15-A34,M,2021-07-18,1,0
8135,A00-A04,W,2021-07-17,1,0
8135,A60-A79,M,2021-07-17,1,0
8212,A35-A59,M,2021-07-18,1,0
8212,A60-A79,M,2021-07-18,1,0
8215,A15-A34,W,2021-07-18,1,0
8215,A35-A59,W,2021-07-18,1,0
8221,A15-A34,M,2021-07-18,1,0
8221,A15-A34,W,2021-07-13,1,0
8221,A15-A34,W,2021-07-14,1,0
8221,A15-A34,W,2021-07-18,1,0
8222,A15-A34,M,2021-07-18,1,0
8226,A05-A14,M,2021-07-15,1,0
8226,A15-A34,W,2021-07-14,1,0
8226,A15-A34,W,2021-07-18,1,0
8226,A35-A59,W,2021-07-14,1,0
8226,A35-A59,W,2021-07-15,1,0
8226,A35-A59,W,2021-07-18,1,0
8226,A80+,M,2021-07-18,1,0
8311,A00-A04,M,2021-07-16,1,0
8311,A15-A34,M,2021-07-17,1,0
8311,A35-A59,M,2021-07-17,1,0
8315,A15-A34,W,2021-07-17,1,0
8316,A35-A59,W,2021-07-15,1,0
8335,A35-A59,M,2021-07-17,1,0
8336,A15-A34,M,2021-07-13,1,0
8336,A15-A34,W,2021-07-13,1,0
8337,A05-A14,W,2021-07-17,1,0
8337,A35-A59,M,2021-07-13,1,0
8337,A35-A59,W,2021-07-13,1,0
8415,A15-A34,M,2021-07-13,1,0
8417,A15-A34,M,2021-07-18,1,0
8426,A35-A59,M,2021-07-14,1,0
8426,A35-A59,W,2021-07-17,1,0
8435,A15-A34,W,2021-07-16,1,0
9161,A15-A34,M,2021-07-12,1,0
9161,A15-A34,W,2021-07-14,1,0
9162,A05-A14,W,2021-07-17,2,0
9162,A15-A34,M,2021-07-17,3,0
9162,A15-A34,M,2021-07-18,4,0
9162,A15-A34,W,2021-07-16,1,0
9162,A15-A34,W,2021-07-17,1,0
9162,A15-A34,W,2021-07-18,4,0
9162,A35-A59,M,2021-07-14,1,0
9162,A35-A59,M,2021-07-16,1,0
9162,A35-A59,M,2021-07-17,2,0
9162,A35-A59,W,2021-07-10,1,0
9162,A35-A59,W,2021-07-16,1,0
9162,A35-A59,W,2021-07-17,1,0
9162,A35-A59,W,2021-07-18,2,0
9172,A15-A34,M,2021-07-14,2,0
9172,A15-A34,W,2021-07-17,1,0
9174,A15-A34,W,2021-07-13,1,0
9175,A00-A04,W,2021-07-18,1,0
9175,A15-A34,W,2021-07-12,1,0
9178,A00-A04,M,2021-07-17,1,0
9178,A05-A14,M,2021-07-17,1,0
9178,A05-A14,M,2021-07-18,1,0
9178,A15-A34,M,2021-07-14,1,0
9178,A15-A34,M,2021-07-17,4,0
9178,A15-A34,M,2021-07-18,1,0
9178,A15-A34,W,2021-07-17,2,0
9178,A35-A59,M,2021-07-17,1,0
9178,A35-A59,M,2021-07-18,1,0
9178,A60-A79,M,2021-07-17,1,0
9179,A15-A34,W,2021-07-14,1,0
9179,A35-A59,W,2021-07-17,1,0
9180,A15-A34,M,2021-07-18,1,0
9181,A15-A34,W,2021-07-18,1,0
9182,A15-A34,M,2021-07-18,1,0
9183,A05-A14,W,2021-07-12,1,0
9183,A35-A59,M,2021-07-18,1,0
9184,A15-A34,W,2021-07-08,1,0
9184,A35-A59,M,2021-07-15,1,0
9184,A35-A59,W,2021-07-15,1,0
9189,A15-A34,M,2021-07-18,1,0
9189,A35-A59,W,2021-07-18,1,0
9189,A60-A79,W,2021-07-18,1,0
9272,A60-A79,W,2021-07-15,1,0
9274,A00-A04,M,2021-07-17,1,0
9274,A00-A04,W,2021-07-17,1,0
9274,A05-A14,M,2021-07-17,2,0
9274,A05-A14,W,2021-07-17,1,0
9274,A15-A34,M,2021-07-17,1,0
9274,A15-A34,W,2021-07-17,2,0
9274,A35-A59,M,2021-07-17,1,0
9274,A35-A59,M,2021-07-18,1,0
9274,A35-A59,W,2021-07-17,2,0
9274,A60-A79,W,2021-07-17,1,0
9276,A35-A59,M,2021-07-17,1,0
9278,A15-A34,M,2021-07-18,2,0
9279,A15-A34,M,2021-07-17,1,0
9279,A35-A59,M,2021-07-17,1,0
9461,A00-A04,M,2021-07-18,1,0
9461,A35-A59,W,2021-07-14,1,0
9462,A15-A34,W,2021-07-17,1,0
9471,A15-A34,W,2021-07-14,1,0
9562,A15-A34,M,2021-07-18,2,0
9562,A15-A34,W,2021-07-18,1,0
9562,A60-A79,M,2021-07-18,1,0
9564,A05-A14,M,2021-07-18,1,0
9564,A05-A14,W,2021-07-18,1,0
9564,A15-A34,W,2021-07-18,2,0
9564,A35-A59,M,2021-07-18,2,0
9565,A15-A34,M,2021-07-17,2,0
9574,A35-A59,M,2021-07-16,1,0
9576,A35-A59,M,2021-07-14,1,0
9576,A35-A59,M,2021-07-18,1,0
