datum,ags,intensivbetten_frei,intensivbetten_belegt
2023-07-21,01001,12.0,32.0
2023-07-21,01002,14.0,108.0
2023-07-21,01003,12.0,100.0
2023-07-21,01004,10.0,15.0
2023-07-21,01051,10.0,30.0
2023-07-21,01053,3.0,13.0
2023-07-21,01054,2.0,18.0
2023-07-21,01055,2.0,34.0
2023-07-21,01056,1.0,26.0
2023-07-21,01057,2.0,6.0
2023-07-21,01058,9.0,29.0
2023-07-21,01059,1.0,23.0
2023-07-21,01060,18.0,59.0
2023-07-21,01061,8.0,35.0
2023-07-21,01062,11.0,15.0
2023-07-21,02000,81.0,334.0
2023-07-21,03101,33.0,93.0
2023-07-21,03102,4.0,2.0
2023-07-21,03103,9.0,21.0
2023-07-21,03151,4.0,16.0
2023-07-21,03153,0.0,20.0
2023-07-21,03154,0.0,12.0
2023-07-21,03155,5.0,12.0
2023-07-21,03157,4.0,4.0
2023-07-21,03158,11.0,5.0
2023-07-21,03159,24.0,100.0
2023-07-21,03241,20.0,96.0
2023-07-21,03251,5.0,13.0
2023-07-21,03252,8.0,29.0
2023-07-21,03254,29.0,44.0
2023-07-21,03256,2.0,14.0
2023-07-21,03257,1.0,10.0
2023-07-21,03351,8.0,22.0
2023-07-21,03352,4.0,4.0
2023-07-21,03353,3.0,29.0
2023-07-21,03354,0.0,8.0
2023-07-21,03355,5.0,23.0
2023-07-21,03356,1.0,3.0
2023-07-21,03357,10.0,20.0
2023-07-21,03358,3.0,7.0
2023-07-21,03359,6.0,19.0
2023-07-21,03360,3.0,51.0
2023-07-21,03361,3.0,12.0
2023-07-21,03402,2.0,17.0
2023-07-21,03403,6.0,101.0
2023-07-21,03404,7.0,75.0
2023-07-21,03405,5.0,12.0
2023-07-21,03451,4.0,13.0
2023-07-21,03452,3.0,17.0
2023-07-21,03453,11.0,13.0
2023-07-21,03454,19.0,48.0
2023-07-21,03455,5.0,13.0
2023-07-21,03456,0.0,20.0
2023-07-21,03457,10.0,7.0
2023-07-21,03459,17.0,57.0
2023-07-21,03460,10.0,24.0
2023-07-21,03461,1.0,3.0
2023-07-21,04011,9.0,109.0
2023-07-21,04012,11.0,39.0
2023-07-21,05111,27.0,164.0
2023-07-21,05112,27.0,117.0
2023-07-21,05113,24.0,79.0
2023-07-21,05114,13.0,53.0
2023-07-21,05116,11.0,67.0
2023-07-21,05117,2.0,25.0
2023-07-21,05119,16.0,55.0
2023-07-21,05120,2.0,16.0
2023-07-21,05122,12.0,61.0
2023-07-21,05124,14.0,93.0
2023-07-21,05154,15.0,31.0
2023-07-21,05158,12.0,31.0
2023-07-21,05162,1.0,29.0
2023-07-21,05166,8.0,20.0
2023-07-21,05170,36.0,66.0
2023-07-21,05314,20.0,205.0
2023-07-21,05315,18.0,216.0
2023-07-21,05316,10.0,37.0
2023-07-21,05334,15.0,223.0
2023-07-21,05358,10.0,50.0
2023-07-21,05362,14.0,44.0
2023-07-21,05366,2.0,24.0
2023-07-21,05370,1.0,31.0
2023-07-21,05374,12.0,20.0
2023-07-21,05378,11.0,22.0
2023-07-21,05382,8.0,59.0
2023-07-21,05512,14.0,7.0
2023-07-21,05513,22.0,71.0
2023-07-21,05515,21.0,148.0
2023-07-21,05554,19.0,49.0
2023-07-21,05558,10.0,25.0
2023-07-21,05562,45.0,131.0
2023-07-21,05566,16.0,46.0
2023-07-21,05570,13.0,31.0
2023-07-21,05711,26.0,93.0
2023-07-21,05754,3.0,11.0
2023-07-21,05758,10.0,36.0
2023-07-21,05762,4.0,32.0
2023-07-21,05766,2.0,48.0
