date,ags,age_group,stage,new
2021-11-21,1001,18-59,3,5
2021-11-21,1002,18-59,3,7
2021-11-21,1003,12-17,1,5
2021-11-21,1003,18-59,3,31
2021-11-21,1003,60+,3,9
2021-11-21,1051,18-59,3,9
2021-11-21,1051,60+,3,11
2021-11-21,1053,18-59,3,9
2021-11-21,1054,18-59,3,17
2021-11-21,1054,60+,3,5
2021-11-21,1055,12-17,3,5
2021-11-21,1055,18-59,3,21
2021-11-21,1055,60+,3,18
2021-11-21,1056,18-59,3,36
2021-11-21,1056,60+,1,5
2021-11-21,1056,60+,3,17
2021-11-21,1058,18-59,1,13
2021-11-21,1058,18-59,3,67
2021-11-21,1058,60+,3,98
2021-11-21,1059,18-59,1,8
2021-11-21,1059,18-59,3,84
2021-11-21,1059,60+,3,80
2021-11-21,1060,18-59,3,20
2021-11-21,1061,12-17,1,13
2021-11-21,1061,12-17,2,5
2021-11-21,1061,18-59,1,21
2021-11-21,1061,18-59,2,14
2021-11-21,1061,18-59,3,86
2021-11-21,1061,60+,3,66
2021-11-21,1062,18-59,3,20
2021-11-21,1062,60+,3,16
2021-11-21,2000,12-17,1,59
2021-11-21,2000,12-17,2,54
2021-11-21,2000,18-59,1,857
2021-11-21,2000,18-59,2,250
2021-11-21,2000,18-59,3,713
2021-11-21,2000,60+,1,38
2021-11-21,2000,60+,2,20
2021-11-21,2000,60+,3,486
2021-11-21,3153,18-59,3,17
2021-11-21,3153,60+,3,14
2021-11-21,3155,18-59,3,8
2021-11-21,3157,18-59,3,87
2021-11-21,3157,60+,3,11
2021-11-21,3159,18-59,1,7
2021-11-21,3159,18-59,2,5
2021-11-21,3159,18-59,3,10
2021-11-21,3159,60+,3,62
2021-11-21,3241,12-17,3,8
2021-11-21,3241,18-59,3,38
2021-11-21,3241,60+,3,13
2021-11-21,3254,12-17,2,5
2021-11-21,3254,18-59,1,43
2021-11-21,3254,18-59,2,13
2021-11-21,3254,18-59,3,152
2021-11-21,3254,60+,3,86
2021-11-21,3255,18-59,3,6
2021-11-21,3256,18-59,3,6
2021-11-21,3256,60+,3,5
2021-11-21,3257,12-17,1,5
2021-11-21,3257,12-17,2,7
2021-11-21,3257,18-59,1,12
2021-11-21,3257,18-59,2,25
2021-11-21,3257,18-59,3,34
2021-11-21,3257,60+,2,15
2021-11-21,3257,60+,3,95
2021-11-21,3352,18-59,3,8
2021-11-21,3352,60+,3,16
2021-11-21,3355,18-59,3,8
2021-11-21,3359,18-59,3,20
2021-11-21,3359,60+,3,8
2021-11-21,3360,18-59,3,24
2021-11-21,3360,60+,3,10
2021-11-21,3451,18-59,3,8
2021-11-21,3454,18-59,3,5
2021-11-21,3454,60+,3,11
2021-11-21,3456,18-59,3,5
2021-11-21,3457,18-59,3,6
2021-11-21,3458,18-59,3,8
2021-11-21,3459,12-17,1,5
2021-11-21,3459,18-59,3,136
2021-11-21,3459,60+,3,64
2021-11-21,3460,18-59,3,11
2021-11-21,4011,18-59,3,8
2021-11-21,4011,60+,3,5
2021-11-21,5111,18-59,2,7
2021-11-21,5111,18-59,3,72
2021-11-21,5111,60+,2,5
2021-11-21,5111,60+,3,19
2021-11-21,5112,12-17,1,39
2021-11-21,5112,12-17,2,11
2021-11-21,5112,18-59,1,443
2021-11-21,5112,18-59,2,197
2021-11-21,5112,18-59,3,1190
2021-11-21,5112,60+,1,16
2021-11-21,5112,60+,2,19
2021-11-21,5112,60+,3,905
2021-11-21,5113,18-59,3,55
2021-11-21,5113,60+,3,36
2021-11-21,5116,18-59,1,7
2021-11-21,5116,18-59,2,20
2021-11-21,5116,18-59,3,58
2021-11-21,5116,60+,3,25
2021-11-21,5117,18-59,3,37
2021-11-21,5117,60+,3,13
2021-11-21,5119,18-59,3,13
2021-11-21,5120,18-59,2,7
2021-11-21,5120,18-59,3,24
2021-11-21,5120,60+,1,5
2021-11-21,5120,60+,3,14
2021-11-21,5122,18-59,3,27
2021-11-21,5122,60+,3,7
2021-11-21,5124,18-59,2,6
2021-11-21,5124,18-59,3,14
2021-11-21,5124,60+,3,20
2021-11-21,5154,18-59,3,12
2021-11-21,5154,60+,3,12
2021-11-21,5158,12-17,1,27
2021-11-21,5158,12-17,2,12
2021-11-21,5158,12-17,3,8
2021-11-21,5158,18-59,1,208
2021-11-21,5158,18-59,2,90
2021-11-21,5158,18-59,3,484
2021-11-21,5158,60+,1,16
2021-11-21,5158,60+,2,20
2021-11-21,5158,60+,3,343
2021-11-21,5162,05-11,3,10
2021-11-21,5162,12-17,1,85
2021-11-21,5162,12-17,2,23
2021-11-21,5162,12-17,3,9
2021-11-21,5162,18-59,1,519
2021-11-21,5162,18-59,2,184
2021-11-21,5162,18-59,3,2328
2021-11-21,5162,60+,1,62
2021-11-21,5162,60+,2,36
2021-11-21,5162,60+,3,1470
2021-11-21,5166,60+,3,5
2021-11-21,5170,18-59,3,8
2021-11-21,5170,60+,3,12
2021-11-21,5314,18-59,3,13
2021-11-21,5314,60+,3,14
2021-11-21,5315,12-17,1,15
2021-11-21,5315,12-17,2,7
2021-11-21,5315,18-59,1,253
2021-11-21,5315,18-59,2,48
2021-11-21,5315,18-59,3,645
2021-11-21,5315,60+,1,18
2021-11-21,5315,60+,3,245
2021-11-21,5316,18-59,3,50
2021-11-21,5316,60+,3,12
2021-11-21,5334,12-17,1,31
2021-11-21,5334,12-17,2,9
2021-11-21,5334,18-59,3,139
2021-11-21,5334,60+,3,61
2021-11-21,5358,12-17,1,16
2021-11-21,5358,12-17,2,12
2021-11-21,5358,18-59,1,88
2021-11-21,5358,18-59,2,28
2021-11-21,5358,18-59,3,230
2021-11-21,5358,60+,3,103
2021-11-21,5362,18-59,3,28
2021-11-21,5362,60+,3,10
2021-11-21,5366,18-59,3,5
2021-11-21,5366,60+,3,7
2021-11-21,5370,18-59,1,5
2021-11-21,5370,18-59,3,51
2021-11-21,5370,60+,3,15
2021-11-21,5378,12-17,1,6
2021-11-21,5378,18-59,1,45
2021-11-21,5378,18-59,2,14
2021-11-21,5378,18-59,3,315
2021-11-21,5378,60+,2,6
2021-11-21,5378,60+,3,196
2021-11-21,5382,18-59,3,25
2021-11-21,5382,60+,3,21
2021-11-21,5512,18-59,2,8
2021-11-21,5513,18-59,2,18
2021-11-21,5513,18-59,3,172
2021-11-21,5513,60+,3,80
2021-11-21,5515,18-59,3,75
2021-11-21,5515,60+,3,23
2021-11-21,5554,18-59,1,107
2021-11-21,5554,18-59,2,39
2021-11-21,5554,18-59,3,237
2021-11-21,5554,60+,2,8
2021-11-21,5554,60+,3,108
2021-11-21,5558,18-59,1,5
