date,ags,age_group,stage,new
2024-03-19,03241,18-59,5,5
2024-03-19,03241,60+,6,9
2024-03-19,03252,18-59,4,6
2024-03-19,03252,60+,3,5
2024-03-19,03252,60+,5,6
2024-03-19,03254,60+,4,5
2024-03-19,03254,60+,5,9
2024-03-19,03358,18-59,4,5
2024-03-19,03401,60+,6,5
2024-03-19,03451,60+,6,6
2024-03-19,03454,60+,6,6
2024-03-19,03458,60+,5,6
2024-03-19,03459,60+,5,7
2024-03-19,03460,18-59,6,5
2024-03-19,04011,60+,5,7
2024-03-19,05113,18-59,7,7
2024-03-19,05113,60+,7,14
2024-03-19,05116,18-59,4,7
2024-03-19,05116,18-59,5,6
2024-03-19,05116,60+,3,5
2024-03-19,05116,60+,5,8
2024-03-19,05116,60+,6,6
2024-03-19,05117,60+,7,5
2024-03-19,05120,60+,5,5
2024-03-19,05120,60+,6,6
2024-03-19,05124,60+,6,8
2024-03-19,05154,60+,4,5
2024-03-19,05154,60+,5,5
2024-03-19,05162,60+,5,5
2024-03-19,05166,60+,5,7
2024-03-19,05316,18-59,5,5
2024-03-19,05316,60+,5,5
2024-03-19,05316,60+,7,5
2024-03-19,05334,18-59,6,5
2024-03-19,05334,60+,6,5
2024-03-19,05362,60+,5,10
2024-03-19,05366,60+,4,5
2024-03-19,05366,60+,5,5
2024-03-19,05370,60+,7,7
2024-03-19,05378,60+,5,9
2024-03-19,05382,18-59,4,5
2024-03-19,05382,60+,5,8
2024-03-19,05515,60+,5,8
2024-03-19,05566,18-59,5,6
2024-03-19,05570,18-59,5,6
2024-03-19,05911,60+,4,5
2024-03-19,05911,60+,5,5
2024-03-19,05913,60+,6,5
2024-03-19,05914,60+,5,7
2024-03-19,05958,60+,5,6
2024-03-19,05962,60+,6,6
2024-03-19,06411,18-59,4,5
2024-03-19,06413,60+,4,5
2024-03-19,06431,60+,4,6
2024-03-19,06432,60+,5,5
2024-03-19,06533,18-59,4,5
2024-03-19,07111,60+,6,7
2024-03-19,07131,60+,6,5
2024-03-19,07135,18-59,4,6
2024-03-19,07135,18-59,5,10
2024-03-19,07135,60+,6,5
2024-03-19,07143,60+,5,6
2024-03-19,07211,60+,5,5
2024-03-19,07235,60+,5,5
2024-03-19,07315,18-59,5,5
2024-03-19,08116,60+,5,7
2024-03-19,08117,60+,5,6
2024-03-19,08119,18-59,4,5
2024-03-19,08119,60+,5,6
2024-03-19,08119,60+,6,5
2024-03-19,08128,18-59,4,5
2024-03-19,08212,60+,4,6
2024-03-19,08212,60+,5,9
2024-03-19,08315,60+,5,5
2024-03-19,08315,60+,6,5
2024-03-19,09162,60+,5,8
2024-03-19,09178,60+,6,5
2024-03-19,09461,18-59,1,5
2024-03-19,09461,60+,1,9
2024-03-19,09562,18-59,6,6
2024-03-19,09564,60+,6,5
2024-03-19,09565,60+,4,5
2024-03-19,09565,60+,5,5
2024-03-19,09574,60+,5,6
2024-03-19,09774,60+,5,6
2024-03-19,09777,18-59,5,5
2024-03-19,11000,18-59,4,14
2024-03-19,11000,18-59,5,20
2024-03-19,11000,18-59,6,6
2024-03-19,11000,18-59,7,6
2024-03-19,11000,60+,4,9
2024-03-19,11000,60+,5,13
2024-03-19,11000,60+,6,13
2024-03-19,12065,60+,2,6
2024-03-19,12067,60+,5,7
2024-03-19,12069,60+,6,5
2024-03-19,12069,60+,7,5
2024-03-19,13073,60+,5,6
2024-03-19,14628,60+,5,5
2024-03-19,15003,60+,4,6
2024-03-19,15003,60+,5,5
2024-03-19,15091,60+,5,16
2024-03-19,16067,60+,5,6
