datum,ags,intensivbetten_frei,intensivbetten_belegt
2021-04-19,01001,5.0,37.0
2021-04-19,01002,53.0,113.0
2021-04-19,01003,27.0,108.0
2021-04-19,01004,4.0,21.0
2021-04-19,01051,1.0,37.0
2021-04-19,01053,3.0,15.0
2021-04-19,01054,10.0,14.0
2021-04-19,01055,8.0,40.0
2021-04-19,01056,2.0,34.0
2021-04-19,01057,6.0,6.0
2021-04-19,01058,13.0,29.0
2021-04-19,01059,4.0,20.0
2021-04-19,01060,17.0,77.0
2021-04-19,01061,14.0,29.0
2021-04-19,01062,9.0,25.0
2021-04-19,02000,102.0,554.0
2021-04-19,03101,31.0,101.0
2021-04-19,03102,6.0,23.0
2021-04-19,03103,3.0,32.0
2021-04-19,03151,0.0,12.0
2021-04-19,03153,1.0,25.0
2021-04-19,03154,0.0,18.0
2021-04-19,03155,7.0,13.0
2021-04-19,03157,3.0,16.0
2021-04-19,03158,4.0,12.0
2021-04-19,03159,30.0,138.0
2021-04-19,03241,43.0,347.0
2021-04-19,03251,1.0,17.0
2021-04-19,03252,18.0,54.0
2021-04-19,03254,22.0,50.0
2021-04-19,03255,3.0,8.0
2021-04-19,03256,0.0,21.0
2021-04-19,03257,0.0,22.0
2021-04-19,03351,2.0,28.0
2021-04-19,03352,6.0,6.0
2021-04-19,03353,5.0,29.0
2021-04-19,03354,0.0,6.0
2021-04-19,03355,12.0,29.0
2021-04-19,03356,6.0,8.0
2021-04-19,03357,8.0,24.0
2021-04-19,03358,3.0,14.0
2021-04-19,03359,5.0,26.0
2021-04-19,03360,3.0,73.0
2021-04-19,03361,1.0,14.0
2021-04-19,03401,2.0,13.0
2021-04-19,03402,9.0,10.0
2021-04-19,03403,16.0,110.0
2021-04-19,03404,24.0,98.0
2021-04-19,03405,8.0,18.0
2021-04-19,03451,9.0,24.0
2021-04-19,03452,3.0,34.0
2021-04-19,03453,3.0,20.0
2021-04-19,03454,32.0,61.0
2021-04-19,03455,6.0,27.0
2021-04-19,03456,6.0,19.0
2021-04-19,03457,8.0,24.0
2021-04-19,03458,0.0,6.0
2021-04-19,03459,24.0,77.0
2021-04-19,03460,8.0,26.0
2021-04-19,03461,1.0,12.0
2021-04-19,03462,0.0,8.0
2021-04-19,04011,14.0,150.0
2021-04-19,04012,15.0,43.0
2021-04-19,05111,20.0,279.0
2021-04-19,05112,30.0,178.0
2021-04-19,05113,37.0,349.0
2021-04-19,05114,11.0,80.0
2021-04-19,05116,9.0,83.0
2021-04-19,05117,5.0,33.0
2021-04-19,05119,14.0,68.0
2021-04-19,05120,1.0,29.0
2021-04-19,05122,11.0,70.0
2021-04-19,05124,21.0,126.0
2021-04-19,05154,15.0,57.0
2021-04-19,05158,7.0,61.0
2021-04-19,05162,16.0,92.0
2021-04-19,05166,2.0,31.0
2021-04-19,05170,29.0,104.0
2021-04-19,05314,17.0,273.0
2021-04-19,05315,33.0,423.0
2021-04-19,05316,14.0,76.0
2021-04-19,05334,24.0,284.0
2021-04-19,05358,14.0,56.0
2021-04-19,05362,15.0,59.0
2021-04-19,05366,4.0,25.0
2021-04-19,05370,0.0,37.0
2021-04-19,05374,16.0,72.0
2021-04-19,05378,5.0,35.0
2021-04-19,05382,10.0,77.0
2021-04-19,05512,11.0,29.0
2021-04-19,05513,23.0,81.0
2021-04-19,05515,33.0,234.0
2021-04-19,05554,14.0,63.0
2021-04-19,05558,10.0,28.0
2021-04-19,05562,36.0,190.0
2021-04-19,05566,27.0,77.0
2021-04-19,05570,13.0,33.0
2021-04-19,05711,20.0,136.0
2021-04-19,05754,3.0,47.0
2021-04-19,05758,10.0,53.0
2021-04-19,05762,13.0,22.0
2021-04-19,05766,3.0,47.0
2021-04-19,05770,32.0,190.0
2021-04-19,05774,16.0,80.0
2021-04-19,05911,28.0,161.0
2021-04-19,05913,36.0,244.0
2021-04-19,05914,13.0,77.0
2021-04-19,05915,16.0,75.0
2021-04-19,05916,8.0,55.0
2021-04-19,05954,40.0,97.0
2021-04-19,05958,32.0,72.0
2021-04-19,05962,18.0,105.0
2021-04-19,05966,7.0,21.0
2021-04-19,05970,29.0,113.0
2021-04-19,05974,14.0,70.0
2021-04-19,05978,18.0,91.0
2021-04-19,06411,16.0,91.0
2021-04-19,06412,36.0,255.0
2021-04-19,06413,13.0,83.0
2021-04-19,06414,18.0,83.0
2021-04-19,06431,10.0,32.0
2021-04-19,06432,1.0,25.0
2021-04-19,06433,2.0,20.0
2021-04-19,06434,3.0,23.0
2021-04-19,06435,11.0,74.0
2021-04-19,06436,2.0,31.0
2021-04-19,06437,1.0,125.0
2021-04-19,06438,0.0,21.0
2021-04-19,06439,3.0,13.0
2021-04-19,06440,0.0,70.0
2021-04-19,06531,22.0,215.0
2021-04-19,06532,4.0,46.0
2021-04-19,06533,7.0,47.0
2021-04-19,06534,21.0,130.0
2021-04-19,06535,7.0,19.0
2021-04-19,06611,27.0,129.0
2021-04-19,06631,14.0,77.0
2021-04-19,06632,15.0,45.0
2021-04-19,06633,10.0,24.0
2021-04-19,06634,10.0,23.0
2021-04-19,06635,24.0,88.0
2021-04-19,06636,7.0,25.0
2021-04-19,07111,34.0,77.0
2021-04-19,07131,4.0,14.0
2021-04-19,07132,5.0,9.0
2021-04-19,07133,19.0,31.0
2021-04-19,07134,8.0,14.0
2021-04-19,07135,6.0,7.0
2021-04-19,07137,16.0,22.0
2021-04-19,07138,19.0,52.0
2021-04-19,07140,8.0,8.0
2021-04-19,07141,5.0,26.0
2021-04-19,07143,9.0,21.0
2021-04-19,07211,21.0,65.0
2021-04-19,07231,6.0,18.0
2021-04-19,07232,6.0,9.0
2021-04-19,07233,2.0,14.0
2021-04-19,07235,7.0,10.0
2021-04-19,07311,1.0,12.0
2021-04-19,07312,24.0,89.0
2021-04-19,07313,9.0,19.0
2021-04-19,07314,19.0,100.0
2021-04-19,07315,12.0,101.0
2021-04-19,07316,2.0,13.0
2021-04-19,07317,3.0,13.0
2021-04-19,07318,3.0,25.0
2021-04-19,07319,8.0,44.0
2021-04-19,07320,6.0,8.0
2021-04-19,07331,1.0,6.0
2021-04-19,07332,3.0,11.0
2021-04-19,07333,5.0,7.0
2021-04-19,07334,2.0,19.0
2021-04-19,07335,8.0,6.0
2021-04-19,07336,0.0,16.0
2021-04-19,07337,5.0,8.0
2021-04-19,07339,1.0,11.0
2021-04-19,07340,7.0,2.0
2021-04-19,08111,40.0,230.0
2021-04-19,08115,5.0,44.0
2021-04-19,08116,5.0,76.0
