datum,ags,intensivbetten_frei,intensivbetten_belegt
2021-08-28,01001,3.0,38.0
2021-08-28,01002,41.0,122.0
2021-08-28,01003,25.0,107.0
2021-08-28,01004,3.0,22.0
2021-08-28,01051,2.0,36.0
2021-08-28,01053,3.0,15.0
2021-08-28,01054,6.0,18.0
2021-08-28,01055,17.0,31.0
2021-08-28,01056,7.0,30.0
2021-08-28,01057,9.0,3.0
2021-08-28,01058,13.0,29.0
2021-08-28,01059,1.0,23.0
2021-08-28,01060,26.0,54.0
2021-08-28,01061,16.0,27.0
2021-08-28,01062,1.0,31.0
2021-08-28,02000,134.0,487.0
2021-08-28,03101,37.0,94.0
2021-08-28,03102,9.0,20.0
2021-08-28,03103,4.0,32.0
2021-08-28,03151,0.0,12.0
2021-08-28,03153,3.0,23.0
2021-08-28,03154,5.0,11.0
2021-08-28,03155,7.0,13.0
2021-08-28,03157,0.0,9.0
2021-08-28,03158,4.0,12.0
2021-08-28,03159,29.0,119.0
2021-08-28,03241,29.0,185.0
2021-08-28,03251,8.0,10.0
2021-08-28,03252,15.0,56.0
2021-08-28,03254,21.0,52.0
2021-08-28,03255,2.0,12.0
2021-08-28,03256,8.0,6.0
2021-08-28,03257,7.0,20.0
2021-08-28,03351,7.0,24.0
2021-08-28,03352,5.0,7.0
2021-08-28,03353,10.0,24.0
2021-08-28,03354,2.0,4.0
2021-08-28,03355,9.0,36.0
2021-08-28,03356,6.0,8.0
2021-08-28,03357,7.0,23.0
2021-08-28,03358,7.0,13.0
2021-08-28,03359,5.0,26.0
2021-08-28,03360,3.0,73.0
2021-08-28,03361,9.0,6.0
2021-08-28,03401,4.0,12.0
2021-08-28,03402,6.0,9.0
2021-08-28,03403,18.0,102.0
2021-08-28,03404,14.0,100.0
2021-08-28,03405,8.0,23.0
2021-08-28,03451,6.0,27.0
2021-08-28,03452,8.0,27.0
2021-08-28,03453,8.0,15.0
2021-08-28,03454,22.0,62.0
2021-08-28,03455,10.0,23.0
2021-08-28,03456,6.0,19.0
2021-08-28,03457,7.0,20.0
2021-08-28,03458,2.0,5.0
2021-08-28,03459,19.0,73.0
2021-08-28,03460,14.0,20.0
2021-08-28,03461,3.0,10.0
