date,ags,age_group,stage,new
2024-04-14,01002,18-59,5,5
2024-04-14,01002,18-59,6,5
2024-04-14,01002,60+,5,6
2024-04-14,01002,60+,6,5
2024-04-14,01003,18-59,4,5
2024-04-14,01003,60+,5,12
2024-04-14,01004,60+,6,5
2024-04-14,01053,18-59,5,5
2024-04-14,01054,18-59,5,7
2024-04-14,01055,60+,5,8
2024-04-14,01055,60+,6,6
2024-04-14,01056,18-59,4,8
2024-04-14,01056,18-59,5,5
2024-04-14,01056,60+,5,5
2024-04-14,01056,60+,6,13
2024-04-14,01058,18-59,5,5
2024-04-14,01058,60+,4,5
2024-04-14,01058,60+,5,10
2024-04-14,01060,18-59,6,5
2024-04-14,01060,60+,4,6
2024-04-14,01060,60+,6,12
2024-04-14,01062,60+,6,6
