date,ags,age_group,stage,new
2023-03-05,1055,60+,5,5
2023-03-05,3251,18-59,3,6
2023-03-05,5154,18-59,5,5
2023-03-05,5315,18-59,4,10
2023-03-05,5315,18-59,5,8
2023-03-05,5315,60+,4,9
2023-03-05,5315,60+,5,10
2023-03-05,5382,18-59,4,6
2023-03-05,5382,60+,5,5
2023-03-05,5515,18-59,4,6
2023-03-05,5762,18-59,4,5
2023-03-05,7315,18-59,3,6
2023-03-05,7315,18-59,4,11
2023-03-05,8335,18-59,3,18
2023-03-05,8335,18-59,4,15
2023-03-05,8335,18-59,5,12
2023-03-05,8335,18-59,6,5
2023-03-05,8335,60+,3,28
2023-03-05,8335,60+,4,24
2023-03-05,8335,60+,5,20
2023-03-05,8335,60+,6,10
2023-03-05,8336,18-59,4,6
2023-03-05,8336,60+,5,5
2023-03-05,9162,18-59,4,18
2023-03-05,9162,60+,5,9
2023-03-05,9162,60+,6,21
2023-03-05,9373,18-59,4,7
2023-03-05,9563,60+,4,5
2023-03-05,11000,18-59,1,5
2023-03-05,11000,18-59,3,16
2023-03-05,11000,60+,4,34
2023-03-05,15091,60+,4,7
