date,ags,age_group,stage,new
2022-05-19,01001,05-11,2,8
2022-05-19,01001,12-17,1,5
2022-05-19,01001,12-17,3,8
2022-05-19,01001,18-59,2,6
2022-05-19,01001,18-59,3,11
2022-05-19,01001,18-59,4,13
2022-05-19,01001,60+,4,53
2022-05-19,01002,05-11,1,8
2022-05-19,01002,12-17,2,5
2022-05-19,01002,12-17,3,7
2022-05-19,01002,18-59,3,31
2022-05-19,01002,18-59,4,87
2022-05-19,01002,60+,3,7
2022-05-19,01002,60+,4,144
2022-05-19,01003,05-11,1,6
2022-05-19,01003,05-11,2,10
2022-05-19,01003,12-17,3,9
2022-05-19,01003,18-59,1,5
2022-05-19,01003,18-59,2,6
2022-05-19,01003,18-59,3,42
2022-05-19,01003,18-59,4,44
2022-05-19,01003,60+,3,15
2022-05-19,01003,60+,4,126
2022-05-19,01004,05-11,1,5
2022-05-19,01004,18-59,2,5
2022-05-19,01004,18-59,3,14
2022-05-19,01004,18-59,4,17
2022-05-19,01004,60+,3,6
2022-05-19,01004,60+,4,67
2022-05-19,01051,05-11,1,5
2022-05-19,01051,05-11,2,16
2022-05-19,01051,12-17,2,5
2022-05-19,01051,12-17,3,10
2022-05-19,01051,18-59,1,5
2022-05-19,01051,18-59,2,5
2022-05-19,01051,18-59,3,20
2022-05-19,01051,18-59,4,34
2022-05-19,01051,60+,3,11
2022-05-19,01051,60+,4,148
2022-05-19,01053,12-17,3,7
2022-05-19,01053,18-59,3,20
2022-05-19,01053,18-59,4,15
2022-05-19,01053,60+,3,9
2022-05-19,01053,60+,4,111
2022-05-19,01054,05-11,1,7
2022-05-19,01054,12-17,1,5
2022-05-19,01054,18-59,2,5
2022-05-19,01054,18-59,3,19
2022-05-19,01054,18-59,4,36
2022-05-19,01054,60+,3,12
2022-05-19,01054,60+,4,104
2022-05-19,01055,05-11,1,5
2022-05-19,01055,05-11,2,8
2022-05-19,01055,18-59,3,28
2022-05-19,01055,18-59,4,60
2022-05-19,01055,60+,3,10
2022-05-19,01055,60+,4,228
2022-05-19,01056,05-11,2,5
2022-05-19,01056,12-17,1,5
2022-05-19,01056,12-17,2,8
2022-05-19,01056,12-17,3,13
2022-05-19,01056,12-17,4,5
2022-05-19,01056,18-59,2,8
2022-05-19,01056,18-59,3,47
2022-05-19,01056,18-59,4,50
2022-05-19,01056,60+,3,17
2022-05-19,01056,60+,4,237
2022-05-19,01057,05-11,1,6
2022-05-19,01057,05-11,2,8
2022-05-19,01057,12-17,2,5
2022-05-19,01057,12-17,3,13
2022-05-19,01057,18-59,2,14
2022-05-19,01057,18-59,3,8
2022-05-19,01057,18-59,4,20
2022-05-19,01057,60+,4,117
2022-05-19,01058,05-11,1,14
2022-05-19,01058,05-11,2,13
2022-05-19,01058,12-17,2,6
2022-05-19,01058,18-59,1,10
2022-05-19,01058,18-59,2,5
2022-05-19,01058,18-59,3,30
2022-05-19,01058,18-59,4,71
2022-05-19,01058,60+,3,10
2022-05-19,01058,60+,4,177
2022-05-19,01059,18-59,3,28
2022-05-19,01059,18-59,4,54
2022-05-19,01059,60+,3,21
2022-05-19,01059,60+,4,160
2022-05-19,01060,05-11,3,6
2022-05-19,01060,12-17,1,6
2022-05-19,01060,12-17,3,12
2022-05-19,01060,18-59,3,22
2022-05-19,01060,18-59,4,40
2022-05-19,01060,60+,4,156
2022-05-19,01061,12-17,3,6
2022-05-19,01061,18-59,2,6
2022-05-19,01061,18-59,3,19
2022-05-19,01061,18-59,4,30
2022-05-19,01061,60+,1,5
2022-05-19,01061,60+,3,12
2022-05-19,01061,60+,4,62
2022-05-19,01062,12-17,1,7
2022-05-19,01062,12-17,2,11
2022-05-19,01062,12-17,3,11
2022-05-19,01062,18-59,1,10
2022-05-19,01062,18-59,2,5
2022-05-19,01062,18-59,3,44
2022-05-19,01062,18-59,4,44
2022-05-19,01062,60+,3,16
2022-05-19,01062,60+,4,213
2022-05-19,02000,05-11,1,13
2022-05-19,02000,05-11,2,27
2022-05-19,02000,12-17,1,7
