datum,ags,intensivbetten_frei,intensivbetten_belegt
2021-06-29,01001,8.0,33.0
2021-06-29,01002,43.0,121.0
2021-06-29,01003,27.0,106.0
2021-06-29,01004,5.0,20.0
2021-06-29,01051,1.0,37.0
2021-06-29,01053,7.0,13.0
2021-06-29,01054,5.0,19.0
2021-06-29,01055,5.0,43.0
2021-06-29,01056,10.0,26.0
2021-06-29,01057,7.0,5.0
2021-06-29,01058,10.0,30.0
2021-06-29,01059,2.0,22.0
2021-06-29,01060,27.0,58.0
2021-06-29,01061,14.0,29.0
2021-06-29,01062,8.0,24.0
2021-06-29,02000,130.0,516.0
2021-06-29,03101,18.0,114.0
2021-06-29,03102,8.0,21.0
2021-06-29,03103,5.0,28.0
2021-06-29,03151,2.0,8.0
2021-06-29,03153,3.0,24.0
2021-06-29,03154,4.0,14.0
2021-06-29,03155,7.0,15.0
2021-06-29,03157,0.0,13.0
2021-06-29,03158,2.0,14.0
2021-06-29,03159,27.0,126.0
2021-06-29,03241,34.0,366.0
2021-06-29,03251,5.0,14.0
2021-06-29,03252,13.0,60.0
2021-06-29,03254,25.0,49.0
2021-06-29,03255,1.0,8.0
2021-06-29,03256,2.0,18.0
2021-06-29,03257,5.0,22.0
2021-06-29,03351,10.0,23.0
2021-06-29,03352,6.0,6.0
2021-06-29,03353,4.0,30.0
2021-06-29,03354,0.0,7.0
2021-06-29,03355,1.0,44.0
2021-06-29,03356,4.0,12.0
2021-06-29,03357,4.0,30.0
2021-06-29,03358,5.0,14.0
2021-06-29,03359,10.0,23.0
2021-06-29,03360,5.0,71.0
2021-06-29,03361,1.0,14.0
2021-06-29,03401,1.0,15.0
2021-06-29,03402,11.0,8.0
2021-06-29,03403,18.0,100.0
2021-06-29,03404,15.0,101.0
2021-06-29,03405,12.0,20.0
2021-06-29,03451,4.0,29.0
2021-06-29,03452,8.0,27.0
2021-06-29,03453,6.0,17.0
2021-06-29,03454,33.0,59.0
2021-06-29,03455,15.0,18.0
2021-06-29,03456,3.0,22.0
2021-06-29,03457,9.0,23.0
2021-06-29,03458,0.0,10.0
2021-06-29,03459,14.0,79.0
2021-06-29,03460,7.0,27.0
2021-06-29,03461,4.0,11.0
2021-06-29,03462,7.0,1.0
2021-06-29,04011,8.0,157.0
2021-06-29,04012,15.0,42.0
2021-06-29,05111,42.0,258.0
2021-06-29,05112,25.0,156.0
2021-06-29,05113,42.0,327.0
2021-06-29,05114,17.0,69.0
2021-06-29,05116,10.0,79.0
2021-06-29,05117,4.0,32.0
2021-06-29,05119,15.0,62.0
2021-06-29,05120,4.0,22.0
2021-06-29,05122,15.0,61.0
2021-06-29,05124,26.0,122.0
2021-06-29,05154,26.0,47.0
2021-06-29,05158,12.0,57.0
2021-06-29,05162,21.0,83.0
2021-06-29,05166,5.0,30.0
2021-06-29,05170,22.0,106.0
2021-06-29,05314,13.0,277.0
2021-06-29,05315,25.0,406.0
2021-06-29,05316,27.0,51.0
2021-06-29,05334,23.0,281.0
2021-06-29,05358,13.0,55.0
2021-06-29,05362,17.0,61.0
2021-06-29,05366,12.0,16.0
2021-06-29,05370,1.0,36.0
2021-06-29,05374,12.0,70.0
2021-06-29,05378,5.0,37.0
2021-06-29,05382,12.0,72.0
2021-06-29,05512,13.0,30.0
2021-06-29,05513,26.0,70.0
2021-06-29,05515,11.0,208.0
2021-06-29,05554,22.0,47.0
2021-06-29,05558,5.0,28.0
2021-06-29,05562,43.0,183.0
2021-06-29,05566,29.0,76.0
2021-06-29,05570,20.0,26.0
2021-06-29,05711,23.0,117.0
2021-06-29,05754,12.0,42.0
2021-06-29,05758,10.0,54.0
2021-06-29,05762,7.0,28.0
2021-06-29,05766,2.0,48.0
2021-06-29,05770,22.0,194.0
2021-06-29,05774,10.0,88.0
2021-06-29,05911,34.0,159.0
2021-06-29,05913,28.0,258.0
2021-06-29,05914,13.0,74.0
2021-06-29,05915,28.0,67.0
2021-06-29,05916,7.0,58.0
2021-06-29,05954,22.0,108.0
2021-06-29,05958,30.0,73.0
2021-06-29,05962,19.0,94.0
2021-06-29,05966,14.0,14.0
2021-06-29,05970,20.0,91.0
2021-06-29,05974,16.0,69.0
2021-06-29,05978,14.0,95.0
2021-06-29,06411,18.0,78.0
2021-06-29,06412,52.0,245.0
2021-06-29,06413,31.0,73.0
2021-06-29,06414,13.0,81.0
2021-06-29,06431,7.0,35.0
2021-06-29,06432,1.0,25.0
2021-06-29,06433,6.0,20.0
2021-06-29,06434,7.0,19.0
2021-06-29,06435,17.0,66.0
2021-06-29,06436,6.0,23.0
2021-06-29,06437,3.0,123.0
2021-06-29,06438,7.0,12.0
2021-06-29,06439,1.0,13.0
2021-06-29,06440,5.0,60.0
2021-06-29,06531,31.0,199.0
2021-06-29,06532,5.0,43.0
2021-06-29,06533,17.0,35.0
2021-06-29,06534,18.0,131.0
2021-06-29,06535,6.0,19.0
2021-06-29,06611,19.0,137.0
2021-06-29,06631,10.0,82.0
2021-06-29,06632,15.0,44.0
2021-06-29,06633,10.0,23.0
2021-06-29,06634,8.0,20.0
2021-06-29,06635,20.0,60.0
2021-06-29,06636,12.0,20.0
2021-06-29,07111,26.0,83.0
2021-06-29,07131,4.0,15.0
2021-06-29,07132,10.0,5.0
2021-06-29,07133,16.0,32.0
2021-06-29,07134,9.0,13.0
2021-06-29,07135,9.0,4.0
2021-06-29,07137,16.0,22.0
2021-06-29,07138,23.0,54.0
2021-06-29,07140,5.0,11.0
2021-06-29,07141,4.0,26.0
2021-06-29,07143,13.0,18.0
2021-06-29,07211,9.0,71.0
2021-06-29,07231,6.0,18.0
2021-06-29,07232,1.0,12.0
