datum,ags,intensivbetten_frei,intensivbetten_belegt
2020-07-31,01001,37.0,33.0
2020-07-31,01002,138.0,111.0
2020-07-31,01003,119.0,118.0
2020-07-31,01004,10.0,15.0
2020-07-31,01051,18.0,36.0
2020-07-31,01053,12.0,12.0
2020-07-31,01054,21.0,23.0
2020-07-31,01055,13.0,39.0
2020-07-31,01056,12.0,28.0
2020-07-31,01057,5.0,7.0
2020-07-31,01058,14.0,42.0
2020-07-31,01059,11.0,13.0
2020-07-31,01060,54.0,78.0
2020-07-31,01061,20.0,31.0
2020-07-31,01062,30.0,30.0
2020-07-31,02000,347.0,620.0
2020-07-31,03101,61.0,89.0
2020-07-31,03102,11.0,17.0
2020-07-31,03103,4.0,30.0
2020-07-31,03151,10.0,26.0
2020-07-31,03153,61.0,41.0
2020-07-31,03154,10.0,24.0
2020-07-31,03155,9.0,14.0
2020-07-31,03157,7.0,15.0
2020-07-31,03158,9.0,7.0
2020-07-31,03159,56.0,137.0
2020-07-31,03241,134.0,358.0
2020-07-31,03251,5.0,12.0
2020-07-31,03252,17.0,68.0
2020-07-31,03254,48.0,65.0
2020-07-31,03255,3.0,11.0
2020-07-31,03256,18.0,16.0
2020-07-31,03257,3.0,20.0
2020-07-31,03351,16.0,25.0
2020-07-31,03352,10.0,6.0
2020-07-31,03353,20.0,50.0
2020-07-31,03354,8.0,7.0
2020-07-31,03355,25.0,18.0
2020-07-31,03356,12.0,7.0
2020-07-31,03357,8.0,30.0
2020-07-31,03358,9.0,9.0
2020-07-31,03359,9.0,28.0
2020-07-31,03360,20.0,52.0
2020-07-31,03361,8.0,7.0
2020-07-31,03401,13.0,16.0
2020-07-31,03402,10.0,10.0
2020-07-31,03403,97.0,96.0
2020-07-31,03404,81.0,37.0
2020-07-31,03405,14.0,21.0
2020-07-31,03451,16.0,26.0
2020-07-31,03452,17.0,25.0
2020-07-31,03453,19.0,26.0
2020-07-31,03454,41.0,70.0
2020-07-31,03455,16.0,21.0
2020-07-31,03456,6.0,24.0
2020-07-31,03457,23.0,19.0
2020-07-31,03458,8.0,7.0
2020-07-31,03459,75.0,48.0
2020-07-31,03460,34.0,19.0
2020-07-31,03461,7.0,12.0
2020-07-31,03462,3.0,8.0
2020-07-31,04011,85.0,129.0
2020-07-31,04012,41.0,45.0
2020-07-31,05111,70.0,234.0
2020-07-31,05112,90.0,177.0
2020-07-31,05113,62.0,327.0
2020-07-31,05114,18.0,78.0
2020-07-31,05116,36.0,69.0
2020-07-31,05117,27.0,27.0
2020-07-31,05119,42.0,54.0
2020-07-31,05120,15.0,21.0
2020-07-31,05122,27.0,63.0
2020-07-31,05124,63.0,123.0
2020-07-31,05154,29.0,44.0
2020-07-31,05158,39.0,34.0
2020-07-31,05162,50.0,81.0
2020-07-31,05166,24.0,37.0
2020-07-31,05170,61.0,107.0
2020-07-31,05314,53.0,243.0
2020-07-31,05315,113.0,385.0
2020-07-31,05316,39.0,58.0
2020-07-31,05334,57.0,270.0
2020-07-31,05358,41.0,49.0
2020-07-31,05362,24.0,58.0
2020-07-31,05366,32.0,22.0
2020-07-31,05370,10.0,26.0
2020-07-31,05374,32.0,68.0
2020-07-31,05378,16.0,36.0
2020-07-31,05382,18.0,73.0
2020-07-31,05512,41.0,25.0
2020-07-31,05513,53.0,72.0
2020-07-31,05515,63.0,248.0
2020-07-31,05554,41.0,42.0
2020-07-31,05558,18.0,19.0
2020-07-31,05562,100.0,178.0
2020-07-31,05566,35.0,69.0
2020-07-31,05570,46.0,26.0
2020-07-31,05711,54.0,120.0
2020-07-31,05754,24.0,25.0
2020-07-31,05758,21.0,56.0
2020-07-31,05762,12.0,29.0
2020-07-31,05766,35.0,53.0
2020-07-31,05770,52.0,113.0
2020-07-31,05774,66.0,91.0
2020-07-31,05911,76.0,159.0
2020-07-31,05913,69.0,223.0
2020-07-31,05914,43.0,55.0
2020-07-31,05915,49.0,63.0
2020-07-31,05916,21.0,46.0
2020-07-31,05954,41.0,97.0
2020-07-31,05958,55.0,73.0
2020-07-31,05962,54.0,71.0
2020-07-31,05966,20.0,20.0
2020-07-31,05970,37.0,100.0
2020-07-31,05974,31.0,71.0
2020-07-31,05978,30.0,100.0
2020-07-31,06411,34.0,73.0
2020-07-31,06412,80.0,248.0
2020-07-31,06413,43.0,84.0
2020-07-31,06414,41.0,71.0
2020-07-31,06431,33.0,18.0
2020-07-31,06432,4.0,25.0
2020-07-31,06433,6.0,12.0
2020-07-31,06434,19.0,13.0
2020-07-31,06435,22.0,67.0
2020-07-31,06436,8.0,22.0
2020-07-31,06437,11.0,115.0
2020-07-31,06438,21.0,25.0
2020-07-31,06439,8.0,12.0
2020-07-31,06440,17.0,72.0
2020-07-31,06531,51.0,195.0
2020-07-31,06532,10.0,50.0
2020-07-31,06533,24.0,36.0
2020-07-31,06534,45.0,129.0
2020-07-31,06535,19.0,21.0
2020-07-31,06611,43.0,141.0
2020-07-31,06631,26.0,74.0
2020-07-31,06632,33.0,41.0
2020-07-31,06633,18.0,17.0
2020-07-31,06634,29.0,22.0
2020-07-31,06635,50.0,80.0
2020-07-31,06636,31.0,28.0
2020-07-31,07111,52.0,85.0
2020-07-31,07131,10.0,15.0
2020-07-31,07132,9.0,9.0
2020-07-31,07133,41.0,26.0
2020-07-31,07134,3.0,18.0
2020-07-31,07135,12.0,5.0
2020-07-31,07137,28.0,21.0
2020-07-31,07138,55.0,40.0
2020-07-31,07140,10.0,10.0
2020-07-31,07141,20.0,27.0
2020-07-31,07143,23.0,16.0
2020-07-31,07211,36.0,91.0
2020-07-31,07231,19.0,14.0
2020-07-31,07232,5.0,14.0
2020-07-31,07233,14.0,1.0
2020-07-31,07235,8.0,10.0
2020-07-31,07311,7.0,15.0
2020-07-31,07312,66.0,105.0
2020-07-31,07313,9.0,15.0
2020-07-31,07314,67.0,77.0
2020-07-31,07315,40.0,101.0
2020-07-31,07316,6.0,15.0
2020-07-31,07317,5.0,8.0
2020-07-31,07318,20.0,19.0
2020-07-31,07319,13.0,39.0
2020-07-31,07320,6.0,8.0
2020-07-31,07331,3.0,6.0
2020-07-31,07332,8.0,8.0
2020-07-31,07333,3.0,9.0
2020-07-31,07334,18.0,11.0
2020-07-31,07335,9.0,5.0
2020-07-31,07336,3.0,16.0
2020-07-31,07337,8.0,9.0
2020-07-31,07339,6.0,13.0
2020-07-31,07340,6.0,3.0
2020-07-31,08111,197.0,316.0
2020-07-31,08115,10.0,50.0
2020-07-31,08116,32.0,76.0
2020-07-31,08117,37.0,44.0
2020-07-31,08118,130.0,63.0
2020-07-31,08119,58.0,50.0
2020-07-31,08121,50.0,41.0
2020-07-31,08125,8.0,44.0
2020-07-31,08126,5.0,7.0
2020-07-31,08127,20.0,34.0
2020-07-31,08128,32.0,34.0
2020-07-31,08135,5.0,17.0
2020-07-31,08136,30.0,48.0
2020-07-31,08211,16.0,18.0
2020-07-31,08212,50.0,124.0
2020-07-31,08215,25.0,37.0
2020-07-31,08216,1.0,14.0
2020-07-31,08221,70.0,244.0
2020-07-31,08222,10.0,105.0
2020-07-31,08225,4.0,11.0
2020-07-31,08226,11.0,34.0
2020-07-31,08231,30.0,55.0
2020-07-31,08235,9.0,15.0
2020-07-31,08236,3.0,12.0
2020-07-31,08237,0.0,10.0
2020-07-31,08311,95.0,155.0
2020-07-31,08315,42.0,81.0
2020-07-31,08316,3.0,31.0
2020-07-31,08317,52.0,63.0
2020-07-31,08325,4.0,12.0
2020-07-31,08326,50.0,66.0
2020-07-31,08327,7.0,9.0
2020-07-31,08335,21.0,87.0
2020-07-31,08336,13.0,22.0
2020-07-31,08337,12.0,24.0
2020-07-31,08415,17.0,34.0
2020-07-31,08416,21.0,99.0
2020-07-31,08417,6.0,24.0
2020-07-31,08421,50.0,100.0
2020-07-31,08425,19.0,11.0
2020-07-31,08426,16.0,11.0
2020-07-31,08435,40.0,35.0
2020-07-31,08436,19.0,49.0
2020-07-31,08437,12.0,15.0
2020-07-31,09161,19.0,37.0
2020-07-31,09162,119.0,550.0
2020-07-31,09163,34.0,37.0
2020-07-31,09171,6.0,35.0
2020-07-31,09172,2.0,19.0
2020-07-31,09173,4.0,24.0
2020-07-31,09174,0.0,30.0
2020-07-31,09175,6.0,13.0
2020-07-31,09176,21.0,59.0
2020-07-31,09177,10.0,17.0
2020-07-31,09178,4.0,16.0
2020-07-31,09179,5.0,10.0
2020-07-31,09180,36.0,65.0
2020-07-31,09182,19.0,11.0
2020-07-31,09183,9.0,11.0
2020-07-31,09184,10.0,7.0
2020-07-31,09185,10.0,12.0
2020-07-31,09186,4.0,6.0
2020-07-31,09187,17.0,49.0
2020-07-31,09188,40.0,57.0
2020-07-31,09189,12.0,50.0
2020-07-31,09190,21.0,15.0
2020-07-31,09261,19.0,50.0
2020-07-31,09262,19.0,31.0
2020-07-31,09263,31.0,12.0
2020-07-31,09271,10.0,25.0
2020-07-31,09272,9.0,13.0
2020-07-31,09273,26.0,8.0
2020-07-31,09274,3.0,7.0
2020-07-31,09275,1.0,22.0
2020-07-31,09276,14.0,11.0
2020-07-31,09277,24.0,11.0
2020-07-31,09278,7.0,15.0
2020-07-31,09279,11.0,14.0
2020-07-31,09361,22.0,32.0
2020-07-31,09362,63.0,181.0
2020-07-31,09363,14.0,56.0
2020-07-31,09371,8.0,6.0
2020-07-31,09372,10.0,12.0
2020-07-31,09373,1.0,21.0
2020-07-31,09375,4.0,10.0
2020-07-31,09376,27.0,15.0
2020-07-31,09377,2.0,10.0
2020-07-31,09461,19.0,42.0
2020-07-31,09462,2.0,57.0
2020-07-31,09463,6.0,37.0
2020-07-31,09464,13.0,33.0
2020-07-31,09471,2.0,7.0
2020-07-31,09472,6.0,3.0
2020-07-31,09474,7.0,14.0
2020-07-31,09475,2.0,15.0
2020-07-31,09476,3.0,12.0
2020-07-31,09477,11.0,26.0
