datum,ags,intensivbetten_frei,intensivbetten_belegt
2022-10-01,01001,8,32
2022-10-01,01002,22,113
2022-10-01,01003,5,107
2022-10-01,01004,4,19
2022-10-01,01051,2,38
2022-10-01,01053,3,13
2022-10-01,01054,5,17
2022-10-01,01055,3,38
2022-10-01,01056,2,33
2022-10-01,01057,9,3
2022-10-01,01058,8,35
2022-10-01,01059,0,24
2022-10-01,01060,16,63
2022-10-01,01061,10,33
2022-10-01,01062,5,25
2022-10-01,02000,83,449
2022-10-01,03101,33,99
2022-10-01,03102,2,26
2022-10-01,03103,5,23
2022-10-01,03151,0,14
2022-10-01,03153,0,20
2022-10-01,03154,0,10
2022-10-01,03155,4,16
2022-10-01,03157,0,14
2022-10-01,03158,7,9
2022-10-01,03159,17,128
2022-10-01,03241,41,354
2022-10-01,03251,2,10
2022-10-01,03252,9,58
2022-10-01,03254,21,56
2022-10-01,03255,0,10
2022-10-01,03256,1,12
2022-10-01,03257,0,24
2022-10-01,03351,6,27
2022-10-01,03352,5,10
2022-10-01,03353,1,30
2022-10-01,03354,0,7
2022-10-01,03355,11,26
2022-10-01,03356,2,8
2022-10-01,03357,8,22
2022-10-01,03358,6,16
2022-10-01,03359,4,22
2022-10-01,03360,5,71
2022-10-01,03361,1,14
2022-10-01,03401,1,15
2022-10-01,03402,4,9
2022-10-01,03403,6,107
2022-10-01,03404,9,104
2022-10-01,03405,10,17
2022-10-01,03451,1,28
2022-10-01,03452,7,32
2022-10-01,03453,4,19
2022-10-01,03454,32,50
2022-10-01,03455,8,23
2022-10-01,03456,1,24
2022-10-01,03457,10,17
2022-10-01,03458,2,5
2022-10-01,03459,20,66
2022-10-01,03460,7,29
2022-10-01,03461,0,8
2022-10-01,03462,4,4
2022-10-01,04011,3,134
2022-10-01,04012,1,40
2022-10-01,05111,21,270
2022-10-01,05112,26,138
2022-10-01,05113,27,333
2022-10-01,05114,12,72
2022-10-01,05116,9,77
2022-10-01,05117,5,29
2022-10-01,05119,11,57
2022-10-01,05120,0,21
2022-10-01,05122,5,64
2022-10-01,05124,14,121
2022-10-01,05154,12,51
2022-10-01,05158,11,50
2022-10-01,05162,11,87
2022-10-01,05166,7,28
2022-10-01,05170,28,98
2022-10-01,05314,11,239
2022-10-01,05315,22,294
2022-10-01,05316,16,47
2022-10-01,05334,24,238
2022-10-01,05358,5,52
2022-10-01,05362,15,47
2022-10-01,05366,6,21
2022-10-01,05370,9,27
2022-10-01,05374,2,26
2022-10-01,05378,1,29
2022-10-01,05382,4,71
2022-10-01,05512,12,31
2022-10-01,05513,13,72
2022-10-01,05515,10,188
2022-10-01,05554,17,54
2022-10-01,05558,11,24
2022-10-01,05562,48,167
2022-10-01,05566,12,59
2022-10-01,05570,11,35
2022-10-01,05711,21,106
2022-10-01,05754,4,24
2022-10-01,05758,14,36
2022-10-01,05762,10,24
2022-10-01,05766,2,48
2022-10-01,05770,19,175
2022-10-01,05774,10,65
2022-10-01,05911,23,161
2022-10-01,05913,25,250
2022-10-01,05914,12,70
2022-10-01,05915,26,66
2022-10-01,05916,10,53
2022-10-01,05954,18,92
2022-10-01,05958,27,56
2022-10-01,05962,20,80
2022-10-01,05966,6,17
2022-10-01,05970,13,88
2022-10-01,05974,14,71
2022-10-01,05978,11,101
2022-10-01,06411,23,82
2022-10-01,06412,32,247
2022-10-01,06413,7,95
2022-10-01,06414,6,75
2022-10-01,06431,8,35
2022-10-01,06432,0,20
2022-10-01,06433,1,18
2022-10-01,06434,1,20
2022-10-01,06435,6,64
2022-10-01,06436,2,20
2022-10-01,06437,2,124
2022-10-01,06438,6,17
2022-10-01,06439,2,14
2022-10-01,06440,3,60
2022-10-01,06531,16,191
2022-10-01,06532,1,41
2022-10-01,06533,0,44
2022-10-01,06534,21,108
2022-10-01,06535,4,16
2022-10-01,06611,13,119
2022-10-01,06631,2,78
2022-10-01,06632,16,43
2022-10-01,06633,2,18
2022-10-01,06634,9,17
2022-10-01,06635,4,75
2022-10-01,06636,9,21
2022-10-01,07111,27,84
2022-10-01,07131,2,14
2022-10-01,07132,9,6
2022-10-01,07133,13,33
2022-10-01,07134,2,16
2022-10-01,07135,5,8
2022-10-01,07137,17,21
2022-10-01,07138,14,52
2022-10-01,07140,4,10
2022-10-01,07141,3,22
2022-10-01,07143,7,17
2022-10-01,07211,20,57
2022-10-01,07231,4,16
2022-10-01,07232,3,11
2022-10-01,07233,3,10
2022-10-01,07235,7,8
2022-10-01,07311,5,8
2022-10-01,07312,13,94
2022-10-01,07313,3,18
2022-10-01,07314,11,88
2022-10-01,07315,3,103
2022-10-01,07316,0,15
2022-10-01,07317,8,8
2022-10-01,07318,0,28
2022-10-01,07319,6,46
2022-10-01,07320,2,8
2022-10-01,07331,1,5
2022-10-01,07332,3,12
2022-10-01,07333,5,7
2022-10-01,07334,3,15
2022-10-01,07335,5,5
2022-10-01,07336,0,16
2022-10-01,07337,2,10
2022-10-01,07339,0,7
2022-10-01,07340,7,4
2022-10-01,08111,45,209
2022-10-01,08115,4,43
2022-10-01,08116,14,71
