date,ags,age_group,stage,new
2024-01-09,02000,18-59,3,7
2024-01-09,02000,18-59,4,38
2024-01-09,02000,18-59,5,31
2024-01-09,02000,18-59,6,7
2024-01-09,02000,60+,4,42
2024-01-09,02000,60+,5,236
2024-01-09,02000,60+,6,47
2024-01-09,03101,18-59,4,5
2024-01-09,03101,18-59,5,10
2024-01-09,03101,60+,4,10
2024-01-09,03101,60+,5,55
2024-01-09,03101,60+,6,16
2024-01-09,03102,60+,3,5
2024-01-09,03102,60+,4,9
2024-01-09,03102,60+,5,10
2024-01-09,03103,60+,5,5
2024-01-09,03151,60+,3,6
2024-01-09,03151,60+,4,7
2024-01-09,03151,60+,5,38
2024-01-09,03153,60+,4,6
2024-01-09,03153,60+,5,18
2024-01-09,03154,60+,4,6
2024-01-09,03154,60+,5,8
2024-01-09,03155,60+,4,10
2024-01-09,03155,60+,5,33
2024-01-09,03157,60+,4,5
2024-01-09,03157,60+,5,34
2024-01-09,03158,60+,5,19
2024-01-09,03159,18-59,4,10
2024-01-09,03159,18-59,5,11
2024-01-09,03159,60+,4,6
2024-01-09,03159,60+,5,62
2024-01-09,03159,60+,6,13
2024-01-09,03241,18-59,1,8
2024-01-09,03241,18-59,3,5
2024-01-09,03241,18-59,4,11
2024-01-09,03241,18-59,5,28
2024-01-09,03241,18-59,6,6
2024-01-09,03241,60+,1,10
2024-01-09,03241,60+,3,6
2024-01-09,03241,60+,4,37
2024-01-09,03241,60+,5,294
2024-01-09,03241,60+,6,57
2024-01-09,03251,18-59,5,6
2024-01-09,03251,60+,4,10
2024-01-09,03251,60+,5,26
2024-01-09,03251,60+,6,19
2024-01-09,03252,60+,4,10
2024-01-09,03252,60+,5,24
2024-01-09,03252,60+,6,5
2024-01-09,03254,18-59,4,9
2024-01-09,03254,60+,4,12
2024-01-09,03254,60+,5,52
2024-01-09,03254,60+,6,10
2024-01-09,03255,60+,4,5
2024-01-09,03255,60+,5,15
2024-01-09,03256,18-59,1,5
2024-01-09,03256,60+,1,5
2024-01-09,03256,60+,5,9
2024-01-09,03257,60+,5,11
2024-01-09,03257,60+,6,5
2024-01-09,03351,60+,4,8
2024-01-09,03351,60+,5,16
2024-01-09,03351,60+,6,5
2024-01-09,03352,18-59,4,8
2024-01-09,03352,60+,4,5
2024-01-09,03352,60+,5,31
2024-01-09,03352,60+,6,22
2024-01-09,03353,18-59,1,6
2024-01-09,03353,18-59,4,10
2024-01-09,03353,18-59,5,13
2024-01-09,03353,18-59,6,5
2024-01-09,03353,60+,4,14
2024-01-09,03353,60+,5,72
2024-01-09,03353,60+,6,19
2024-01-09,03354,60+,3,5
2024-01-09,03354,60+,4,6
2024-01-09,03354,60+,5,23
2024-01-09,03355,18-59,4,10
2024-01-09,03355,60+,4,12
2024-01-09,03355,60+,5,50
2024-01-09,03355,60+,6,15
2024-01-09,03356,60+,5,31
2024-01-09,03356,60+,6,13
2024-01-09,03357,18-59,4,7
2024-01-09,03357,18-59,5,5
2024-01-09,03357,18-59,6,5
2024-01-09,03357,60+,5,38
2024-01-09,03358,60+,4,17
2024-01-09,03358,60+,5,48
2024-01-09,03358,60+,6,12
2024-01-09,03359,60+,5,29
2024-01-09,03359,60+,6,13
2024-01-09,03360,60+,4,7
2024-01-09,03360,60+,5,36
2024-01-09,03361,60+,4,7
2024-01-09,03361,60+,5,40
2024-01-09,03361,60+,6,6
2024-01-09,03401,18-59,3,5
2024-01-09,03401,18-59,5,31
2024-01-09,03401,60+,4,14
2024-01-09,03401,60+,5,6
2024-01-09,03402,60+,5,5
2024-01-09,03403,18-59,4,9
2024-01-09,03403,60+,4,11
2024-01-09,03403,60+,5,38
2024-01-09,03404,18-59,4,10
2024-01-09,03404,60+,4,7
2024-01-09,03404,60+,5,37
2024-01-09,03404,60+,6,5
2024-01-09,03451,60+,4,6
2024-01-09,03451,60+,5,33
2024-01-09,03451,60+,6,5
2024-01-09,03452,60+,5,41
2024-01-09,03452,60+,6,35
2024-01-09,03453,60+,4,5
2024-01-09,03453,60+,5,14
2024-01-09,03454,60+,4,8
2024-01-09,03454,60+,5,26
2024-01-09,03455,60+,5,16
2024-01-09,03455,60+,6,8
2024-01-09,03455,60+,7,6
2024-01-09,03456,18-59,5,8
2024-01-09,03456,60+,4,9
2024-01-09,03456,60+,5,12
2024-01-09,03457,60+,4,7
2024-01-09,03457,60+,5,10
2024-01-09,03458,18-59,4,5
2024-01-09,03458,60+,3,5
2024-01-09,03458,60+,5,9
2024-01-09,03458,60+,6,6
2024-01-09,03459,18-59,4,8
2024-01-09,03459,60+,4,35
2024-01-09,03459,60+,5,54
2024-01-09,03459,60+,6,7
2024-01-09,03460,18-59,4,7
2024-01-09,03460,18-59,5,5
2024-01-09,03460,60+,4,8
2024-01-09,03460,60+,5,27
2024-01-09,03460,60+,6,6
2024-01-09,03461,18-59,5,5
2024-01-09,03461,18-59,6,7
2024-01-09,03461,60+,5,20
2024-01-09,03461,60+,6,9
2024-01-09,04011,18-59,4,7
2024-01-09,04011,18-59,5,10
2024-01-09,04011,60+,4,12
2024-01-09,04011,60+,5,77
2024-01-09,04011,60+,6,27
2024-01-09,04012,60+,4,6
2024-01-09,04012,60+,5,45
2024-01-09,04012,60+,6,5
2024-01-09,05111,18-59,2,8
2024-01-09,05111,18-59,3,9
2024-01-09,05111,18-59,4,9
2024-01-09,05111,18-59,5,13
2024-01-09,05111,18-59,6,6
2024-01-09,05111,60+,2,8
2024-01-09,05111,60+,3,12
2024-01-09,05111,60+,4,25
2024-01-09,05111,60+,5,74
2024-01-09,05111,60+,6,15
2024-01-09,05111,60+,7,12
2024-01-09,05112,18-59,5,5
2024-01-09,05112,18-59,6,6
2024-01-09,05112,60+,5,48
2024-01-09,05112,60+,6,16
2024-01-09,05112,60+,7,20
2024-01-09,05113,18-59,4,6
2024-01-09,05113,18-59,5,8
