date,ags,age_group,stage,new
2021-11-02,1001,12-17,1,18
2021-11-02,1001,12-17,2,27
2021-11-02,1001,12-17,3,5
2021-11-02,1001,18-59,1,59
2021-11-02,1001,18-59,2,101
2021-11-02,1001,18-59,3,90
2021-11-02,1001,60+,1,15
2021-11-02,1001,60+,2,13
2021-11-02,1001,60+,3,225
2021-11-02,1002,12-17,1,41
2021-11-02,1002,12-17,2,43
2021-11-02,1002,18-59,1,107
2021-11-02,1002,18-59,2,168
2021-11-02,1002,18-59,3,167
2021-11-02,1002,60+,1,27
2021-11-02,1002,60+,2,46
2021-11-02,1002,60+,3,594
2021-11-02,1003,12-17,1,52
2021-11-02,1003,12-17,2,30
2021-11-02,1003,18-59,1,109
2021-11-02,1003,18-59,2,165
2021-11-02,1003,18-59,3,152
2021-11-02,1003,60+,1,25
2021-11-02,1003,60+,2,33
2021-11-02,1003,60+,3,656
2021-11-02,1004,12-17,1,21
2021-11-02,1004,12-17,2,11
2021-11-02,1004,18-59,1,21
2021-11-02,1004,18-59,2,31
2021-11-02,1004,18-59,3,34
2021-11-02,1004,60+,1,14
2021-11-02,1004,60+,2,13
2021-11-02,1004,60+,3,149
2021-11-02,1051,12-17,1,35
2021-11-02,1051,12-17,2,36
2021-11-02,1051,18-59,1,60
2021-11-02,1051,18-59,2,127
2021-11-02,1051,18-59,3,80
2021-11-02,1051,60+,1,6
2021-11-02,1051,60+,2,26
2021-11-02,1051,60+,3,345
2021-11-02,1053,12-17,1,38
2021-11-02,1053,12-17,2,43
2021-11-02,1053,18-59,1,65
2021-11-02,1053,18-59,2,132
2021-11-02,1053,18-59,3,89
2021-11-02,1053,60+,1,17
2021-11-02,1053,60+,2,11
2021-11-02,1053,60+,3,352
2021-11-02,1054,12-17,1,30
2021-11-02,1054,12-17,2,36
2021-11-02,1054,18-59,1,46
2021-11-02,1054,18-59,2,90
2021-11-02,1054,18-59,3,148
2021-11-02,1054,60+,1,15
2021-11-02,1054,60+,2,22
2021-11-02,1054,60+,3,306
2021-11-02,1055,12-17,1,29
2021-11-02,1055,12-17,2,38
2021-11-02,1055,18-59,1,29
2021-11-02,1055,18-59,2,102
2021-11-02,1055,18-59,3,124
2021-11-02,1055,60+,1,12
2021-11-02,1055,60+,2,22
2021-11-02,1055,60+,3,419
2021-11-02,1056,12-17,1,41
2021-11-02,1056,12-17,2,28
2021-11-02,1056,18-59,1,58
2021-11-02,1056,18-59,2,94
2021-11-02,1056,18-59,3,82
2021-11-02,1056,60+,1,13
2021-11-02,1056,60+,2,24
2021-11-02,1056,60+,3,444
2021-11-02,1057,12-17,1,15
2021-11-02,1057,12-17,2,20
2021-11-02,1057,18-59,1,20
2021-11-02,1057,18-59,2,42
2021-11-02,1057,18-59,3,59
2021-11-02,1057,60+,1,8
2021-11-02,1057,60+,2,32
2021-11-02,1057,60+,3,232
2021-11-02,1058,12-17,1,39
2021-11-02,1058,12-17,2,43
2021-11-02,1058,12-17,3,7
2021-11-02,1058,18-59,1,54
2021-11-02,1058,18-59,2,89
2021-11-02,1058,18-59,3,88
2021-11-02,1058,60+,1,13
2021-11-02,1058,60+,2,23
2021-11-02,1058,60+,3,387
2021-11-02,1059,12-17,1,24
2021-11-02,1059,12-17,2,38
2021-11-02,1059,18-59,1,58
2021-11-02,1059,18-59,2,109
2021-11-02,1059,18-59,3,115
2021-11-02,1059,60+,1,8
2021-11-02,1059,60+,2,32
2021-11-02,1059,60+,3,416
2021-11-02,1060,12-17,1,39
2021-11-02,1060,12-17,2,55
2021-11-02,1060,18-59,1,55
2021-11-02,1060,18-59,2,99
2021-11-02,1060,18-59,3,67
2021-11-02,1060,60+,1,15
2021-11-02,1060,60+,2,37
2021-11-02,1060,60+,3,417
2021-11-02,1061,12-17,1,9
2021-11-02,1061,12-17,2,18
2021-11-02,1061,18-59,1,18
2021-11-02,1061,18-59,2,44
2021-11-02,1061,18-59,3,40
2021-11-02,1061,60+,1,11
2021-11-02,1061,60+,2,13
2021-11-02,1061,60+,3,193
2021-11-02,1062,12-17,1,58
2021-11-02,1062,12-17,2,42
2021-11-02,1062,18-59,1,99
2021-11-02,1062,18-59,2,129
2021-11-02,1062,18-59,3,120
2021-11-02,1062,60+,1,9
2021-11-02,1062,60+,2,26
2021-11-02,1062,60+,3,558
2021-11-02,2000,12-17,1,306
2021-11-02,2000,12-17,2,336
2021-11-02,2000,18-59,1,675
2021-11-02,2000,18-59,2,1270
2021-11-02,2000,18-59,3,1123
2021-11-02,2000,60+,1,120
2021-11-02,2000,60+,2,213
2021-11-02,2000,60+,3,2803
2021-11-02,3101,12-17,1,37
2021-11-02,3101,12-17,2,56
2021-11-02,3101,18-59,1,97
2021-11-02,3101,18-59,2,223
2021-11-02,3101,18-59,3,236
2021-11-02,3101,60+,1,21
2021-11-02,3101,60+,2,48
2021-11-02,3101,60+,3,659
2021-11-02,3102,12-17,1,14
2021-11-02,3102,12-17,2,10
2021-11-02,3102,18-59,1,62
2021-11-02,3102,18-59,2,135
2021-11-02,3102,18-59,3,116
2021-11-02,3102,60+,1,13
2021-11-02,3102,60+,2,46
2021-11-02,3102,60+,3,273
2021-11-02,3103,12-17,1,21
2021-11-02,3103,12-17,2,40
2021-11-02,3103,18-59,1,53
2021-11-02,3103,18-59,2,130
2021-11-02,3103,18-59,3,143
2021-11-02,3103,60+,1,14
2021-11-02,3103,60+,2,28
2021-11-02,3103,60+,3,283
2021-11-02,3151,12-17,1,33
2021-11-02,3151,12-17,2,44
2021-11-02,3151,18-59,1,81
2021-11-02,3151,18-59,2,171
2021-11-02,3151,18-59,3,90
2021-11-02,3151,60+,1,21
2021-11-02,3151,60+,2,32
2021-11-02,3151,60+,3,367
2021-11-02,3153,12-17,1,19
2021-11-02,3153,12-17,2,25
2021-11-02,3153,18-59,1,38
2021-11-02,3153,18-59,2,56
2021-11-02,3153,18-59,3,76
2021-11-02,3153,60+,1,8
2021-11-02,3153,60+,2,11
2021-11-02,3153,60+,3,160
2021-11-02,3154,12-17,1,22
2021-11-02,3154,12-17,2,11
2021-11-02,3154,18-59,1,13
2021-11-02,3154,18-59,2,42
2021-11-02,3154,18-59,3,38
2021-11-02,3154,60+,2,18
2021-11-02,3154,60+,3,165
2021-11-02,3155,12-17,1,22
2021-11-02,3155,12-17,2,60
2021-11-02,3155,18-59,1,45
2021-11-02,3155,18-59,2,92
2021-11-02,3155,18-59,3,102
2021-11-02,3155,60+,1,6
2021-11-02,3155,60+,2,19
2021-11-02,3155,60+,3,276
2021-11-02,3157,12-17,1,12
2021-11-02,3157,12-17,2,20
2021-11-02,3157,18-59,1,36
2021-11-02,3157,18-59,2,88
2021-11-02,3157,18-59,3,76
2021-11-02,3157,60+,2,47
2021-11-02,3157,60+,3,280
2021-11-02,3158,12-17,1,11
2021-11-02,3158,12-17,2,14
2021-11-02,3158,18-59,1,25
2021-11-02,3158,18-59,2,90
2021-11-02,3158,18-59,3,87
