date,ags,age_group,stage,new
2021-01-31,01001,18-59,2,30
2021-01-31,01001,60+,2,42
2021-01-31,01002,18-59,1,8
2021-01-31,01002,18-59,2,11
2021-01-31,01002,60+,2,50
2021-01-31,01003,18-59,2,34
2021-01-31,01003,60+,2,105
2021-01-31,01004,60+,2,57
2021-01-31,01051,18-59,1,6
2021-01-31,01051,18-59,2,23
2021-01-31,01051,60+,2,58
2021-01-31,01053,18-59,2,14
2021-01-31,01053,60+,2,50
2021-01-31,01054,18-59,2,20
2021-01-31,01054,60+,2,44
2021-01-31,01055,18-59,1,6
2021-01-31,01055,18-59,2,19
2021-01-31,01055,60+,2,56
2021-01-31,01056,18-59,2,43
2021-01-31,01056,60+,2,99
2021-01-31,01057,18-59,2,26
2021-01-31,01057,60+,2,49
2021-01-31,01058,18-59,2,22
2021-01-31,01058,60+,2,52
2021-01-31,01059,18-59,2,26
2021-01-31,01059,60+,2,58
2021-01-31,01060,18-59,2,13
2021-01-31,01060,60+,2,45
2021-01-31,01061,18-59,2,13
2021-01-31,01061,60+,2,48
2021-01-31,01062,18-59,2,21
2021-01-31,01062,60+,1,5
2021-01-31,01062,60+,2,98
2021-01-31,02000,18-59,1,351
2021-01-31,02000,18-59,2,514
2021-01-31,02000,60+,1,745
2021-01-31,02000,60+,2,715
2021-01-31,03241,12-17,1,6
2021-01-31,03241,18-59,1,564
2021-01-31,03241,18-59,2,86
2021-01-31,03241,60+,1,806
2021-01-31,03241,60+,2,142
2021-01-31,03252,18-59,1,80
2021-01-31,03252,18-59,2,67
2021-01-31,03252,60+,1,22
2021-01-31,03252,60+,2,14
2021-01-31,03255,18-59,1,71
2021-01-31,03255,60+,1,114
2021-01-31,03353,18-59,2,51
2021-01-31,03353,60+,2,8
2021-01-31,03356,18-59,2,51
2021-01-31,03356,60+,2,68
2021-01-31,03401,18-59,2,6
2021-01-31,03404,18-59,2,100
2021-01-31,03404,60+,2,86
2021-01-31,03454,18-59,1,108
2021-01-31,03454,60+,1,159
2021-01-31,04011,18-59,1,80
2021-01-31,04011,18-59,2,175
2021-01-31,04011,60+,1,268
