date,ags,age_group,stage,new
2022-01-26,01001,05-11,1,15
2022-01-26,01001,05-11,2,25
2022-01-26,01001,12-17,1,8
2022-01-26,01001,12-17,2,14
2022-01-26,01001,12-17,3,32
2022-01-26,01001,18-59,1,25
2022-01-26,01001,18-59,2,75
2022-01-26,01001,18-59,3,600
2022-01-26,01001,60+,2,9
2022-01-26,01001,60+,3,167
2022-01-26,01002,05-11,1,64
2022-01-26,01002,05-11,2,37
2022-01-26,01002,12-17,1,19
2022-01-26,01002,12-17,2,27
2022-01-26,01002,12-17,3,168
2022-01-26,01002,18-59,1,50
2022-01-26,01002,18-59,2,184
2022-01-26,01002,18-59,3,1361
2022-01-26,01002,60+,1,7
2022-01-26,01002,60+,2,25
2022-01-26,01002,60+,3,441
2022-01-26,01003,05-11,1,31
2022-01-26,01003,05-11,2,49
2022-01-26,01003,12-17,1,31
2022-01-26,01003,12-17,2,33
2022-01-26,01003,12-17,3,197
2022-01-26,01003,18-59,1,55
2022-01-26,01003,18-59,2,244
2022-01-26,01003,18-59,3,1328
2022-01-26,01003,60+,1,15
2022-01-26,01003,60+,2,30
2022-01-26,01003,60+,3,465
2022-01-26,01004,05-11,1,33
2022-01-26,01004,12-17,1,28
2022-01-26,01004,12-17,2,33
2022-01-26,01004,12-17,3,77
2022-01-26,01004,18-59,1,64
2022-01-26,01004,18-59,2,101
2022-01-26,01004,18-59,3,343
2022-01-26,01004,60+,1,12
2022-01-26,01004,60+,2,16
2022-01-26,01004,60+,3,112
2022-01-26,01051,05-11,1,19
2022-01-26,01051,05-11,2,31
2022-01-26,01051,12-17,1,25
2022-01-26,01051,12-17,2,16
2022-01-26,01051,12-17,3,108
2022-01-26,01051,18-59,1,39
2022-01-26,01051,18-59,2,133
2022-01-26,01051,18-59,3,610
2022-01-26,01051,60+,2,32
2022-01-26,01051,60+,3,226
2022-01-26,01053,05-11,1,54
2022-01-26,01053,05-11,2,17
2022-01-26,01053,12-17,1,44
2022-01-26,01053,12-17,2,40
2022-01-26,01053,12-17,3,144
2022-01-26,01053,18-59,1,35
2022-01-26,01053,18-59,2,140
2022-01-26,01053,18-59,3,834
2022-01-26,01053,60+,1,6
2022-01-26,01053,60+,2,21
2022-01-26,01053,60+,3,373
2022-01-26,01054,05-11,1,21
2022-01-26,01054,12-17,1,17
2022-01-26,01054,12-17,2,18
2022-01-26,01054,12-17,3,111
2022-01-26,01054,18-59,1,34
2022-01-26,01054,18-59,2,222
2022-01-26,01054,18-59,3,846
2022-01-26,01054,60+,1,6
2022-01-26,01054,60+,2,22
2022-01-26,01054,60+,3,343
2022-01-26,01055,05-11,1,81
2022-01-26,01055,05-11,2,5
2022-01-26,01055,12-17,1,23
2022-01-26,01055,12-17,2,29
2022-01-26,01055,12-17,3,76
2022-01-26,01055,18-59,1,36
2022-01-26,01055,18-59,2,138
2022-01-26,01055,18-59,3,919
2022-01-26,01055,60+,1,8
2022-01-26,01055,60+,2,22
2022-01-26,01055,60+,3,591
2022-01-26,01056,05-11,1,17
2022-01-26,01056,05-11,2,19
2022-01-26,01056,12-17,1,28
2022-01-26,01056,12-17,2,48
2022-01-26,01056,12-17,3,198
2022-01-26,01056,18-59,1,78
2022-01-26,01056,18-59,2,214
2022-01-26,01056,18-59,3,1361
2022-01-26,01056,60+,1,12
2022-01-26,01056,60+,2,30
2022-01-26,01056,60+,3,514
2022-01-26,01057,05-11,1,6
2022-01-26,01057,05-11,2,26
2022-01-26,01057,12-17,1,15
2022-01-26,01057,12-17,2,22
2022-01-26,01057,12-17,3,46
2022-01-26,01057,18-59,1,13
2022-01-26,01057,18-59,2,68
2022-01-26,01057,18-59,3,458
2022-01-26,01057,18-59,4,5
2022-01-26,01057,60+,1,5
2022-01-26,01057,60+,2,9
2022-01-26,01057,60+,3,237
2022-01-26,01058,05-11,1,60
2022-01-26,01058,05-11,2,10
2022-01-26,01058,12-17,1,19
2022-01-26,01058,12-17,2,21
2022-01-26,01058,12-17,3,122
2022-01-26,01058,18-59,1,45
2022-01-26,01058,18-59,2,133
2022-01-26,01058,18-59,3,1119
2022-01-26,01058,60+,1,8
2022-01-26,01058,60+,2,25
2022-01-26,01058,60+,3,513
2022-01-26,01059,05-11,1,24
2022-01-26,01059,12-17,1,23
2022-01-26,01059,12-17,2,18
2022-01-26,01059,12-17,3,107
2022-01-26,01059,18-59,1,48
2022-01-26,01059,18-59,2,99
2022-01-26,01059,18-59,3,795
2022-01-26,01059,60+,2,26
2022-01-26,01059,60+,3,440
2022-01-26,01060,05-11,1,37
2022-01-26,01060,05-11,2,12
2022-01-26,01060,12-17,1,25
2022-01-26,01060,12-17,2,29
2022-01-26,01060,12-17,3,158
2022-01-26,01060,18-59,1,47
2022-01-26,01060,18-59,2,178
2022-01-26,01060,18-59,3,1206
2022-01-26,01060,60+,1,9
2022-01-26,01060,60+,2,32
2022-01-26,01060,60+,3,502
2022-01-26,01061,00-04,1,7
2022-01-26,01061,00-04,2,17
2022-01-26,01061,05-11,1,27
2022-01-26,01061,05-11,2,66
2022-01-26,01061,12-17,1,16
2022-01-26,01061,12-17,2,11
2022-01-26,01061,12-17,3,95
2022-01-26,01061,18-59,1,36
2022-01-26,01061,18-59,2,125
2022-01-26,01061,18-59,3,670
2022-01-26,01061,60+,1,7
2022-01-26,01061,60+,2,20
2022-01-26,01061,60+,3,293
2022-01-26,01062,05-11,1,49
2022-01-26,01062,05-11,2,31
2022-01-26,01062,12-17,1,39
2022-01-26,01062,12-17,2,28
