date,ags,age_group,stage,new
2024-01-13,01059,60+,5,9
2024-01-13,01059,60+,6,8
2024-01-13,03361,18-59,5,6
2024-01-13,03453,60+,4,5
2024-01-13,04012,18-59,5,7
2024-01-13,04012,60+,5,32
2024-01-13,04012,60+,6,6
2024-01-13,05112,60+,5,8
2024-01-13,05113,18-59,6,5
2024-01-13,05114,18-59,5,5
2024-01-13,05162,60+,5,19
2024-01-13,05162,60+,6,8
2024-01-13,05315,60+,7,7
2024-01-13,05334,18-59,7,5
2024-01-13,05334,60+,7,13
2024-01-13,05362,60+,7,5
2024-01-13,05562,60+,5,9
2024-01-13,05754,60+,6,5
2024-01-13,05962,18-59,5,5
2024-01-13,06433,60+,4,18
2024-01-13,06433,60+,5,11
2024-01-13,06531,18-59,4,5
2024-01-13,06531,60+,4,5
2024-01-13,06531,60+,5,14
2024-01-13,06611,60+,5,7
2024-01-13,07131,60+,6,5
2024-01-13,07133,60+,5,8
2024-01-13,07133,60+,6,5
2024-01-13,07141,60+,6,6
2024-01-13,08115,60+,2,8
2024-01-13,08115,60+,5,12
2024-01-13,08136,18-59,5,5
2024-01-13,08231,00-04,2,10
2024-01-13,08231,05-11,4,7
2024-01-13,08231,12-17,4,19
2024-01-13,08231,18-59,4,5
2024-01-13,08231,18-59,5,56
2024-01-13,08231,18-59,6,22
2024-01-13,08231,18-59,7,5
2024-01-13,08231,60+,4,8
2024-01-13,08231,60+,5,5
2024-01-13,08231,60+,6,8
2024-01-13,08231,60+,7,6
2024-01-13,08326,60+,6,5
2024-01-13,08415,60+,5,19
2024-01-13,11000,05-11,2,5
2024-01-13,11000,05-11,6,7
2024-01-13,11000,12-17,4,6
2024-01-13,11000,18-59,8,6
