date,ags,age_group,stage,new
2021-10-24,01051,60+,3,6
2021-10-24,01060,12-17,1,6
2021-10-24,01061,12-17,1,8
2021-10-24,01061,12-17,2,18
2021-10-24,01061,18-59,1,22
2021-10-24,01061,18-59,2,43
2021-10-24,01061,60+,1,5
2021-10-24,02000,12-17,1,21
2021-10-24,02000,12-17,2,40
2021-10-24,02000,18-59,1,225
2021-10-24,02000,18-59,2,253
2021-10-24,02000,18-59,3,84
2021-10-24,02000,60+,1,12
2021-10-24,02000,60+,2,10
2021-10-24,02000,60+,3,148
2021-10-24,03254,18-59,1,8
2021-10-24,03254,18-59,2,7
2021-10-24,03254,18-59,3,10
2021-10-24,03456,12-17,1,54
2021-10-24,03456,12-17,2,6
2021-10-24,03456,18-59,1,89
2021-10-24,03456,18-59,2,83
2021-10-24,03456,18-59,3,110
2021-10-24,03456,60+,1,7
2021-10-24,03456,60+,2,18
2021-10-24,03456,60+,3,13
2021-10-24,03458,18-59,1,36
2021-10-24,03458,60+,1,10
2021-10-24,03460,60+,3,5
2021-10-24,03462,18-59,3,6
2021-10-24,05112,60+,2,5
2021-10-24,05124,18-59,1,24
2021-10-24,05124,18-59,2,30
2021-10-24,05124,60+,3,6
2021-10-24,05158,12-17,1,14
2021-10-24,05158,18-59,1,23
2021-10-24,05158,18-59,2,29
2021-10-24,05158,60+,3,14
2021-10-24,05170,60+,3,5
2021-10-24,05315,12-17,1,15
2021-10-24,05315,12-17,2,11
2021-10-24,05315,18-59,1,74
2021-10-24,05315,18-59,2,57
2021-10-24,05315,18-59,3,32
2021-10-24,05315,60+,3,17
2021-10-24,05316,12-17,2,5
2021-10-24,05334,12-17,1,6
2021-10-24,05334,12-17,2,27
2021-10-24,05334,18-59,1,7
2021-10-24,05334,18-59,2,11
2021-10-24,05334,18-59,3,8
2021-10-24,05334,60+,3,10
2021-10-24,05358,12-17,1,5
2021-10-24,05358,12-17,2,5
2021-10-24,05358,18-59,1,11
2021-10-24,05358,18-59,2,21
2021-10-24,05358,18-59,3,18
2021-10-24,05358,60+,2,8
2021-10-24,05358,60+,3,8
2021-10-24,05378,18-59,1,17
2021-10-24,05378,18-59,2,8
2021-10-24,05378,18-59,3,9
2021-10-24,05378,60+,3,7
2021-10-24,05382,60+,3,11
2021-10-24,05512,18-59,1,8
2021-10-24,05512,18-59,2,29
2021-10-24,05554,12-17,1,11
2021-10-24,05554,18-59,1,30
2021-10-24,05554,18-59,2,19
2021-10-24,05554,18-59,3,12
2021-10-24,05554,60+,2,6
2021-10-24,05554,60+,3,8
2021-10-24,05566,18-59,1,6
2021-10-24,05566,18-59,2,10
2021-10-24,05566,18-59,3,24
2021-10-24,05566,60+,3,5
2021-10-24,05711,12-17,1,23
2021-10-24,05711,12-17,2,12
2021-10-24,05711,18-59,1,84
2021-10-24,05711,18-59,2,82
2021-10-24,05711,18-59,3,31
2021-10-24,05711,60+,1,12
2021-10-24,05711,60+,2,9
2021-10-24,05711,60+,3,23
2021-10-24,05754,12-17,1,8
2021-10-24,05754,12-17,2,13
2021-10-24,05754,18-59,1,114
2021-10-24,05754,18-59,2,175
2021-10-24,05754,18-59,3,8
2021-10-24,05754,60+,1,9
2021-10-24,05754,60+,2,17
2021-10-24,05754,60+,3,29
2021-10-24,05758,12-17,1,13
2021-10-24,05758,18-59,1,25
2021-10-24,05758,18-59,2,17
2021-10-24,05758,18-59,3,9
2021-10-24,05758,60+,3,7
2021-10-24,05774,12-17,1,13
2021-10-24,05774,12-17,2,12
2021-10-24,05774,18-59,1,73
2021-10-24,05774,18-59,2,38
2021-10-24,05774,18-59,3,18
2021-10-24,05774,60+,1,6
2021-10-24,05774,60+,3,8
2021-10-24,05916,12-17,2,6
2021-10-24,05916,18-59,1,20
2021-10-24,05916,18-59,2,56
2021-10-24,05916,60+,1,7
2021-10-24,05916,60+,2,12
2021-10-24,05916,60+,3,13
2021-10-24,05962,60+,3,11
2021-10-24,05974,18-59,3,5
2021-10-24,05978,12-17,1,10
2021-10-24,05978,18-59,1,24
2021-10-24,05978,18-59,2,25
2021-10-24,05978,18-59,3,14
2021-10-24,05978,60+,3,8
2021-10-24,06412,12-17,2,12
2021-10-24,06412,18-59,1,52
2021-10-24,06412,18-59,2,42
2021-10-24,06412,18-59,3,26
2021-10-24,06412,60+,2,7
2021-10-24,06412,60+,3,14
2021-10-24,06414,12-17,2,10
2021-10-24,06414,18-59,2,5
2021-10-24,06414,18-59,3,8
2021-10-24,06414,60+,3,5
2021-10-24,06433,12-17,1,7
2021-10-24,06433,12-17,2,40
2021-10-24,06433,18-59,1,31
2021-10-24,06433,18-59,2,113
2021-10-24,06433,18-59,3,11
2021-10-24,06433,60+,2,8
2021-10-24,06433,60+,3,37
2021-10-24,06434,12-17,1,15
2021-10-24,06434,12-17,2,14
2021-10-24,06434,18-59,1,62
2021-10-24,06434,18-59,2,19
2021-10-24,06434,18-59,3,5
2021-10-24,06434,60+,1,5
2021-10-24,06434,60+,3,8
2021-10-24,06531,12-17,1,7
2021-10-24,06531,12-17,2,9
2021-10-24,06531,18-59,1,39
2021-10-24,06531,18-59,2,49
2021-10-24,06531,18-59,3,11
2021-10-24,06531,60+,3,17
2021-10-24,06534,12-17,1,17
2021-10-24,06534,12-17,2,10
2021-10-24,06534,18-59,1,49
2021-10-24,06534,18-59,2,32
2021-10-24,06534,18-59,3,30
2021-10-24,06534,60+,3,52
2021-10-24,06634,18-59,3,6
2021-10-24,06634,60+,3,5
2021-10-24,07133,18-59,2,12
2021-10-24,07133,60+,2,8
2021-10-24,07133,60+,3,7
2021-10-24,07134,60+,3,11
2021-10-24,07138,12-17,1,9
2021-10-24,07138,12-17,2,73
2021-10-24,07331,18-59,3,8
2021-10-24,08111,12-17,1,108
2021-10-24,08111,12-17,2,85
2021-10-24,08111,18-59,1,593
2021-10-24,08111,18-59,2,324
2021-10-24,08111,18-59,3,126
2021-10-24,08111,60+,1,36
2021-10-24,08111,60+,2,23
2021-10-24,08111,60+,3,221
2021-10-24,08115,12-17,1,6
2021-10-24,08115,12-17,2,6
2021-10-24,08115,18-59,1,93
2021-10-24,08115,18-59,2,29
2021-10-24,08115,18-59,3,26
2021-10-24,08115,60+,1,6
2021-10-24,08115,60+,2,12
2021-10-24,08115,60+,3,21
2021-10-24,08119,18-59,3,5
2021-10-24,08119,60+,3,10
2021-10-24,08136,12-17,2,5
2021-10-24,08211,60+,3,5
2021-10-24,08222,18-59,1,7
2021-10-24,08222,18-59,3,57
2021-10-24,08222,60+,3,5
2021-10-24,08226,18-59,1,5
2021-10-24,08235,12-17,1,5
2021-10-24,08235,12-17,2,14
2021-10-24,08235,18-59,1,79
2021-10-24,08235,18-59,2,54
2021-10-24,08235,18-59,3,15
2021-10-24,08235,60+,1,5
2021-10-24,08235,60+,3,10
2021-10-24,08326,60+,3,5
2021-10-24,08416,12-17,1,10
2021-10-24,08416,12-17,2,9
2021-10-24,08416,18-59,1,12
2021-10-24,08416,18-59,2,15
2021-10-24,08416,18-59,3,23
2021-10-24,08416,60+,3,10
2021-10-24,08417,60+,3,12
2021-10-24,09162,05-11,1,5
2021-10-24,09162,12-17,1,80
2021-10-24,09162,12-17,2,168
2021-10-24,09162,18-59,1,366
2021-10-24,09162,18-59,2,660
2021-10-24,09162,18-59,3,120
2021-10-24,09162,60+,1,9
2021-10-24,09162,60+,2,35
2021-10-24,09162,60+,3,160
2021-10-24,09163,12-17,1,15
2021-10-24,09163,12-17,2,67
2021-10-24,09163,18-59,1,41
2021-10-24,09163,18-59,2,147
2021-10-24,09163,18-59,3,9
2021-10-24,09163,60+,2,7
2021-10-24,09163,60+,3,21
2021-10-24,09178,12-17,2,33
2021-10-24,09178,18-59,2,44
2021-10-24,09178,18-59,3,5
2021-10-24,09178,60+,2,7
2021-10-24,09178,60+,3,6
2021-10-24,09182,12-17,1,10
2021-10-24,09182,12-17,2,14
2021-10-24,09182,18-59,1,31
2021-10-24,09182,18-59,2,29
2021-10-24,09182,18-59,3,9
2021-10-24,09182,60+,3,7
2021-10-24,09183,12-17,1,7
2021-10-24,09183,12-17,2,9
2021-10-24,09183,18-59,1,38
2021-10-24,09183,18-59,2,32
2021-10-24,09183,60+,1,8
2021-10-24,09183,60+,2,9
2021-10-24,09183,60+,3,13
2021-10-24,09184,12-17,1,20
2021-10-24,09184,12-17,2,42
2021-10-24,09184,18-59,1,82
2021-10-24,09184,18-59,2,153
2021-10-24,09184,18-59,3,36
2021-10-24,09184,60+,2,8
2021-10-24,09184,60+,3,34
2021-10-24,09189,12-17,2,6
2021-10-24,09189,18-59,1,20
2021-10-24,09189,18-59,2,9
2021-10-24,09262,12-17,2,8
2021-10-24,09262,18-59,1,32
2021-10-24,09262,18-59,2,16
