IdLandkreis,Altersgruppe,Geschlecht,Refdatum,AnzahlFall,AnzahlTodesfall
1001,A35-A59,M,2023-04-20,1,0
1001,A35-A59,W,2023-04-20,1,0
1001,A60-A79,W,2023-04-21,1,0
1002,A35-A59,M,2023-04-21,1,0
1002,A35-A59,W,2023-04-21,1,0
1002,A60-A79,M,2023-04-21,1,0
1002,A80+,M,2023-04-21,1,0
1003,A60-A79,M,2023-04-21,1,0
1003,A80+,M,2023-04-21,1,0
1004,A60-A79,W,2023-04-21,1,0
1053,A35-A59,M,2023-04-21,1,0
1053,A60-A79,M,2023-04-13,1,0
1053,A60-A79,W,2023-04-21,3,0
1053,A80+,M,2023-04-17,1,0
1053,A80+,W,2023-04-21,1,0
1055,A00-A04,W,2023-04-21,1,0
1055,A60-A79,M,2023-04-21,1,0
1055,A60-A79,W,2023-04-19,1,0
1055,A60-A79,W,2023-04-21,2,0
1056,A35-A59,M,2023-04-21,1,0
1056,A60-A79,W,2023-04-20,1,0
1056,A80+,M,2023-04-20,1,0
1056,A80+,W,2023-04-18,1,0
1056,A80+,W,2023-04-20,1,0
1057,A00-A04,W,2023-04-21,1,0
1057,A15-A34,W,2023-04-21,1,0
1057,A60-A79,M,2023-04-21,1,0
1058,A15-A34,W,2023-04-21,1,0
1058,A35-A59,M,2023-04-20,1,0
1058,A35-A59,M,2023-04-21,1,0
1058,A35-A59,W,2023-04-21,2,0
1058,A60-A79,M,2023-04-19,1,0
1058,A80+,M,2023-04-18,1,0
1058,A80+,M,2023-04-21,2,0
1058,A80+,W,2023-04-21,1,0
1059,A60-A79,W,2023-04-21,1,0
1059,A80+,M,2023-04-21,1,0
1060,A35-A59,W,2023-04-21,2,0
1060,A80+,W,2023-04-20,1,0
1060,A80+,W,2023-04-21,1,0
1061,A15-A34,M,2023-04-21,1,0
1061,A35-A59,M,2023-04-21,1,0
1061,A35-A59,W,2023-04-21,1,0
1061,A60-A79,M,2023-04-21,1,0
1061,A80+,W,2023-04-21,1,0
1062,A15-A34,M,2023-04-20,1,0
1062,A15-A34,M,2023-04-21,2,0
1062,A60-A79,M,2023-04-19,1,0
1062,A60-A79,M,2023-04-20,1,0
1062,A60-A79,W,2023-04-20,1,0
1062,A80+,M,2023-04-20,1,0
1062,A80+,M,2023-04-21,1,0
1062,A80+,W,2023-04-18,1,0
1062,A80+,W,2023-04-20,1,0
3101,A00-A04,M,2023-04-20,1,0
3101,A15-A34,W,2023-04-20,1,0
3101,A35-A59,M,2023-04-20,1,0
3101,A35-A59,M,2023-04-21,2,0
3101,A35-A59,W,2022-06-30,1,0
3101,A35-A59,W,2023-04-20,2,0
3101,A60-A79,M,2023-04-20,2,0
3101,A60-A79,W,2023-04-20,2,0
3101,A80+,M,2023-04-21,2,0
3101,A80+,W,2022-04-14,1,1
3101,A80+,W,2023-04-20,2,0
3102,A15-A34,W,2023-04-21,1,0
3102,A60-A79,M,2023-04-20,1,0
3102,A80+,M,2023-04-21,1,0
3103,A35-A59,W,2023-04-20,1,0
3103,A60-A79,M,2023-04-03,1,1
3103,A80+,M,2023-04-20,1,0
3103,A80+,W,2023-04-20,1,0
3151,A60-A79,M,2023-04-20,2,0
3151,A60-A79,M,2023-04-21,1,0
3151,A60-A79,W,2023-04-21,2,0
3153,A15-A34,W,2023-04-20,1,0
3153,A35-A59,W,2023-04-20,1,0
3153,A35-A59,W,2023-04-21,1,0
3153,A60-A79,M,2023-04-20,1,0
3153,A60-A79,W,2023-04-20,1,0
3153,A60-A79,W,2023-04-21,1,0
3153,A80+,W,2023-04-19,1,0
3153,A80+,W,2023-04-20,1,0
3155,A00-A04,W,2023-04-20,1,0
3155,A15-A34,W,2023-04-21,1,0
3155,A35-A59,W,2023-04-21,3,0
3155,A80+,M,2023-04-20,1,0
3157,A00-A04,W,2023-04-21,1,0
3158,A15-A34,M,2023-04-20,1,0
3158,A35-A59,W,2023-04-21,3,0
3158,A60-A79,M,2023-04-21,1,0
3158,A60-A79,W,2023-04-21,3,0
3158,A80+,W,2023-04-21,1,0
3159,A05-A14,W,2023-04-21,1,0
3159,A15-A34,M,2023-04-20,1,0
3159,A15-A34,W,2023-04-20,1,0
3159,A35-A59,M,2023-04-21,2,0
3159,A35-A59,W,2023-04-21,3,0
3159,A60-A79,M,2023-04-20,1,0
3159,A60-A79,M,2023-04-21,3,0
3159,A60-A79,W,2023-04-20,3,0
3159,A60-A79,W,2023-04-21,2,0
3159,A80+,W,2023-04-20,1,0
3241,A05-A14,M,2023-04-16,1,0
3241,A05-A14,M,2023-04-21,1,0
3241,A15-A34,M,2023-04-19,1,0
3241,A15-A34,M,2023-04-20,1,0
3241,A15-A34,M,2023-04-21,2,0
3241,A15-A34,W,2023-04-21,1,0
3241,A35-A59,M,2023-04-18,1,0
3241,A35-A59,M,2023-04-20,6,0
3241,A35-A59,M,2023-04-21,5,0
3241,A35-A59,W,2023-03-08,1,1
3241,A35-A59,W,2023-04-15,1,0
3241,A35-A59,W,2023-04-20,4,0
3241,A35-A59,W,2023-04-21,5,0
3241,A60-A79,M,2023-04-21,7,0
3241,A60-A79,W,2023-04-13,-1,0
3241,A60-A79,W,2023-04-20,2,0
3241,A60-A79,W,2023-04-21,3,0
3241,A80+,M,2022-12-02,1,1
3241,A80+,M,2023-03-19,1,1
3241,A80+,M,2023-03-29,1,1
3241,A80+,M,2023-04-21,1,0
3241,A80+,W,2023-02-18,1,1
3241,A80+,W,2023-04-11,1,1
3241,A80+,W,2023-04-20,2,0
3241,A80+,W,2023-04-21,1,0
3251,A15-A34,W,2023-04-20,1,0
3251,A35-A59,W,2023-02-01,-1,0
3251,A35-A59,W,2023-04-20,1,0
3251,A35-A59,W,2023-04-21,2,0
3251,A60-A79,M,2023-04-21,1,0
3251,A60-A79,W,2022-03-22,-1,0
3251,A80+,M,2023-03-20,1,0
3252,A80+,M,2023-04-21,1,0
3254,A35-A59,W,2023-04-20,1,0
3254,A35-A59,W,2023-04-21,1,0
3254,A60-A79,M,2023-04-20,1,0
3254,A60-A79,M,2023-04-21,1,0
3254,A60-A79,W,2023-04-20,2,0
3254,A80+,M,2023-04-20,3,0
3254,A80+,M,2023-04-21,3,0
3255,A35-A59,M,2023-04-21,1,0
3256,A60-A79,M,2023-04-20,1,0
3256,A60-A79,W,2023-04-20,1,0
3256,A60-A79,W,2023-04-21,1,0
3256,A80+,W,2023-04-21,1,0
3257,A60-A79,M,2023-04-08,1,1
3257,A60-A79,M,2023-04-21,3,0
3257,A80+,M,2023-04-21,2,0
3257,A80+,W,2023-04-21,1,0
3351,A05-A14,W,2023-04-20,1,0
3351,A15-A34,M,2023-04-21,1,0
3351,A15-A34,W,2023-04-14,1,0
3351,A35-A59,M,2023-04-19,1,0
3351,A60-A79,W,2023-04-20,1,0
3351,A60-A79,W,2023-04-21,1,0
3351,A80+,M,2023-04-20,2,0
3351,A80+,M,2023-04-21,1,0
3351,A80+,W,2021-03-11,1,1
3352,A35-A59,M,2023-04-20,1,0
3352,A35-A59,W,2023-04-20,1,0
3352,A60-A79,M,2023-04-21,1,0
3352,A80+,W,2023-04-21,1,0
3353,A35-A59,M,2023-04-20,2,0
3353,A35-A59,W,2023-04-20,1,0
3353,A60-A79,M,2023-04-20,2,0
3353,A60-A79,W,2023-04-20,1,0
3353,A80+,M,2023-04-11,1,0
3353,A80+,M,2023-04-20,2,0
3354,A35-A59,M,2023-04-21,1,0
3354,A80+,M,2023-04-20,1,0
3354,A80+,W,2023-04-20,1,0
3354,A80+,W,2023-04-21,1,0
3355,A35-A59,W,2023-04-20,1,0
3355,A60-A79,W,2023-04-20,1,0
3356,A35-A59,W,2023-04-18,1,0
3356,A35-A59,W,2023-04-20,1,0
3356,A35-A59,W,2023-04-21,2,0
3356,A60-A79,M,2023-04-20,1,0
3356,A60-A79,W,2023-04-20,1,0
3357,A35-A59,M,2023-04-19,1,0
3357,A80+,M,2023-04-19,3,0
3357,A80+,W,2023-03-26,1,1
3359,A15-A34,M,2023-04-19,1,0
3359,A35-A59,M,2023-04-19,1,0
3359,A35-A59,M,2023-04-20,1,0
3359,A60-A79,M,2023-03-22,1,1
3359,A60-A79,M,2023-04-19,1,0
3359,A60-A79,W,2023-04-19,1,0
3359,A60-A79,W,2023-04-20,3,0
3359,A80+,M,2023-03-27,1,1
3359,A80+,M,2023-04-18,1,0
3359,A80+,W,2023-04-19,2,0
3360,A15-A34,M,2023-04-21,1,0
3360,A35-A59,M,2023-04-21,2,0
3360,A60-A79,M,2023-04-21,1,0
3360,A80+,W,2023-04-21,3,0
3361,A60-A79,M,2023-04-21,1,0
3361,A80+,M,2023-04-18,1,1
3361,A80+,W,2023-04-20,1,0
3403,A35-A59,M,2023-01-18,1,1
3403,A35-A59,M,2023-04-20,2,0
3403,A35-A59,W,2023-04-20,1,0
3403,A60-A79,W,2023-03-19,1,1
3403,A80+,M,2023-04-15,1,0
3403,A80+,M,2023-04-20,1,0
3403,A80+,W,2022-09-13,1,1
3405,A15-A34,W,2023-04-21,1,0
3405,A35-A59,M,2023-04-19,1,0
3405,A60-A79,M,2023-04-21,1,0
3405,A80+,W,2023-04-20,2,0
3451,A35-A59,M,2023-04-21,1,0
3451,A80+,W,2023-04-21,1,0
3452,A00-A04,W,2023-04-20,1,0
3452,A80+,M,2023-03-29,1,1
3452,A80+,M,2023-04-20,1,0
3452,A80+,W,2023-04-20,1,0
3452,A80+,W,2023-04-21,1,0
3453,A60-A79,W,2023-04-20,1,0
3454,A05-A14,W,2023-04-20,1,0
3454,A15-A34,W,2023-04-20,1,0
3454,A35-A59,W,2023-04-19,1,0
3454,A35-A59,W,2023-04-21,1,0
3454,A60-A79,M,2023-04-20,1,0
3454,A60-A79,W,2023-04-20,1,0
3454,A80+,W,2023-04-19,1,0
3456,A15-A34,W,2023-04-21,1,0
3456,A35-A59,M,2023-04-21,2,0
3456,A35-A59,W,2023-04-21,1,0
3456,A60-A79,W,2023-04-21,1,0
3456,A80+,M,2023-04-21,1,0
3456,A80+,W,2023-04-21,1,0
3457,A15-A34,M,2023-04-20,1,0
3457,A60-A79,W,2023-03-23,1,0
3457,A60-A79,W,2023-04-13,1,0
3457,A80+,W,2023-04-18,1,0
3457,A80+,W,2023-04-20,1,0
3458,A05-A14,M,2022-01-25,1,0
3458,A35-A59,M,2022-01-27,1,0
3458,A35-A59,M,2023-04-21,1,0
3458,A80+,M,2023-04-21,2,0
3458,A80+,W,2023-04-21,1,0
3460,A00-A04,M,2023-04-20,2,0
3460,A15-A34,W,2023-04-21,1,0
3460,A35-A59,M,2022-04-05,1,0
3461,A00-A04,M,2023-04-20,1,0
3461,A60-A79,W,2023-04-20,1,0
3462,A15-A34,M,2023-04-20,1,0
3462,A15-A34,W,2023-04-21,2,0
3462,A35-A59,M,2023-04-20,2,0
3462,A60-A79,M,2023-03-06,1,1
3462,A60-A79,W,2023-04-21,1,0
4011,A15-A34,W,2023-04-21,2,0
4011,A60-A79,M,2023-03-01,1,1
4011,A60-A79,M,2023-03-31,1,1
4011,A60-A79,W,2023-04-07,1,1
4011,A60-A79,W,2023-04-21,2,0
4011,A80+,M,2023-04-21,1,0
4012,A60-A79,M,2023-04-19,-1,0
4012,A80+,M,2023-04-21,1,0
5111,A15-A34,W,2023-04-21,1,0
5111,A35-A59,M,2023-04-20,1,0
5111,A35-A59,M,2023-04-21,1,0
5111,A60-A79,M,2023-04-20,2,0
5111,A60-A79,M,2023-04-21,1,0
5111,A60-A79,W,2023-04-18,1,0
5111,A60-A79,W,2023-04-21,2,0
5111,A80+,M,2023-04-21,1,0
5111,A80+,W,2023-04-21,1,0
5112,A35-A59,M,2023-04-21,1,0
5112,A35-A59,W,2023-04-20,1,0
5112,A60-A79,W,2023-04-20,1,0
5112,A80+,M,2023-04-21,1,0
5112,A80+,W,2023-04-21,1,0
5113,A15-A34,W,2023-04-21,2,0
5113,A35-A59,M,2023-04-18,1,0
5113,A35-A59,M,2023-04-21,4,0
5113,A60-A79,W,2023-04-21,3,0
5113,A80+,M,2023-04-20,1,0
5113,A80+,W,2023-04-19,1,0
5116,A15-A34,W,2023-04-20,1,0
5116,A35-A59,M,2023-04-20,1,0
5116,A35-A59,M,2023-04-21,1,0
5116,A60-A79,M,2023-04-20,1,0
5116,A60-A79,W,2023-04-20,1,0
5117,A15-A34,M,2023-04-20,1,0
5117,A35-A59,W,2023-04-20,3,0
5117,A60-A79,W,2023-04-21,1,0
5117,A80+,W,2023-04-20,1,0
5119,A15-A34,M,2023-04-20,1,0
5119,A15-A34,W,2023-04-20,1,0
5119,A35-A59,W,2023-04-20,1,0
5119,A60-A79,W,2023-04-20,1,0
5119,A80+,W,2023-04-20,2,0
5120,A80+,W,2023-04-19,1,0
5120,A80+,W,2023-04-21,1,0
5122,A35-A59,W,2023-04-21,1,0
5122,A60-A79,W,2023-04-21,2,0
5124,A00-A04,W,2023-04-21,1,0
5124,A35-A59,W,2023-04-21,1,0
5124,A60-A79,M,2023-04-21,1,0
5124,A60-A79,W,2023-04-19,1,0
5124,A60-A79,W,2023-04-21,1,0
5124,A80+,M,2023-04-21,1,0
5124,A80+,W,2023-04-20,1,0
5124,A80+,W,2023-04-21,2,0
5154,A15-A34,W,2023-04-21,1,0
5154,A35-A59,W,2023-04-21,1,0
5154,A60-A79,M,2023-04-21,1,0
5154,A60-A79,W,2023-04-20,1,0
5154,A80+,M,2023-04-20,1,0
5158,A15-A34,M,2023-04-17,1,0
5158,A15-A34,W,2023-04-20,1,0
5158,A35-A59,M,2023-04-20,1,0
5158,A35-A59,W,2023-04-20,3,0
5158,A60-A79,M,2023-04-20,3,0
5158,A60-A79,M,2023-04-21,1,0
5158,A60-A79,W,2023-04-20,1,0
5158,A60-A79,W,2023-04-21,1,0
5158,A80+,M,2023-04-20,1,0
5158,unbekannt,M,2023-04-20,1,0
5162,A15-A34,M,2023-04-20,1,0
5162,A60-A79,W,2023-04-11,1,1
5162,A80+,W,2023-04-20,1,0
5162,A80+,W,2023-04-21,1,0
5166,A35-A59,W,2023-04-21,1,0
5166,A60-A79,M,2023-04-21,1,0
5166,A80+,M,2023-04-20,1,0
5170,A15-A34,M,2023-04-19,1,0
5170,A35-A59,M,2023-04-19,1,0
5170,A35-A59,M,2023-04-21,1,0
5170,A35-A59,W,2022-03-12,1,0
