IdLandkreis,Altersgruppe,Geschlecht,Refdatum,AnzahlFall,AnzahlTodesfall
11005,A60-A79,W,2026-03-22,1,0
11005,A80+,M,2026-03-22,1,0
12064,A35-A59,M,2026-03-25,1,0
12065,A05-A14,W,2022-04-11,1,0
12065,A35-A59,M,2022-04-09,1,0
12065,A35-A59,M,2022-04-10,1,0
12065,A35-A59,W,2022-04-09,1,0
12065,A60-A79,M,2022-04-11,1,0
12065,A80+,M,2022-04-09,1,0
12069,A60-A79,M,2026-03-10,1,0
13004,A60-A79,W,2026-03-20,1,0
13072,A35-A59,W,2026-03-23,1,0
13074,A35-A59,M,2026-03-24,1,0
13076,A60-A79,W,2026-03-24,1,0
14511,A60-A79,M,2026-03-21,1,0
14713,A35-A59,M,2026-03-20,1,0
14713,A35-A59,M,2026-03-24,1,0
14713,A80+,M,2026-03-05,1,0
15002,A05-A14,W,2026-03-22,1,0
15087,A80+,M,2026-03-24,1,0
15088,A80+,M,2026-03-21,1,0
15091,A35-A59,M,2026-03-21,1,0
16051,A80+,W,2026-03-25,1,0
16076,A80+,W,2025-11-02,1,1
3256,A80+,W,2026-03-19,1,0
3256,A80+,W,2026-03-20,1,0
3353,A35-A59,W,2026-03-24,1,0
3355,A80+,W,2026-03-19,1,0
6412,A35-A59,M,2026-03-25,1,0
7335,A60-A79,M,2026-03-23,1,0
8115,A15-A34,W,2026-03-02,-1,0
8117,A80+,M,2026-03-24,1,0
8135,A80+,M,2026-03-25,1,0
8221,A35-A59,M,2026-03-24,1,0
8416,A60-A79,W,2026-03-25,1,0
9172,A05-A14,M,2026-03-24,1,0
9184,A35-A59,M,2026-03-25,1,0
9186,A60-A79,W,2026-03-20,1,0
9187,A35-A59,W,2026-03-24,1,0
9271,A80+,M,2026-03-11,1,0
9371,A60-A79,M,2026-01-23,1,1
9371,A60-A79,W,2026-03-25,1,0
9464,A35-A59,W,2026-03-23,1,0
9574,A60-A79,W,2026-03-24,1,0
9663,A00-A04,M,2026-03-25,1,0
9677,A60-A79,M,2026-03-24,2,0
9777,A60-A79,W,2026-03-25,1,0
9778,A35-A59,W,2026-03-25,1,0
9780,A35-A59,W,2026-03-25,1,0
