datum,ags,intensivbetten_frei,intensivbetten_belegt
2023-09-17,01001,10.0,30.0
2023-09-17,01002,19.0,113.0
2023-09-17,01003,8.0,112.0
2023-09-17,01004,4.0,21.0
2023-09-17,01051,10.0,30.0
2023-09-17,01053,2.0,17.0
2023-09-17,01054,3.0,17.0
2023-09-17,01055,6.0,30.0
2023-09-17,01056,0.0,28.0
2023-09-17,01057,2.0,6.0
2023-09-17,01058,15.0,15.0
2023-09-17,01059,1.0,23.0
2023-09-17,01060,18.0,59.0
2023-09-17,01061,9.0,34.0
2023-09-17,01062,5.0,19.0
2023-09-17,02000,68.0,366.0
2023-09-17,03101,32.0,94.0
2023-09-17,03102,1.0,5.0
2023-09-17,03103,13.0,19.0
2023-09-17,03151,1.0,19.0
2023-09-17,03153,2.0,18.0
2023-09-17,03154,0.0,12.0
2023-09-17,03155,4.0,2.0
2023-09-17,03157,0.0,8.0
2023-09-17,03158,7.0,9.0
2023-09-17,03159,17.0,110.0
2023-09-17,03241,28.0,82.0
2023-09-17,03251,4.0,7.0
2023-09-17,03252,11.0,29.0
2023-09-17,03254,23.0,57.0
2023-09-17,03256,0.0,16.0
2023-09-17,03257,0.0,11.0
2023-09-17,03351,11.0,19.0
2023-09-17,03352,1.0,7.0
2023-09-17,03353,3.0,25.0
2023-09-17,03354,0.0,7.0
2023-09-17,03355,7.0,22.0
2023-09-17,03356,3.0,1.0
2023-09-17,03357,5.0,25.0
2023-09-17,03358,1.0,11.0
2023-09-17,03359,7.0,4.0
2023-09-17,03360,4.0,50.0
2023-09-17,03361,2.0,13.0
2023-09-17,03402,2.0,8.0
2023-09-17,03403,15.0,92.0
2023-09-17,03404,6.0,77.0
2023-09-17,03405,9.0,9.0
2023-09-17,03451,5.0,21.0
2023-09-17,03452,8.0,12.0
2023-09-17,03453,8.0,16.0
2023-09-17,03454,29.0,39.0
2023-09-17,03455,9.0,16.0
2023-09-17,03456,2.0,16.0
2023-09-17,03457,9.0,8.0
2023-09-17,03459,11.0,68.0
2023-09-17,03460,6.0,28.0
2023-09-17,03461,0.0,6.0
2023-09-17,04011,3.0,94.0
2023-09-17,04012,17.0,37.0
2023-09-17,05111,24.0,161.0
